aback: aback
embrace: embrace,embraced,embracing
embracement: embracement
embroil: embroiled
emerald: emerald
emerge: emerge,emerged,emerging
eminent: eminent
eminently: eminently
emit: emitted
emotion: emotion,emotions
emotional: emotional
emphasise: emphasised
empire: empire,empires
employ: employ,employed
employee: employee,employees
empyrean: empyrean
en: en
enable: enabled
enamel: enamelled
enamelled: enamelled
enamour: enamoured
enchantment: enchantment
enchiridion: enchiridion
encircle: encircling
enclose: enclosed
enclosure: enclosure
encode: encoding
encourage: encourage,encourages,encouraging
encouragement: encouragement
encouragingly: encouragingly
encyclopaedia: encyclopaedia
endless: endless
endow: endowing
endowment: endowments
enemy: enemies
energy: energy
enforcement: enforcement
engage: engaged
engagement: engagements
engaging: engaging
engender: engendered
engine: engine
engineering: engineering
england: england
english: english
engrave: engraved
engraving: engraving,engravings
engulf: engulfed
enhance: enhance,enhancing
enigmatic: enigmatic
enjoy: enjoy,enjoyed,enjoying,enjoys
enliven: enlivened
enormous: enormous
enormously: enormously
enrichment: enrichment
enrol: enrolled
ensue: ensued
ensure: ensures,ensuring
entail: entailed
enter: enter,entered
entertaining: entertaining
enthusiasm: enthusiasm,enthusiasms
enthusiast: enthusiasts
enthusiastic: enthusiastic
entity: entity
entrails: entrails
entrance: entrance
entreaty: entreaties
enumerate: enumerate
enunciate: enunciated
envelop: enveloped
envelope: envelope,envelopes
enviable: enviable
enviously: enviously
environment: environment
envisage: envisaged
envy: envied,envy
epipsychidion: epipsychidion
episode: episode
equal: equal,equals
equally: equally
equanimity: equanimity
equilibrium: equilibrium
equipment: equipment
erasmus: erasmus
ere: ere
erect: erect,erected
ernest: ernest
eros: eros
errand: errand,errands
erratic: erratic
error: errors
erudition: erudition
escape: escape,escaped,escapes
essential: essentials
essentially: essentially
establish: establish,established,establishing
establishment: establishment
estate: estate
esteem: esteem
estimable: estimable
estimation: estimation
eternal: eternal
eternity: eternity
ethereal: ethereal
ethic: ethics
ethiopia: ethiopia
eton: eton
euphrates: euphrates
europe: europe
european: european
evade: evade
evanescent: evanescent
evangelisation: evangelisation
evase: evase
eve: eve
evening: evening,evenings
event: events
everlastingly: everlastingly
evidence: evidence
evident: evident
evil: evil
evoke: evoke,evoked,evokes,evoking
exacerbate: exacerbated,exacerbating
exact: exact
exaggerate: exaggerated
exaggerated: exaggerated
exalt: exalted
exaltation: exaltation
examination: examination
examine: examine,examined,examining
exasperatingly: exasperatingly
excalibur: excalibur
excavator: excavator
excel: excelled
excellent: excellent
exception: exception
excess: excesses
excessive: excessive
excitement: excitement
exciting: exciting
exclaim: exclaimed
exclusion: exclusion
exclusively: exclusively
excruciating: excruciating
excursion: excursion
excuse: excuse,excused
execute: execute,executed,executing
execution: execution
executive: executive
exemplary: exemplary
exempt: exempt
exercise: exercise,exercised,exercises
exhaust: exhausting
exhausting: exhausting
exhibit: exhibit,exhibited,exhibiting
exhilarating: exhilarating
exhort: exhorting
exile: exile
exist: exist,existed,exists
existence: existence
exmoor: exmoor
exorbitantly: exorbitantly
exotic: exotic
expand: expanded,expanding
expanse: expanse,expanses
expansion: expansion
expect: expect,expected,expecting
expectant: expectant
expected: expected
expedient: expedient
expend: expend,expended,expending
expense: expense,expenses
expensive: expensive
experience: experience,experiences
experienced: experienced
experiment: experiment,experimented
expire: expiring
explain: explain,explained
explanation: explanation
explicit: explicit
exploit: exploited,exploits
exploitation: exploitation
explore: explore,exploring
export: exporting
express: express,expressed,expressing
expression: expression,expressions
expressionless: expressionless
expressive: expressive
exquisite: exquisite
exquisitely: exquisitely
extend: extend
extended: extended
extension: extension
extensive: extensive
extent: extent
external: external
externalise: externalised,externalising
externally: externally
extinct: extinct
extinction: extinction
extra: extra
extraction: extraction
extraordinarily: extraordinarily
extraordinary: extraordinary
extravagant: extravagant
extreme: extreme
extremely: extremely
exuberantly: exuberantly
eye: eye,eyes
eyebrow: eyebrows
eyed: eyed
eyelash: eyelashes
eyelid: eyelids
fable: fable
fabulist: fabulists
fabulous: fabulous
facade: facade
faced: faced
facility: facility
faculty: faculties,faculty
fade: faded,fading
fadingly: fadingly
fail: fail,failed
faint: faint,fainter,faints
faintly: faintly
fair: fair
fairbanks: fairbanks
faith: faith
faithful: faithful
fall: fall,fallen,falling,falls,fell
fallen: fallen
false: false
fame: fame
familiar: familiar
family: family
famine: famine,famines
famous: famous
fan: fanning
fancy: fancy
fangled: fangled
fantastic: fantastic
fantastically: fantastically
farewell: farewell,farewells
farm: farm
farmer: farmer,farmers
farming: farming
farmyard: farmyard
fascinate: fascinated,fascinates
fascinating: fascinating
fascisti: fascisti
fashion: fashion
fashionable: fashionable
fashioned: fashioned
fast: fast
fastidious: fastidious
fat: fat
fatal: fatal
fatalistically: fatalistically
fate: fate,fates
father: father
fatigue: fatigue
fault: fault
favour: favour,favoured
favourite: favourite
fawn: fawn
fear: fear,feared
fearful: fearful
feast: feast,feasted,feasts
feat: feat
feather: feather,feathers
feathery: feathery
feature: feature,features
federal: federal
fee: fee,fees
feeble: feeble
feed: fed,feed
feel: feel,feeling
feeling: feeling
feign: feigning
fellow: fellow,fellows
female: female
femme: femme
ferial: ferial
fermented: fermented
ferociously: ferociously
ferocity: ferocity
ferrule: ferrule
festal: festal
festive: festive
festivity: festivity
festoon: festoon
fever: fever
feverish: feverish
fiction: fiction
fiddle: fiddle,fiddled
fiddler: fiddler
fidelity: fidelity
fidgety: fidgety
field: field,fields
fiendish: fiendish
fierce: fierce
fiercely: fiercely
fiery: fiery
fifteenth: fifteenth
fiftieth: fiftieth
fight: fighting,fought
figure: figure,figured,figures
file: file,files
final: final
finality: finality
finally: finally
financial: financial
finding: finding
fine: fine,finest
finery: finery
finger: finger,fingers
finish: finished,finishing
finished: finished
finnish: finnish
fireman: firemen
fireplace: fireplace
firm: firm
firmly: firmly
fish: fish
fit: fit,fits,fitted
fitfully: fitfully
fitness: fitness
fitting: fitting
fixed: fixed
flail: flail
flake: flaked
flamboyantly: flamboyantly
flame: flame
flank: flank,flanks
flannel: flannel
flap: flap,flapped
flare: flared,flares
flash: flashing
flat: flat
flatter: flattered
flawless: flawless
flay: flaying
flee: fled
flesh: flesh
fleshy: fleshy
flick: flick
flight: flight
flimsy: flimsier
fling: fling,flung
flint: flint
flirt: flirted
flit: flit
float: float,floated,floating
floater: floaters
flock: flock,flocked,flocks
flood: flood
floor: floor,floors
flooring: flooring
florid: florid
flourish: flourish,flourished,flourishes
flow: flow,flowed,flowing
flower: flower,flowered,flowers
fluently: fluently
fluff: fluff
fluid: fluid
flush: flush,flushed
flushed: flushed
flute: flute
flutter: fluttered
fluty: fluty
fly: flew,flies,fly,flying
focal: focal
focus: focus,focusing
foible: foibles
fold: folded,folds
foliage: foliage
folio: folios
follow: follow
folly: folly
fond: fond
food: food
fool: fool
foolish: foolish
foot: feet,foot
football: football
footpath: footpath
footprint: footprint
footstep: footsteps
forbid: forbidding
force: forced,forces
forefinger: forefinger
foreground: foreground
forehead: forehead
foreign: foreign
foremost: foremost
foreshortened: foreshortened
forest: forest
foretell: foretell,foretelling
forget: forget,forgets,forgotten
forgiveness: forgiveness
fork: fork
forlornly: forlornly
form: form,formed,forms
formal: formal
formalise: formalised
formality: formality
format: format,formats
formidable: formidable
formula: formula,formulas
formulate: formulate,formulated
forthcoming: forthcoming
forthwith: forthwith
fortification: fortification
fortuitously: fortuitously
fortunately: fortunately
fortune: fortune,fortunes
forwards: forwards
fossil: fossils
foundation: foundation,foundations
founder: founders
fount: fount
fountain: fountain
fourteen: fourteen
fourteenth: fourteenth
fourth: fourth
fowl: fowls
fox: foxes
fracture: fractured
fragment: fragments
fragmentary: fragmentary
fragrant: fragrant
frail: frail
frame: frame
france: france
francis: francis
franco: franco
frank: frank
frankness: frankness
frantic: frantic
freedom: freedom
freely: freely
freeze: frozen
french: french
frenzy: frenzy
frequently: frequently
fresh: fresh
fret: fretted
friend: friend,friends
friendly: friendly
friendship: friendship
fright: fright
frighten: frightened
frightened: frightened
frightful: frightful
frightfully: frightfully
frigid: frigid
fringe: fringed
frith: frith
frock: frock
frown: frown,frowned,frowning
frozen: frozen
fruit: fruit
fulfilment: fulfilment
fullness: fullness
fumble: fumbling
fun: fun
function: function,functioned,functioning,functions
functioning: functioning
fund: funds
fundamental: fundamental
fundamentally: fundamentally
funeral: funeral
funnel: funnel
fur: fur
furious: furious
furiously: furiously
furl: furled
furniture: furniture
fury: fury
fut: fut
futile: futile
future: future
gadding: gadding
gaiety: gaieties,gaiety
gaily: gaily
gain: gained,gaining
gainsay: gainsaid
galbe: galbe
gallantry: gallantry
gallery: gallery
gambit: gambit
gamble: gambled
game: game,games
gaol: gaol,gaoled
gap: gap
gape: gaping
garden: garden
gardener: gardeners
garment: garment
garnish: garnished
gashed: gashed
gasp: gasp,gasped,gasping,gasps
gaspingly: gaspingly
gate: gate,gates
gather: gather
gaudy: gaudy
gaunt: gaunt
gay: gay
gaze: gazed,gazing
gehenna: gehenna
generalisation: generalisation
generalise: generalising
generation: generation,generations
generous: generous
generously: generously
genial: genial
genially: genially
genius: genius
gentle: gentle
gentleman: gentlemen
gently: gently
gentry: gentry
genuine: genuine
genuinely: genuinely
geology: geology
geometrical: geometrical
george: george
georgian: georgian
georgiana: georgiana
german: german,germans
germany: germany
gesticulate: gesticulating
gesture: gesture,gestures
ghost: ghost
ghostly: ghostly
giant: giant,giants
giants: giants
gibber: gibbering
gibbosity: gibbosity
gibbous: gibbous
gift: gift,gifts
gig: gig
gigantic: gigantic
giggle: giggled
gilded: gilded
gin: gin
girdle: girdles
girl: girl,girls
glad: glad
gladness: gladness
gladstone: gladstone
glance: glance,glanced
glare: glare,glared
glass: glass,glasses
glaucous: glaucous
glazed: glazed
gleam: gleam
glide: gliding
glitter: glittered
globe: globe
gloom: gloom
gloomily: gloomily
gloomy: gloomy
glorify: glorified
glorious: glorious
glory: glories,glory
glove: glove
glow: glow,glowed
glowing: glowing
glumly: glumly
gnomic: gnomic
goal: goals
goblet: goblet
god: god
goddess: goddess
godwin: godwin
gold: gold
golden: golden
gomorrah: gomorrah
gong: gong
goodness: goodness
goose: geese,goose
gorge: gorge
gospel: gospel
gothic: gothic
govern: govern
government: government
governor: governors
gown: gown
grace: grace
graceful: graceful
gracefulness: gracefulness
gracious: gracious
graciousness: graciousness
gradually: gradually
grammar: grammar
grammarian: grammarians
gramophone: gramophone
granary: granary
grand: grand
grandeur: grandeur
grandfather: grandfather
grandiose: grandiose
grandiosely: grandiosely
grandsire: grandsire
grant: granted
grape: grapes
grasp: grasped
grass: grass,grasses
grate: grating
grateful: grateful
gratefully: gratefully
gratitude: gratitude
grave: grave,graver
gravely: gravely
gravid: gravid
gravity: gravity
greatness: greatness
greed: greed
greedily: greedily
greedy: greedy
greek: greek,greeks
green: green
greenish: greenish
greeting: greeting
gregory: gregory
grey: grey
greyhound: greyhounds
greyish: greyish
grim: grim
grimace: grimace
grimness: grimness
grimy: grimy
grind: grinding
grip: grip,gripped,gripping
groan: groaned
groom: grooms
grope: groped,groping
gross: gross
grossly: grossly
grotesque: grotesque
ground: ground
grow: grew,grow,growing,grown,grows
growl: growl
grown: grown
growth: growth
grub: grubbing
grudgingly: grudgingly
grunt: grunt,grunting
guard: guard
guess: guess,guessed
guest: guest,guests
guffaw: guffawing
guide: guided,guiding
guiltily: guiltily
guinea: guineas
guise: guise
guitar: guitars
gulf: gulf
gurgle: gurgle
gush: gushes
gut: gut
gutter: guttered
habit: habit,habits
habitual: habitual
hackneyed: hackneyed
hag: hag
haggard: haggard
hail: hail
hair: hair
haired: haired
hall: hall
halls: halls
halt: halt,halted
ham: ham
hamadryad: hamadryad
hammer: hammer
hamper: hamper
hampshire: hampshire
hand: hand,handed,hands
handbook: handbooks
handful: handful,handfuls
handkerchief: handkerchief
handle: handle
handsome: handsome,handsomest
handsomely: handsomely
hang: hang,hung
hanker: hanker
haphazard: haphazard
happen: happen,happened,happening
happily: happily
happiness: happiness
happy: happier,happy
hard: hard
hare: hares
harmless: harmless
harmonious: harmonious
harmoniously: harmoniously
harmoniousness: harmoniousness
harmony: harmonies,harmony
harness: harness
harpsichord: harpsichord
harrow: harrow
harry: harry
harsh: harsh
hart: hart
harvest: harvest,harvests
haste: haste
hasten: hastened
hastily: hastily
hat: hat,hats
hate: hated
hatful: hatfuls
hatred: hatred
haul: hauled
haunt: haunted,haunts
havelock: havelock
hazard: hazard,hazarded
hazel: hazel
head: head,headed,heads
headlong: headlong
health: health
healthful: healthful
healthy: healthy
heap: heaped,heaping
hear: hear,heard,hearing
hearer: hearers
hearing: hearing
hearse: hearse
heart: heart,hearts
hearted: hearted
hearth: hearth
heartily: heartily
heat: heat
heathen: heathen
heaven: heaven,heavens
heavily: heavily
heavy: heavier,heavy
hedge: hedge,hedged,hedges
heel: heels
height: height
heirloom: heirlooms
helen: helen
helpless: helpless
hen: hen
henna: henna
henry: henry
hercules: hercules
herd: herd,herds
hereditary: hereditary
heredity: heredity
hero: hero,heroes
heroes: heroes
heroic: heroic
heroically: heroically
heroism: heroism,heroisms
hesitate: hesitated
hesitatingly: hesitatingly
hew: hewed
hiccough: hiccoughed
hide: hidden
hideous: hideous
highly: highly
highway: highway
hill: hill,hills
hinge: hinges
hint: hint
hinterland: hinterland
hip: hip,hips
hiss: hissing
hissingly: hissingly
historic: historic
historically: historically
history: histories,history
histrionic: histrionic
hit: hit
hitherto: hitherto
hoarse: hoarse
hock: hock
hoist: hoist,hoisted
hold: held,hold,holding
holder: holder
hole: hole,holes
holiday: holiday,holidays
holidays: holidays
holiness: holiness
hollow: hollowed,hollows
holy: holy
homer: homer
homeric: homeric
homo: homo
honest: honest
honestly: honestly
honour: honour,honoured
honourable: honourable
hoof: hoof,hoofs
hootingly: hootingly
hope: hope,hoped,hopes,hoping
hopeful: hopeful
hopeless: hopeless
hopelessly: hopelessly
horde: horde
horizontal: horizontal
horn: horn,horns
horoscope: horoscope,horoscopes
horrible: horrible
horribly: horribly
horrify: horrified
horrifying: horrifying
horror: horror,horrors
horse: horse,horses
horseman: horsemen
hospitably: hospitably
hospital: hospital
hospitality: hospitality
host: host
hostess: hostess
hostile: hostile
hot: hot
hotel: hotel
hotly: hotly
hour: hour,hours
house: house,houses
household: household
housemaid: housemaids
hovel: hovel,hovels
howl: howled
hue: hue,hues
huge: huge
hugely: hugely
hullo: hullo
hum: hum,humming
human: human
humanity: humanity
humankind: humankind
humble: humble
humiliate: humiliated
humiliating: humiliating
humiliation: humiliation
humour: humour
hump: hump
hunchbacked: hunchbacked
hundredth: hundredth
hunger: hunger
hungrily: hungrily
hungry: hungry
hunt: hunt,hunted
hunting: hunting
hurriedly: hurriedly
hurry: hurried
hurt: hurt
husband: husband,husbands
huskily: huskily
husky: husky
hut: hut
hydrogen: hydrogen
hypnotise: hypnotise,hypnotised
icily: icily
idea: idea,ideas
ideal: ideal
identical: identical
identification: identification
identify: identified,identify
idiot: idiots
idiotic: idiotic
idle: idle,idlest
idly: idly
ignorance: ignorance
ignorant: ignorant
ignore: ignore
iii: iii
ilex: ilex
illuminate: illuminated,illuminating
illumination: illumination
illusory: illusory
illustrate: illustrate
illustration: illustration,illustrations
image: image
imaginary: imaginary
imagination: imagination
imaginatively: imaginatively
imagine: imagine,imagined
imbecile: imbecile,imbeciles
imbecility: imbecility
imitation: imitation,imitations
imitations: imitations
immemorial: immemorial
immense: immense
immensely: immensely
immortality: immortality
impart: impart
impassive: impassive
impatience: impatience
impatient: impatient
impatiently: impatiently
impeachment: impeachment
impenetrable: impenetrable
imperative: imperative,imperatives
imperceptibly: imperceptibly
imperfection: imperfections
impersonal: impersonal
impinge: impinging
impious: impious
implacably: implacably
implore: implored
imploringly: imploringly
imply: implied
importunate: importunate
impose: imposed,imposes,imposing
impossible: impossible
impotent: impotent
impregnate: impregnated
impress: impress
impressed: impressed
impression: impression
imprint: imprints
imprison: imprison
improbable: improbable
improvise: improvise,improvised
inaccurate: inaccurate
inadequate: inadequate
inanity: inanity
inappropriate: inappropriate
inaudible: inaudible
inauguration: inauguration
incense: incense
incessant: incessant
incessantly: incessantly
inch: inch,inches
incident: incident
incidental: incidental
inclined: inclined
include: include,included,includes,including
including: including
income: income,incomes
incompatible: incompatible
incomplete: incomplete
incomprehensible: incomprehensible
inconceivable: inconceivable
inconceivably: inconceivably
inconsiderate: inconsiderate
increase: increase,increased,increasing
increasingly: increasingly
incredible: incredible
incredulous: incredulous
incredulously: incredulously
incubator: incubators
indecency: indecency
indefinite: indefinite
indemnify: indemnify
indemnity: indemnity
independent: independent
india: india
indian: indian
indiana: indiana
indifferent: indifferent
indigenous: indigenous
indignant: indignant
indignantly: indignantly
indignation: indignation
indignity: indignities
indirect: indirect
indirectly: indirectly
indiscretion: indiscretion
indistinguishable: indistinguishable
individual: individual,individuals
indolent: indolent
indolently: indolently
indrawn: indrawn
induce: induce
indulge: indulge
indulgence: indulgence
indulgently: indulgently
industriously: industriously
industry: industry
inebriate: inebriate
ineffaceable: ineffaceable
ineradicable: ineradicable
inert: inert
inevitable: inevitable
inevitably: inevitably
inexhaustible: inexhaustible
inexorable: inexorable
inexperienced: inexperienced
inexpressible: inexpressible
infallibly: infallibly
infancy: infancy
infant: infant
infectious: infectious
infidelity: infidelity
infinite: infinite
infinity: infinity
inflict: inflict
influence: influence,influences
inform: inform,informed,informs
infringement: infringement
infuriatingly: infuriatingly
ingenious: ingenious
ingeniously: ingeniously
ingenuity: ingenuity
ingenuous: ingenuous
inglorious: inglorious
inhabitant: inhabitants
inherit: inherited
inheritance: inheritance
inhumanly: inhumanly
initial: initials
injunction: injunction
injustice: injustices
ink: ink
inlay: inlaid
inmate: inmates
innocence: innocence
innocent: innocent
innocently: innocently
inquire: inquired,inquiring
inquiry: inquiries
inquisition: inquisition
insane: insane
insanely: insanely
insanity: insanities,insanity
insecurely: insecurely
insensibly: insensibly
insignificant: insignificant
insipid: insipid
insist: insist,insisted
insistence: insistence
insistent: insistent
insistently: insistently
inspection: inspection
inspiration: inspiration
inspire: inspire,inspired,inspiring
instant: instant
instinct: instincts
instinctive: instinctive
instinctively: instinctively
institution: institution,institutions
instrument: instrument,instruments
insufferable: insufferable
insult: insulted
intact: intact
intellect: intellect
intellectual: intellectual,intellectuals
intelligence: intelligence,intelligences
intelligences: intelligences
intelligent: intelligent
intelligently: intelligently
intend: intending
intense: intense
intensify: intensified
intent: intents
intention: intention
intently: intently
interior: interior,interiors
interlaced: interlaced
interlocutor: interlocutor
internal: internal
international: international
interposition: interposition
interpret: interpreted
interrupt: interrupted,interrupting
interrupted: interrupted
interruption: interruption
intimate: intimate,intimates
intolerable: intolerable
intolerably: intolerably
intoxicate: intoxicate,intoxicated
intoxication: intoxication
intricate: intricate
intrigue: intrigues
introduce: introduced
introduction: introduction
intruder: intruder
intrusion: intrusion
intuition: intuition
invade: invade
invalidity: invalidity
invariable: invariable
invent: invent,invented
inverted: inverted
invest: invested
invincible: invincible
invisible: invisible
invitation: invitation
invite: invite,invited,invites,inviting
involuntary: involuntary
involve: involved,involving
inwardly: inwardly
ireland: ireland
iron: iron
ironic: ironic
irradiation: irradiation
irrational: irrational
irregularity: irregularities
irrelevant: irrelevant
irreparably: irreparably
irrepressible: irrepressible
irresistible: irresistible
irresolute: irresolute
irresponsibly: irresponsibly
irritated: irritated
irritation: irritation
irs: irs
island: island
issue: issued,issues,issuing
italian: italian,italians
italy: italy
item: item
iv: iv
ivory: ivory
ix: ix
jabbed: jabbed
jack: jack
jacket: jacket,jackets
jangled: jangled
january: january
japan: japan
jaw: jaws
jealous: jealous
jealousy: jealousy
jean: jean
jelly: jelly
jenny: jenny
jerk: jerked,jerks
jerusalem: jerusalem
jesuitical: jesuitical
jesuitry: jesuitry
jesus: jesus
jet: jets
jig: jig,jigged
jinks: jinks
joanna: joanna
job: job,jobs
jockey: jockey
john: john
johnson: johnson
joke: joke
jollity: jollities
jolly: jolly
jolt: jolt
jostle: jostled
jour: jour
journalist: journalist,journalists
journey: journey
jovial: jovial
jovially: jovially
joy: joy
joyfully: joyfully
joyous: joyous
judge: judge,judged,judges
judgment: judgment
julius: julius
july: july
jumbo: jumbo
jump: jump,jumped,jumping
jupiter: jupiter
justice: justice
justifiable: justifiable
justification: justification
justify: justifies,justifying
justly: justly
keg: keg
key: key
keyhole: keyhole
khaki: khaki
kick: kicking
kill: kill
kindle: kindled
kindly: kindly
kindness: kindness
king: king,kings
kingdom: kingdom
kiss: kiss,kissed,kisses,kissing
kitchen: kitchen
kitten: kittens
kittenishness: kittenishness
knee: knee,knees
knife: knife
knight: knight
knock: knocked,knocks
knop: knops
knot: knot
knowledge: knowledge
knuckle: knuckles
label: label,labelled
laboriously: laboriously
labour: labour
labourer: labourers
labyrinth: labyrinth
lace: lace
lack: lack,lacked,lacking
laconism: laconism
ladder: ladder,ladders
ladies: ladies
lady: ladies,lady
lake: lake
lamb: lamb,lambs
lambert: lambert
lambs: lambs
lamp: lamp,lamps
lamplight: lamplight
land: land,landed
landmark: landmarks
landscape: landscape
language: language
languid: languid
languidly: languidly
languor: languor
lantern: lantern
lap: lap
lapith: lapith
larynx: larynx
lash: lashed
latch: latch
late: late
lateral: lateral
latin: latin
laud: laud
laugh: laugh,laughed,laughing,laughs
laughter: laughter
launch: launched
laurel: laurel
lavender: lavender
lavish: lavish
law: law,laws
lawn: lawn,lawns
lay: laid,lay,laying
lazy: lazy
le: le
lea: lea
lead: lead,leads,led
leaden: leaden
leaf: leaves
league: league
lean: leaned,leaning,leant
leaning: leaning
leap: leap,leaping
learn: learn,learnt
learning: learning
leather: leather
leave: leave,leaves,leaving,left
leaven: leavening
lecture: lecture
leda: leda
lee: lee
left: left
leg: leg,legs
legal: legal
legally: legally
legend: legend,legends
legged: legged
leipzig: leipzig
leisure: leisure,leisured
leisured: leisured
lemon: lemon
leo: leo
leonine: leonine
les: les
lesson: lesson,lessons
lethal: lethal
letter: letter,letters
level: level
lever: levers
levity: levity
lewdness: lewdness
lexicographical: lexicographical
liability: liability
liable: liable
liberty: liberty
libidinousness: libidinousness
library: library
license: license
licensed: licensed
lichenous: lichenous
lid: lid,lids
lie: lie,lies,lying
lieu: lieu
life: life,lives
lifelong: lifelong
lift: lifted,lifting
light: light,lighted,lighter,lights,lit
lightly: lightly
lightning: lightning
likeness: likeness
limb: limbs
limit: limited,limits
limitation: limitation,limitations
limited: limited
limp: limp
limply: limply
lines: lines
linger: linger,lingered,lingering
link: linked,links
lion: lion
lip: lip,lips
liquid: liquid
liquor: liquor
lisette: lisette
lisp: lisp
list: list
listen: listen,listened,listening
listless: listless
listlessness: listlessness
literary: literary
literate: literate
literature: literature
litter: litter
live: live,lived,lives,living
lively: liveliest,lively
livery: liveries,livery
living: living
lizard: lizard,lizards
loathing: loathing
local: local
locate: located
location: locations
lock: locked
locomotive: locomotive
locution: locutions
lofty: lofty
log: logs
logic: logic
logical: logical
logically: logically
loin: loin
lombard: lombard
london: london
lonely: lonelier,lonely
loom: loomed
loose: loose,loosed
loosely: loosely
loosen: loosened
lor: lor
lord: lord
lose: lose,losing,lost
loss: loss,losses
lot: lot,lots
lotus: lotus
lotuses: lotuses
louche: louche
loud: loud,louder,loudest
loudly: loudly
louis: louis
lounge: lounging
loutish: loutish
love: love,loved
lovely: lovely
lover: lover,lovers
lovingly: lovingly
lubber: lubber
luce: luce
lucina: lucina
lucius: lucius
luck: luck
luckily: luckily
luggage: luggage
lugubrious: lugubrious
lui: lui
lull: lull
luminous: luminous
luminously: luminously
luna: luna
lunch: lunch
luncheon: luncheon
lure: lures,luring
lurid: lurid
lurk: lurked
luscious: luscious
lust: lust
lusus: lusus
lute: lute
luther: luther
luxuriant: luxuriant
lying: lying
lyre: lyre
lyrical: lyrical
machine: machine,machines
machinery: machinery
mackintosh: mackintosh
mad: mad
madly: madly
madman: madman,madmen
madmen: madmen
madness: madness
magdalen: magdalen
magic: magic
magical: magical
magically: magically
magician: magicians
magisterial: magisterial
magisterially: magisterially
magistrate: magistrates
magnificent: magnificent
magnificently: magnificently
magnify: magnify
magnifying: magnifying
magnum: magnum
mahogany: mahogany
maid: maid,maids
maidenhead: maidenhead
maidish: maidish
main: main
maintain: maintaining
majority: majority
malady: malady
male: male
malice: malice
malicious: malicious
maliciously: maliciously
malthusian: malthusian
maltreat: maltreat
mamma: mamma
manage: managed
mane: mane
manfully: manfully
mangled: mangled
mangold: mangold
mania: mania
maniac: maniacs
maniacal: maniacal
manifest: manifested
manifestation: manifestation
mankind: mankind
manly: manly
manner: manner
manners: manners
manoeuvre: manoeuvre
manor: manor
mansion: mansion,mansions
mantelpiece: mantelpiece
manual: manual
map: maps
marble: marble,marbles
march: march
marginal: marginal
margot: margot
mariner: mariner
mark: mark,marked,marks
marquee: marquees
marriage: marriage
marriageable: marriageable
married: married
marry: married,marry
marsala: marsala
marseilles: marseilles
martyr: martyr
marvellous: marvellous
marvellously: marvellously
mary: mary
masculine: masculine
mask: mask,masks
masked: masked
mason: mason
mass: mass,masses
massive: massive
masted: masted
master: master,mastered,masters
masterful: masterful
masterpiece: masterpiece,masterpieces
masters: masters
mastiff: mastiff,mastiffs
match: match
material: material,materials
maternal: maternal
mathematical: mathematical
mathematics: mathematics
matter: matter,matters
matthew: matthew
mattress: mattress,mattresses
maul: mauled
mauve: mauve
maximum: maximum
meal: meal
meaning: meaning
meaningless: meaningless
meat: meat
mechanical: mechanical
mechanically: mechanically
mecum: mecum
medici: medici
meditate: meditated
meditation: meditation
meditative: meditative
meditatively: meditatively
medium: medium
meekly: meekly
meet: meet,met
meeting: meeting
melancholy: melancholy
mellow: mellow
melodramatically: melodramatically
melody: melodies,melody
melt: melting
membrane: membrane
memorable: memorable
memorial: memorial
memories: memories
memory: memories,memory
menace: menace,menaced
menacing: menacing
mental: mental
mentality: mentality
mentally: mentally
mention: mentioned
merchant: merchant
merciful: merciful
merciless: merciless
mere: mere,merest
meridian: meridian
meridional: meridional
merino: merino
merit: merit,merits
merry: merry
mesopotamia: mesopotamia
message: messages
metal: metal
metallic: metallic
metaphorically: metaphorically
meteor: meteor
meteorite: meteorite,meteorites
meteorology: meteorology
method: method,methods
methodically: methodically
meticulous: meticulous
meticulously: meticulously
metrical: metrical
metropolis: metropolis
mi: mi
michael: michael
middle: middle
midnight: midnight
midst: midst
mighty: mighty
mildew: mildew
mildly: mildly
mile: miles
miles: miles
military: military
milk: milk
millionaire: millionaire
milord: milord,milords
mimic: mimicked
mind: mind,minded,minds
minded: minded
mingle: mingle,mingled
minority: minority
minute: minute,minutes
miracle: miracle,miracles
miraculous: miraculous
mire: mire
mirror: mirror,mirrored,mirrors
misalliance: misalliances
miscellaneous: miscellaneous
mischief: mischief
miserable: miserable
miserably: miserably
misery: miseries,misery
misfortune: misfortune
mission: mission
missionary: missionary
mississippi: mississippi
mist: mists
mistake: mistake,mistaken,mistakes
mistaken: mistaken
mistress: mistress
mixed: mixed
mixture: mixture
mock: mock
mocker: mockers
mockery: mockery
mockingly: mockingly
model: model,modelled
modern: modern,moderns
modernisation: modernisation
modest: modest
modestly: modestly
modification: modification
modify: modified
moment: moment,moments
momentary: momentary
monastery: monasteries
monastic: monastic
monday: monday
money: money
monk: monks
mono: mono
monograph: monographs
monophysite: monophysite
monotonous: monotonous
monster: monsters
monstrous: monstrous
month: month,months
monument: monument,monuments
monumental: monumental
mood: mood,moods
moon: moon
moonbeam: moonbeams
moonlight: moonlight
moonlike: moonlike
moonlit: moonlit
morality: morality
morning: morning
moroseness: moroseness
morris: morris
morrow: morrow
morsel: morsel
mortal: mortals
mortice: morticing
mortify: mortifying
moscow: moscow
moses: moses
mote: motes
mother: mother,mothers
motion: motion
motionless: motionless
motor: motor
mould: moulded,moulding
moulded: moulded
moulder: mouldered
moult: moulted
mound: mound,mounds
