abandon: abandon
dearth: dearth
death: death,deaths
deathbed: deathbed
debar: debar
debase: debase
debatable: debatable
debate: debate
debauch: debauch,debauches
debt: debt,debts
debug: debug
decay: decay
deceased: deceased
deceive: deceive,deceived
december: december
decency: decency
decent: decent
decently: decently
deception: deception
deceptive: deceptive
decide: decide,decided
decidedly: decidedly
decipher: decipher
decisive: decisive
deck: deck
declaration: declaration
declare: declare,declared,declares
decline: decline,declined,declines
decorate: decorate
decoration: decoration
decrepit: decrepit
dedicate: dedicate,dedicated
dedication: dedication
deductible: deductible
deep: deep,deeper,deepest
deeply: deeply
deer: deer
default: default
defeat: defeat
defect: defect,defects
defective: defective
defence: defence
defend: defend
defensive: defensive
defer: deferred
defiant: defiant
defile: defile
definite: definite
definition: definition
definitive: definitive
deflect: deflects
deft: deft
defunct: defunct
defy: defies,defy
degradation: degradation
degree: degree,degrees
deified: deified
deign: deigned
deil: deil
deity: deity
delaware: delaware
delay: delay,delayed,delaying
delectable: delectable
delete: delete,deleted
deletion: deletions
delhi: delhi
deliberate: deliberate
deliberation: deliberation
delicate: delicate
delicious: delicious
delight: delight,delighted,delighting,delights
delighted: delighted
delightful: delightful
delightfully: delightfully
delights: delights
delineation: delineation
delirious: delirious
deliver: delivered
delivery: delivery
demain: demain
demand: demand,demands
demi: demi
demoiselle: demoiselle
demoniac: demoniac
demonstrative: demonstrative
den: den
denouement: denouement
dentist: dentist
deny: deny,denying
depart: departed
department: department
departure: departure
depend: depend,depending,depends
dependence: dependence
deplore: deplored,deploring
deposit: deposit,deposited
depravity: depravity
depreciate: depreciated
depreciation: depreciation
depress: depresses
depressed: depressed
depressing: depressing
depression: depression
deprivation: deprivations
depth: depth
der: der
deracinate: deracinate
deray: deray
dere: dere
derelict: derelict
derivative: derivative
derive: derive,derived
des: des
descend: descending,descends
description: description,descriptions
descriptive: descriptive
desert: desert,deserted,deserts
deserted: deserted
desertion: desertion
deserve: deserve,deserved,deserves
deserved: deserved
desideratum: desideratum
design: design,designs
desirable: desirable
desire: desire,desired,desires,desiring
desk: desk
desolate: desolate
desolation: desolation
despair: despair
despairing: despairing
despatch: despatches
desperate: desperate
desperately: desperately
despise: despised
despondency: despondency
desponding: desponding
despotic: despotic
destination: destination
destine: destined
destiny: destiny
destroy: destroy,destroyed,destroying
detach: detach
detachment: detachment
detailed: detailed
detain: detained
detective: detective
detention: detention
determine: determine,determined
detestable: detestable
deuce: deuce
deux: deux
devastating: devastating
develop: developed,developing
development: development
device: device,devices
devil: devil,devils
devilish: devilish
devoid: devoid
devon: devon
devote: devote,devoted
devoted: devoted
devotee: devotees
devotion: devotion
devour: devour
devout: devout
devoutly: devoutly
dew: dew,dews
diagnostic: diagnostic
dial: dial,dials
dialect: dialect
dialogue: dialogue
diamond: diamond
diary: diary
diavolo: diavolo
dice: dice
dick: dick
dickens: dickens
dictate: dictated
dictionary: dictionaries,dictionary
didactic: didactic
die: die,died,dies,dying
difference: difference
differentiate: differentiate,differentiated
difficult: difficult
difficulty: difficulties,difficulty
diffuse: diffusing
diffused: diffused
dig: dig,dug
digest: digest
dignified: dignified
dignitary: dignitaries
dignity: dignity
digression: digression
dilemma: dilemmas
dilettante: dilettante,dilettanti
diligent: diligent
diligently: diligently
dilute: diluted
dim: dim
dimension: dimensions
dimly: dimly
dimple: dimples
dine: dine,dined,dining
dining: dining
dinner: dinner
dip: dip
dire: dire
direct: direct
direction: direction,directions
directness: directness
director: director
dirk: dirk
dirt: dirt
dirty: dirty
dis: dis
disability: disabilities
disadvantage: disadvantage
disagree: disagree
disappear: disappear,disappeared,disappears
disappointed: disappointed
disappointment: disappointment,disappointments
disarmament: disarmament
disbelieve: disbelieve,disbelieved
discard: discard,discarded
discharge: discharge
discipline: discipline
disclaim: disclaim
disclaimer: disclaimer,disclaimers
disclosure: disclosure
discolour: discoloured
discomfited: discomfited
discomfort: discomfort
discomfortable: discomfortable
discompose: discomposes
disconcert: disconcerts
discontented: discontented
discontinue: discontinue
discountenance: discountenancing
discountenanced: discountenanced
discourage: discourage
discourse: discourse,discoursed,discourses
discover: discover,discovered,discovering
discovery: discovery
discredit: discredit
discretion: discretion
discuss: discuss
discussion: discussions
disease: disease
diseased: diseased
disembowel: disembowelled
disenchantment: disenchantment
disengage: disengaged
disgrace: disgrace
disgracefully: disgracefully
disguise: disguise
disgust: disgust
disgusted: disgusted
disgusting: disgusting
dish: dish
dishearten: disheartened
dishonest: dishonest
dishonour: dishonour
dishonourably: dishonourably
disinherit: disinherited
disk: disk
dislike: dislike
dislimn: dislimn
dislodge: dislodge,dislodged
dismal: dismal
dismally: dismally
dismay: dismay
dismiss: dismissed
disorder: disorder
dispassionate: dispassionate
dispatch: dispatch
dispense: dispenses
dispirited: dispirited
displace: displaced
display: display,displayed,displaying,displays
disposable: disposable
disposal: disposal
dispose: dispose,disposed
disposed: disposed
dispraise: dispraise
disproportionate: disproportionate
disputatious: disputatious
disquiet: disquiet
disquieting: disquieting
disregard: disregard,disregarded
disruption: disruption
dissatisfaction: dissatisfaction
dissatisfied: dissatisfied
dissect: dissected
dissemble: dissembled
dissent: dissenting
dissipate: dissipated
distance: distance,distances
distant: distant
distinct: distinct
distinction: distinction
distinctly: distinctly
distinctness: distinctness
distinguish: distinguish,distinguished
distinguished: distinguished
distinguishing: distinguishing
distract: distract
distraction: distraction
distress: distress,distresses
distressed: distressed
distressing: distressing
distribute: distribute,distributed,distributing
distribution: distribution
distributor: distributor
disturb: disturbed
disturbance: disturbance
disused: disused
ditch: ditch
ditto: ditto
divan: divan
diver: divers
diverse: diverse
diversify: diversified
diversion: diversion
divert: divert,diverted
divest: divest,divested
divide: divide
divine: divine,divined,divines
divinity: divinity
division: division
divorce: divorce
dobson: dobson
doctor: doctor,doctors
doctrine: doctrine
document: document,documents
dod: dod
doeth: doeth
dog: dog,dogs
dogberry: dogberry
doggerel: doggerel
dogmatic: dogmatic
dogmatical: dogmatical
dogs: dogs
doings: doings
doll: doll
dollar: dollars
dolly: dolly
dolorous: dolorous
domain: domain
domed: domed
domestic: domestic
dominant: dominant
dominate: dominate
dominion: dominion
domino: dominoes
donate: donate
donation: donation,donations
donkey: donkey
donor: donors
donovan: donovan
dook: dook
doom: doom,doomed
doomed: doomed
door: door,doors
dora: dora
dorado: dorado
dos: dos
dose: doses
dot: dotted,dotting
dote: dotes
doth: doth
double: double,doubled,doubles
doubly: doubly
doubt: doubt,doubts
doubtfully: doubtfully
doubtless: doubtless
doughty: doughty
douglas: douglas
douse: douse
dove: dove,doves
dover: dover
dowie: dowie
download: downloading
downstairs: downstairs
dozen: dozen
draft: draft,drafted,drafting
drag: drag,dragged
dragoon: dragoons
drake: drake
dram: dram
drama: drama
dramatic: dramatic
dramatis: dramatis
dramatise: dramatise
drape: draped
draught: draught
draughtsman: draughtsman
draw: draw,drawing,drawn,draws,drew
drawerful: drawerful
drawing: drawing,drawings
dread: dread,dreaded
dreadful: dreadful
dreadfully: dreadfully
dream: dream,dreamed,dreaming,dreams
dreary: dreary
drench: drenched
dress: dress,dressed
dressed: dressed
dressing: dressing
dressy: dressy
drift: drift
drill: drill
drink: drank,drink,drinking,drinks
drip: dripping,drips
dripping: dripping
drive: drive,driven,drives,driving,drove
driving: driving
drollery: drollery
drop: drop,dropped,dropping,drops
dropping: droppings
drown: drown,drowned
drug: drugs
drum: drum,drums
drumming: drumming
drunk: drunk
drunken: drunken
dry: dried,dry
du: du
dubious: dubious
duchess: duchess
duck: ducking
ductile: ductile
duffer: duffer
duke: duke
dull: dull
dullard: dullard
dulness: dulness
duly: duly
dumas: dumas
dumb: dumb
dump: dumps
duncan: duncan
dung: dung,dunged
duns: duns
dupe: duped
duplicate: duplicate
durable: durable
durably: durably
duration: duration
dust: dust,dusting
dutch: dutch
dutchman: dutchman
dutra: dutra
duty: duties,duty
dwarf: dwarfs
dwell: dwell,dwells
dweller: dweller,dwellers
dwindle: dwindle,dwindled,dwindles
dying: dying
dynamiter: dynamiter
eager: eager
eagerly: eagerly
eagerness: eagerness
eagle: eagle
ear: ear,ears
earn: earned,earning
earnest: earnest
earnestly: earnestly
earnings: earnings
earth: earth
earthly: earthly
earthy: earthiest
ease: ease
easily: easily
easiness: easiness
east: east
easter: easter
easterly: easterly
eastward: eastward
easy: easier,easiest,easy
eat: ate,eat,eaten,eating
eating: eating
eaves: eaves
eavesdropping: eavesdropping
ebenezer: ebenezer
ebullient: ebullient
eccentric: eccentric
eccentricity: eccentricities
echo: echo,echoes,echoing
eclipse: eclipse
eclogue: eclogues
economical: economical
economics: economics
economy: economy
ecstasy: ecstasy
ecstatic: ecstatic
eddy: eddies
eden: eden
edgar: edgar
edge: edge
edifice: edifice,edifices
edility: edility
edinburgh: edinburgh
edit: edited
edition: edition,editions
editor: editor,editors
editorial: editorial
edmund: edmund
educate: educates
education: education
educational: educational
edward: edward
efface: efface
effective: effective
effectual: effectual
effeminacy: effeminacy
effeminate: effeminate
efficaciously: efficaciously
efficient: efficient
effort: effort,efforts
egg: egg,eggs
egoism: egoism
egoist: egoist
egoistic: egoistic
egotism: egotism
eheu: eheu
eighteen: eighteen
eighteenth: eighteenth
eighth: eighth
ejaculate: ejaculated
el: el
elastic: elastic
elate: elate
elbow: elbow
eld: eldest
elder: elder
eldorado: eldorado
elect: elect,elected,electing
election: election
elector: elector,electors
electronic: electronic
electronically: electronically
elegance: elegance
elegant: elegant
elegiac: elegiacs
elegy: elegy
element: elements
elephant: elephant
elephantine: elephantine
elevation: elevation
eliot: eliot
elizabethan: elizabethan
elliot: elliot
eloquence: eloquence
eloquent: eloquent
elucidate: elucidate
email: email
emanate: emanating
embark: embarking
embarkation: embarkation
ember: embers
emblem: emblem
emblematic: emblematic
emblems: emblems
embody: embody
embowered: embowered
embrace: embrace,embraced,embraces,embracing
embroidery: embroidery
emigrant: emigrant,emigrants
emigration: emigration
eminently: eminently
emit: emit
emotion: emotion
emotional: emotional
emphasis: emphasis
emphasise: emphasise
emphatic: emphatic
emphatically: emphatically
employ: employed
employee: employee,employees
employment: employment
empyrean: empyrean
en: en
enable: enable,enables
enchanted: enchanted
enchanting: enchanting
enchantment: enchantment
enclose: enclose,enclosed
enclosure: enclosures
encode: encoding
encore: encore
encourage: encourages,encouraging
encouragement: encouragement
encouraging: encouraging
endear: endear
endeavour: endeavouring
endless: endless
endow: endowed
endurance: endurance
endure: endure
enemy: enemies,enemy
energetic: energetic
energy: energies,energy
enfin: enfin
enfranchise: enfranchised
engage: engaged
engaged: engaged
engagement: engagements
engaging: engaging
engine: engine,engines
engineer: engineer,engineers
engineering: engineering
england: england
englander: englander
english: english
englishman: englishman,englishmen
engrain: engrained
engraving: engraving
enjoy: enjoy,enjoyed,enjoying
enjoyment: enjoyment
enmity: enmity
ennui: ennui
enormous: enormous
enrich: enrich
ensconce: ensconce
enscroll: enscrolled
enshrine: enshrined
ensure: ensuring
enter: enter,entered,enters
enterprise: enterprise,enterprises
entertain: entertain,entertained
entertainer: entertainers
entertaining: entertaining
entertainment: entertainment
enthusiasm: enthusiasm
entire: entire
entitle: entitle
entity: entity
entomologist: entomologists
entrance: entrance
entry: entry
enunciate: enunciate
envelope: envelope
enviable: enviable
environ: environed
envy: envied,envy
ephemerally: ephemerally
epic: epic
epiphany: epiphany
episode: episode
epistolary: epistolary
epitaph: epitaph
epithet: epithet,epithets
epitome: epitome
epoch: epoch
equably: equably
equal: equal,equals
equalitarian: equalitarian
equality: equality
equally: equally
equanimity: equanimity
equinoctial: equinoctial
equip: equipped
equipment: equipment
ere: ere
erect: erected
ernest: ernest
error: error,errors
erudite: erudite
eruption: eruption
escape: escape,escaped
eschew: eschews
especial: especial
essay: essay,essays
essayism: essayism
essayist: essayist
essays: essays
essence: essence
essential: essential,essentials
essentially: essentially
essex: essex
est: est
establish: established
estate: estate,estates
esteem: esteem
esther: esther
etcher: etcher
etching: etching,etchings
eternal: eternal
eternally: eternally
eternity: eternity
ethereal: ethereal
ethereally: ethereally
ethical: ethical
etiquette: etiquette
eton: eton
euchre: euchre
euclid: euclid
europe: europe
evan: evan
evanish: evanishes
evasion: evasion
eve: eve
evening: evening,evenings
event: events
eventful: eventful
evergreen: evergreen
eviction: evictions
evictions: evictions
evidence: evidence
evident: evident
evidently: evidently
evil: evil
evildoer: evildoer
evolution: evolution
exact: exact
exactitude: exactitude
exaggerate: exaggerate,exaggerated
exaltation: exaltation
examination: examination
examine: examined
exanimation: exanimation
exceed: exceed,exceeding
exceedingly: exceedingly
excel: excel,excelled
excellence: excellence,excellences
excellent: excellent
excellently: excellently
exception: exceptions
exceptionally: exceptionally
excess: excess
excessive: excessive
excise: excise,excised
excitability: excitability
excitant: excitant
excited: excited
excitement: excitement
exclamatory: exclamatory
exclude: excluding
exclusion: exclusion
excruciating: excruciating
excursion: excursion,excursions
excusable: excusable
excuse: excuse,excuses
execute: execute,executed
execution: execution
executioner: executioners
executive: executive
exempt: exempt
exercise: exercise,exercised,exercises
exhaust: exhausted,exhausts
exhausted: exhausted
exhausting: exhausting
exhibit: exhibit,exhibited,exhibits
exhibition: exhibition
exhilaration: exhilaration
exile: exile
exist: exist,existed,exists
existence: existence
expand: expand
expansive: expansive
expect: expect,expected,expects
expectation: expectations
expedient: expedient
expedite: expedite
expedition: expedition
expend: expend
expense: expense,expenses
expensive: expensive
experience: experience,experiences
experiment: experiment,experiments
experimentalist: experimentalist
expire: expire,expired,expires,expiring
explain: explain,explained,explaining
explanation: explanation
explicit: explicit
explode: explode
exploit: exploits
exploration: exploration
explosion: explosions
explosive: explosives
export: exporting
expose: exposed
exposition: exposition
express: express,expressed,expresses
expression: expression
expressive: expressive
expressiveness: expressiveness
expurgated: expurgated
exquisite: exquisite
extant: extant
extend: extend,extended,extending,extends
extension: extension
extent: extent
external: external
externality: externality
extinct: extinct
extinguish: extinguished
extra: extra
extract: extracted,extracts
extraction: extraction
extraordinary: extraordinary
extravagant: extravagant
extreme: extreme,extremes
extremely: extremely
extremis: extremis
extremity: extremity
exuberantly: exuberantly
exude: exuded
eye: eye,eyes
eyed: eyed
fable: fable,fables
fables: fables
fac: fac
faced: faced
facile: facile
facility: facilities,facility
facto: facto
factory: factory
faculty: faculties,faculty
fad: fad
fade: fades
fage: fage
fagged: fagged
fail: fail,failed,fails
failing: failings
failure: failure,failures
fain: fain
faint: faint
faintly: faintly
fair: fair
fairbanks: fairbanks
fairy: fairy
fairyland: fairyland
faith: faith
faithful: faithful
faithfully: faithfully
fall: fall,fallen,falling,falls,fell
fallible: fallible
false: false
falsehood: falsehood,falsehoods
falsify: falsifies
fame: fame
familiar: familiar,familiars
familiarity: familiarity
family: family
famine: famine
famous: famous
famously: famously
fan: fan
fanatical: fanatical
fancifully: fancifully
fancy: fancies,fancy
fang: fangs
fangled: fangled
fanny: fanny
fantastic: fantastic
fantastically: fantastically
fantasy: fantasy
farceur: farceur
fardel: fardel
fare: fare,faring
farm: farm
farmer: farmers
farrant: farrant
fash: fashed
fashion: fashion,fashions
fashionably: fashionably
fast: fast,fastest
fastidious: fastidious
fat: fat
fatal: fatal
fatally: fatally
fate: fate
father: father,fathers
fatherly: fatherly
fathom: fathoms
fatigue: fatigue
fatness: fatness
fault: fault,faults
faust: faust
faut: faut
faux: faux
favour: favour
favourable: favourable
favourite: favourite
fear: fear,feared,fearing,fears
fearful: fearful
feast: feast,feasted
feather: feather,feathers
feature: feature,features
february: february
feck: feck
fed: fed
federal: federal
fee: fee,fees
feeble: feeble
feebleness: feebleness
feed: fed
feel: feel,feeling,feels
feeling: feeling,feelings
felicity: felicity
fellow: fellow,fellows
fellowship: fellowship
female: female
ferocity: ferocity
ferrier: ferrier
ferry: ferry
fervent: fervent
fervour: fervour
fetch: fetch,fetched
fetish: fetish
fetter: fetter
feudal: feudal
fever: fever
fevered: fevered
feverish: feverish
fiasco: fiascos
fiat: fiat
fibre: fibres
fiction: fiction
fictitious: fictitious
fiddle: fiddle,fiddles
fie: fie
field: field,fields
fielding: fielding
fiend: fiend
fife: fife,fifes
fifteenth: fifteenth
fig: fig
fight: fight,fighting,fought
fighting: fighting
figurative: figurative
figure: figure,figures
fil: fils
filament: filaments
file: file,files
filet: filet
filibuster: filibuster
filings: filings
fille: fille
filthy: filthy
final: final
finally: finally
finances: finances
financial: financial
finding: finding
fine: fine,finest
finely: finely
fineness: fineness
finger: finger,fingers
finish: finish,finished
finished: finished
finn: finn
fir: fir,firs
fireside: fireside
firework: firework
firing: firing
firm: firm
firth: firth
fish: fish,fishes,fishing
fisher: fishers
fisherman: fisherman
fishery: fishery
fishing: fishing
fishy: fishy
fist: fist
fit: fit,fits,fitted,fitter
fitful: fitful
fitfully: fitfully
fitness: fitness
fitting: fitting
fivepence: fivepence
fiver: fiver
fixture: fixture
flag: flag
flagrant: flagrant
flair: flair
flame: flame,flames,flaming
flanders: flanders
flap: flapping
flare: flared,flaring
flash: flash,flashes
flat: flat,flats,flatter
flatter: flatters
flattered: flattered
flattering: flattering
flattery: flattery
flaubert: flaubert
flavour: flavour
flaw: flaw,flaws
flea: fleas
fledged: fledged
flee: fled,flee
fleering: fleering
fleet: fleets
flesh: flesh
fleshly: fleshly
fleury: fleury
fliest: fliest
flight: flight,flights
flighty: flighty
flint: flint
float: float,floats
flood: flood,flooded
floodgate: floodgates
floor: floor,floored
flora: flora
flounder: floundering
flourish: flourish,flourishes,flourishing
flout: flouting
flow: flow,flows
flower: flower,flowering,flowers
flowering: flowering
fluid: fluid
flurried: flurried
flurry: flurries
flush: flush,flushed
flute: flute,flutes
flutter: flutter,fluttered
fly: flew,fly,flying
foam: foam
fodder: fodder
fog: fog,fogs
fogs: fogs
foist: foisted
foliage: foliage
folk: folk,folks
follow: follow
folly: folly
fond: fond
fondness: fondness
food: food,foods
fool: fool,fooling
foolery: foolery
fooling: fooling
foolish: foolish
foolishly: foolishly
foolscap: foolscap
foot: feet,foot,footing,foots
football: football
footfall: footfalls
footnote: footnote,footnotes
footnotes: footnotes
footpath: footpath
forbid: forbids
forbye: forbye
force: force,forced,forces,forcing
forcible: forcible
fore: fore
forefather: forefathers
forego: foregoing
foreground: foreground
forehead: foreheads
foreign: foreign
foreigner: foreigner
foremost: foremost
forenoon: forenoon,forenoons
foresee: foresee,foreseen
foresight: foresight
forest: forest,forests
forfeit: forfeited
forge: forge
forget: forget,forgot,forgotten
forgetful: forgetful
forgive: forgive,forgiven,forgiving
forgiveness: forgiveness
form: form,formed,forms
formally: formally
format: format,formats
forme: formes
formidable: formidable
forpet: forpet
forrit: forrit
forswear: forswear
fort: fort
forte: forte
fortescue: fortescue
forthcoming: forthcoming
forthright: forthright
forthwith: forthwith
fortnight: fortnight
fortunate: fortunate
fortunately: fortunately
fortune: fortune,fortunes
foster: foster
foul: foul
foundation: foundation,foundations
fountain: fountain
fourteen: fourteen
fourth: fourth
fox: fox
fra: fra
frae: frae
fragment: fragment
frail: frail
frailty: frailties,frailty
frame: frame,framed
framework: framework
franc: franc,francs
france: france
franchise: franchise
francis: francis
francisco: francisco
frank: frank
frankfurt: frankfurt
franklin: franklin
frankly: frankly
frantic: frantic
freak: freak,freaks
freakish: freakish
frederick: frederick
freedom: freedom
freely: freely
freeman: freeman
freen: freen
freend: freend
freeze: freeze
freight: freight
french: french
frenchman: frenchman
frenzy: frenzy
frequent: frequent
fresh: fresh
freshen: freshen
freshly: freshly
freshness: freshness
fret: fret,fretting
fretful: fretful
friday: friday
friend: friend,friends
friendly: friendly
friendship: friendship,friendships
fright: fright
frighten: frightened,frightens
frightened: frightened
frightfully: frightfully
fringe: fringes
frivolity: frivolity
fro: fro
frock: frock
frog: frog,frogs
frolic: frolic
frond: frond
frontier: frontier,frontiers
frontiersman: frontiersmen
frontispiece: frontispiece
frost: frost,frosts
frosty: frosty
froth: froth
frozen: frozen
frugal: frugal
fruit: fruit,fruits
fruiterer: fruiterer
fruitful: fruitful
fruitlessly: fruitlessly
fruity: fruitier
fry: fry
fulfil: fulfilling
fulness: fulness
fulsomely: fulsomely
fumble: fumbling
fume: fume
fun: fun
fund: funds
fundamental: fundamental
fundamentally: fundamentally
funnily: funnily
funny: funny
fur: fur
furious: furious
furiously: furiously
furlough: furlough
furnace: furnace
furnish: furnished
furnished: furnished
furniture: furniture
furtherance: furtherance
furtive: furtive
fury: fury
furze: furze
fusion: fusion
fussy: fussy
future: future
fy: fy
gadarene: gadarene
gaelic: gaelic
gaiety: gaiety
gaily: gaily
gain: gain,gained,gaining,gains
gale: gale
gallant: gallant
gallantly: gallantly
gallery: gallery
gallic: gallic
galling: galling
gallop: gallop,galloping
galloway: galloway
gallows: gallows
galvanise: galvanised
gambling: gambling
game: game,games
gang: gang
gap: gap,gaps
gape: gaping
garcons: garcons
gard: gard
garden: garden,gardens
gardener: gardener,gardeners
gardens: gardens
gargantua: gargantua
gargantuan: gargantuan
garibaldian: garibaldian
garment: garment,garments
garnish: garnishes
garrison: garrisons
garter: garter
gas: gas
gaslight: gaslight
gasp: gasps
gastric: gastric
gate: gate,gates
gather: gather,gathered
gauge: gauge
gaunt: gaunt
gay: gay,gayest
gazette: gazette
geld: geld
gem: gem
generation: generation,generations
generosity: generosity
generous: generous
genial: genial
genius: genius
gent: gent
gentle: gentle
gentleman: gentleman,gentlemen
gentlemanly: gentlemanly
gently: gently
genuine: genuine
geordie: geordie
george: george
georgia: georgia
germain: germain
german: german
germany: germany
gestate: gestated
gesture: gesture,gestures
ghaist: ghaist
ghastly: ghastly
ghost: ghost
ghostly: ghostly
giant: giant
gibbet: gibbet
gie: gie,gied
gien: gien
gift: gift,gifted,gifts
gifted: gifted
gigantic: gigantic
gilder: gilder
gilled: gilled
gilt: gilt
gin: gin
gingerbread: gingerbread
gingerly: gingerly
gipsy: gipsies,gipsy
gird: gird
girl: girl,girls
girn: girn
gist: gist
giveth: giveth
glad: glad
glade: glade
gladly: gladly
gladness: gladness
gladstone: gladstone
glance: glance,glancing
glare: glare
glaring: glaring
glasgow: glasgow
glass: glass,glasses
gleam: gleam,gleaming
glee: glee
glen: glen
glibness: glibness
glimmer: glimmer,glimmering
glimpse: glimpse,glimpses
globe: globe
gloom: gloom
gloomy: gloomier,gloomy
glorification: glorification
glorify: glorified
glorious: glorious
glory: glory
gloucester: gloucester
glove: glove,gloves
glow: glow,glowing
gnash: gnash
gnawn: gnawn
goad: goad
goal: goals
goat: goat
god: god,gods
goddess: goddesses
godly: godly
godsend: godsend
goethe: goethe
gold: gold
golden: golden
golly: golly
golosh: golosh
gong: gong
goodly: goodly
goodness: goodness
goodwill: goodwill
goon: goon
goose: goose
gordon: gordon
gorge: gorge
gorgeous: gorgeous
gosh: gosh
gospel: gospel,gospels
gossamer: gossamer
gossip: gossip,gossiping
gout: gout
govern: govern
governess: governesses
government: government
gown: gown
grace: grace,graces
graceful: graceful
gradual: gradual
gradually: gradually
graduate: graduated
graham: graham
grain: grain
grammar: grammar
grand: grand,grander
grande: grande
grandeur: grandeur
grandfather: grandfather
grandson: grandson,grandsons
grange: grange
granite: granite
grant: grant,granted
grape: grape
grasp: grasping
grass: grass
grateful: grateful
gratefully: gratefully
gratify: gratifying
gratifying: gratifying
gratitude: gratitude
grave: grave,graves
gravely: gravely
gravestone: gravestone
graveyard: graveyards
gravity: gravity
gray: gray
greatcoat: greatcoat
greatly: greatly
greatness: greatness
greece: greece
greed: greed
greedy: greedy
greek: greek
green: green,greens
greenhouse: greenhouses
greenness: greenness
greet: greet,greeting
greeting: greeting
gregory: gregory
grenade: grenades
grey: grey
grief: grief
grim: grim
grimace: grimace
grime: grime
grimly: grimly
grind: grind,grinding
grip: gripped
grocer: grocer
groceress: groceress
grog: grog
grope: grope
gros: gros
gross: gross
grossly: grossly
grotesque: grotesque
ground: ground
grounds: grounds
groundy: groundy
grouse: grouse
grove: grove,groves
grovel: grovelling
grow: grew,grow,growing,grown,grows
grown: grown
growth: growth,growths
grudge: grudge
grumble: grumble
grundyism: grundyism
guard: guard
guardian: guardian
gudgeon: gudgeons
guerre: guerre
guess: guess
guest: guest,guests
guid: guid
guide: guide,guides,guiding
guilt: guilt
guilty: guilty
guinea: guinea,guineas
guitar: guitar
gule: gules
gulf: gulf
gull: gulls
gullet: gullet
gully: gullies
gulp: gulping
gum: gum
gummy: gummy
gun: gun,guns
gush: gush,gushes
gust: gust,gusts
gusto: gusto
gusty: gusty
gut: guts
gutter: gutter
guttle: guttle
guttler: guttler
guy: guy,guys
gymnasium: gymnasium
gymnastic: gymnastic
ha: ha,hae
habakkuk: habakkuk
habit: habit,habits
habitable: habitable
habitation: habitation
habitual: habitual
habitually: habitually
hack: hacks
hackneyed: hackneyed
hades: hades
hae: hae
hag: hag
hail: hail,hailed,hailing
hair: hair,hairs
haired: haired
hairy: hairy
halbert: halberts
hale: hale,hales
halfpenny: halfpenny
halfway: halfway
hall: hall,halls
hallelujah: hallelujah
hallowed: hallowed
halt: halt,halting,halts
halting: halting
ham: ham,hams
hamlet: hamlet
hammer: hammering
hand: hand,handed,handing,hands
handbook: handbook
handed: handed
handful: handful,handfuls
handicapped: handicapped
handicapper: handicapper
handicraft: handicraft
handiwork: handiwork
handkerchief: handkerchief,handkerchiefs
handle: handle,handled,handles,handling
handling: handling
handmaid: handmaid
handsome: handsome
handsomely: handsomely
handwriting: handwriting
handy: handy
hang: hang,hanging,hangs,hung
hanger: hanger
hankering: hankering
hants: hants
happen: happen,happened
happily: happily
happiness: happiness
happy: happier,happiest,happy
harbour: harbour
hard: hard,harder,hardest
harden: hardened
hardy: hardier,hardy
hare: hare
hark: hark
harl: harled
harm: harm
harmful: harmful
harmless: harmless
harmony: harmony
harp: harp
harriers: harriers
harrison: harrison
harry: harried,harry
harsh: harsh
hart: hart
harvest: harvest
hash: hash
hast: hast
haste: haste
hasten: hasten
hastily: hastily
hasty: hasty
hat: hat,hats
hatchet: hatchet
hate: hate,hated,hates
hateful: hateful
hater: hater
haul: haul,hauling
haunt: haunt,haunted,haunting
haunting: haunting
havoc: havoc
haw: haw
hawk: hawk
hawser: hawser
hawthorn: hawthorn
hawthorne: hawthorne
head: head,headed,heads
headachy: headachy
heading: heading
headless: headless
headlong: headlong
headquarters: headquarters
heal: heal
health: health
healthfully: healthfully
healthy: healthy
heap: heap,heaped,heaps
hear: hear,heard,hearing,hears
hearer: hearer
hearing: hearing
hearken: hearkened
heart: heart,hearts
heartbreaking: heartbreaking
hearted: hearted
heartfelt: heartfelt
heartily: heartily
heartsome: heartsome
hearty: hearty
heat: heat
heath: heath
heathen: heathen
heather: heather
heave: heave
heaven: heaven,heavens
heavenly: heavenly
heavily: heavily
heavy: heavier,heavy
hebetude: hebetude
hebrew: hebrew
hedgerow: hedgerows
heel: heel,heels
height: height,heights
heighten: heightened
helena: helena
hellish: hellish
hellishly: hellishly
helpless: helpless
helplessly: helplessly
hem: hemmed
hemisphere: hemispheres
henrietta: henrietta
henry: henry
herb: herb
herbert: herbert
hercules: hercules
herd: herd
hereabouts: hereabouts
hereaway: hereaway
hereditary: hereditary
heresiarch: heresiarch
heretofore: heretofore
herewith: herewith
heriot: heriot
hermit: hermit
hero: hero,heroes
heroic: heroic
heroine: heroine,heroines
herr: herr
herring: herring
hesitate: hesitate
hesitation: hesitation
hester: hester
hexameter: hexameters
hey: hey
hic: hic
hidden: hidden
hide: hide
hideous: hideous
hiding: hiding
highland: highland,highlands
highlander: highlander
highlanders: highlanders
highlands: highlands
highly: highly
highway: highway,highways
highwayman: highwayman,highwaymen
hill: hill,hills
hillo: hillo
hillock: hillock
hills: hills
hillside: hillside
hilltop: hilltop,hilltops
hinder: hinder
hindmost: hindmost
hinge: hinge
hint: hint
hip: hips
hire: hire
hispaniola: hispaniola
hiss: hiss
hist: hist
historic: historic
historical: historical
history: history
hit: hit
hitch: hitch
