abandon: abandon,abandoned
music: music
muster: muster,mustered
musty: musty
mutilation: mutilation
mutual: mutual
muzzle: muzzled
mysterious: mysterious
mysteriously: mysteriously
mystery: mysteries,mystery
naked: naked
nameless: nameless
naples: naples
napoleon: napoleon
narrow: narrow,narrower,narrows
nastiness: nastiness
national: national
nationality: nationalities,nationality
native: native,natives
natural: natural
naturally: naturally
nature: nature,natures
nausea: nausea
nearness: nearness
neat: neat,neater
neatness: neatness
necessaries: necessaries
necessity: necessities,necessity
neck: neck
necktie: neckties
needle: needle
needless: needless
neglect: neglect,neglected
negro: negro,negroes
neighbor: neighbor,neighbors
neighborhood: neighborhood,neighborhoods
neighboring: neighboring
nemesis: nemesis
nerve: nerve
nest: nest,nests
nether: nether
news: news
newsboy: newsboys
newsboys: newsboys
newspaper: newspaper,newspapers
nice: nice
nickle: nickles
nickname: nicknamed
niggardly: niggardly
nigger: nigger
nigh: nigh
night: night,nights
nightfall: nightfall
nightly: nightly
nimble: nimble
nineteen: nineteen
nineteenth: nineteenth
ninth: ninth
noble: noble
nod: nod,nods
nohow: nohow
noise: noise,noises
noisy: noisy
nominal: nominal
nook: nook
noon: noon
noose: noose
normal: normal
north: north
northward: northward
nose: nose,noses,nosing
notable: notable
note: note,notes
notice: notice,notices
noticeable: noticeable
noticeably: noticeably
notion: notion,notions
notoriety: notoriety
notorious: notorious
notoriously: notoriously
nourish: nourish,nourished
nourishment: nourishment
november: november
nowadays: nowadays
nuisance: nuisance,nuisances
numberless: numberless
numerous: numerous
nurse: nurse,nursed,nurses,nursing
nurseries: nurseries
nursery: nurseries,nursery
nursing: nursing
nurture: nurtured
nutritive: nutritive
oak: oak
oath: oaths
obey: obeyed
object: object,objected,objects
objectionable: objectionable
obligation: obligation
oblige: obliged
obscure: obscure,obscures
observation: observation,observations
observe: observe,observed,observes
observer: observer
obstacle: obstacle,obstacles
obstinately: obstinately
obstruct: obstruct
obstruction: obstructions
obvious: obvious
occasion: occasion,occasions
occasional: occasional
occasionally: occasionally
occupancy: occupancy
occupant: occupants
occupation: occupation,occupations
occupied: occupied
occupy: occupied,occupy,occupying
occur: occur,occurred,occurring
occurrence: occurrence,occurrences
ocean: ocean
october: october
odd: odd,oddest
odds: odds
odious: odious
odor: odor
offal: offal
offence: offence,offences
offend: offended
offended: offended
offender: offender,offenders
offensive: offensive
offer: offer,offered,offering,offers
office: office,offices
officer: officer,officers
official: official,officials
officially: officially
offset: offset
offspring: offspring
oftener: oftener
oftenest: oftenest
omen: omen
ominous: ominous
omnipresent: omnipresent
onion: onions
onset: onset
onward: onward
openly: openly
operate: operate,operates
operation: operation,operations
operator: operator
opinion: opinion,opinions
opium: opium
opponent: opponents
opportunity: opportunities,opportunity
oppose: oppose,opposed,opposing
opposition: opposition
oppressed: oppressed
oppression: oppression
oppressive: oppressive
oppressor: oppressors
optician: optician
optimist: optimist,optimists
optimistic: optimistic
orange: orange,oranges
orator: orators
orchard: orchard
orderly: orderly
ordinance: ordinance,ordinances
ordinarily: ordinarily
ordinary: ordinary
organ: organ
organization: organization,organizations
organize: organized
organizer: organizers
origin: origin
original: original
originally: originally
originate: originated
orphan: orphaned,orphans
orthodox: orthodox
ostrich: ostriches
ousting: ousting
outbid: outbid
outburst: outburst
outcast: outcast,outcasts
outcry: outcry
outdo: outdo,outdoing
outdoor: outdoor
outer: outer
outfit: outfit
outgrow: outgrow
outgrowth: outgrowth
outhouse: outhouses
outlandish: outlandish
outlay: outlay
outlet: outlets
outlook: outlook
outpost: outposts
outrage: outrage,outrages
outraged: outraged
outrageous: outrageous
outset: outset
outsider: outsider,outsiders
outwardly: outwardly
outweigh: outweigh
oven: oven
overalls: overalls
overawe: overawed
overbalance: overbalance
overcoat: overcoats
overcome: overcame,overcome
overcrowded: overcrowded
overcrowding: overcrowding
overdrawn: overdrawn
overflow: overflow
overhang: overhanging
overhead: overhead
overhear: overheard
overlook: overlooked
overpowering: overpowering
overrun: overran,overrun,overrunning
overseer: overseer,overseers
overshadow: overshadowing
overstate: overstates
overtake: overtaken
overtime: overtime
owe: owe,owed,owes
owner: owner,owners
ox: ox
pace: pace,paces
pack: pack,packed,packing
packed: packed
packing: packing
pad: pad
paddle: paddling
padlock: padlocked
padlocked: padlocked
padrone: padrone
pagan: pagan
pagination: pagination
pail: pail
pain: pain,pains
painful: painful
paint: paint,painted
pair: pair,pairs
pal: pals
palace: palace
pale: pale
palestine: palestine
palm: palm
palsied: palsied
pan: pan
pandemonium: pandemonium
panic: panic
panorama: panorama
pant: pant
pantaloons: pantaloons
panther: panther
panting: panting
pants: pants
papa: papas
paper: paper,papers
parade: parade,paraded,parading
paradise: paradise
paragraph: paragraph
parallel: parallel,parallels
paralysis: paralysis
paralyze: paralyzed
pare: paring
paregoric: paregoric
parent: parent,parents
paris: paris
park: park,parks
parlance: parlance
parlor: parlor
partial: partial
participation: participation
partition: partition,partitioned,partitions
partly: partly
partner: partner
partnership: partnership
party: parties,party
pass: pass,passed,passes,passing
passage: passage,passages
passing: passing
passion: passion,passions
paste: paste
pastime: pastime
pastor: pastor
pasture: pasture
pat: patted
patch: patched
patched: patched
patent: patent
path: path,paths
pathos: pathos
patience: patience
patient: patient,patients
patiently: patiently
patrol: patrol,patrols
patrolman: patrolman
patron: patron,patrons
patronage: patronage
patronize: patronized
paul: paul
pauper: pauper,paupers
pauperdom: pauperdom
pauperism: pauperism
pauperize: pauperizes,pauperizing
pave: paved,paving
pavement: pavement
pawn: pawn
pawnbroker: pawnbroker
pawnshop: pawnshops
pay: paid,pay,paying,pays
payer: payer
paymaster: paymaster
payment: payment
peace: peace
peaceably: peaceably
peaceful: peaceful
peacefully: peacefully
peach: peaches
peal: peals
pearl: pearl
pebble: pebble
peculiar: peculiar
peculiarity: peculiarity
peculiarly: peculiarly
peddle: peddles,peddling
pedigree: pedigree
pedlar: pedlar,pedlars
peg: peg
pell: pell
pen: pen,penned,pent
penal: penal
penalty: penalty
penance: penance
pencil: pencil,pencils
pend: pending
pendulum: pendulum
penetrate: penetrates
penitentiary: penitentiary
penniless: penniless
penny: pennies,penny
penury: penury
people: peopled
peopled: peopled
perambulate: perambulate,perambulating
perceive: perceived
percentage: percentage,percentages
perch: perch
perennial: perennial
perfect: perfect
perfectly: perfectly
perform: performing,performs
performance: performance,performances
peril: peril
period: period
periodical: periodical
periodically: periodically
perish: perishing
peritonitis: peritonitis
permanent: permanent
permission: permission
permit: permit,permits,permitted
pernicious: pernicious
perpetrate: perpetrated
perpetual: perpetual
perpetuate: perpetuate,perpetuated,perpetuating
perplex: perplexed
perplexing: perplexing
perplexity: perplexity
persecution: persecution,persecutions
persecutor: persecutors
persia: persia
persist: persist
persistent: persistent
persistently: persistently
person: people,person,persons
personal: personal
personality: personality
persuade: persuade,persuaded,persuading
pertain: pertaining
pervade: pervade,pervading
perversity: perversity
pervert: perverted
perverted: perverted
pessimist: pessimist
pest: pest
pestilence: pestilence
petty: petty
phalanx: phalanx
phase: phase
philadelphia: philadelphia
philanthropic: philanthropic
philanthropist: philanthropist
philanthropy: philanthropy
philosophic: philosophic
philosophically: philosophically
philosophy: philosophy
phlegmatic: phlegmatic
photograph: photograph,photographed,photographs
photographer: photographer
physical: physical
physically: physically
physician: physician
physiognomy: physiognomy
piano: pianos
pick: pick,picked,picking
pickaxe: pickaxe
picker: picker,pickers
picket: picketed
picking: picking
pickle: pickles
picnic: picnic,picnics
picnicker: picnickers
picture: picture,pictures
picturesque: picturesque
picturesquely: picturesquely
picturesqueness: picturesqueness
pie: pie
piece: piece,pieces
pier: pier
pig: pig,pigs
pigeon: pigeon
pigtail: pigtail
pilate: pilate
pile: pile,piled,piles,piling
pillar: pillars
pillow: pillowed
pin: pin,pinned,pins
pinch: pinched
pinched: pinched
pine: pine
pioneer: pioneers
pious: pious
pipe: pipe,pipes
pit: pit,pits
pitch: pitch,pitched,pitching
pitcher: pitcher
piteously: piteously
pitfall: pitfalls
pitiful: pitiful
pitifully: pitifully
pitiless: pitiless
pittance: pittance
pity: pitied,pity,pitying
placidly: placidly
plague: plague,plagues
plain: plain,plainer
plainly: plainly
plaintive: plaintive
plan: plan,planned,plans
plane: plane
plank: plank,planks
planner: planners
planning: planning
plant: planted
plate: plate
platform: platform
plausible: plausible
play: play,playing,plays
player: players
playmate: playmates
plea: plea
plead: plead,pleading
pleasant: pleasant
pleasing: pleasing
pleasure: pleasure
plentifully: plentifully
plenty: plenty
plight: plight
plot: plot,plotting
pluck: pluck,plucked,plucking
plucky: plucky
plug: plug
plumbing: plumbing
plunder: plunder
plunge: plunging
plush: plush
pocket: pocket,pockets
poet: poet
poetic: poetic
poison: poison,poisoned
poisoning: poisoning
poisonous: poisonous
poke: poked
poland: poland
pole: pole
police: police
policeman: policeman,policemen
policy: policies,policy
polish: polish
polite: polite
political: political
politician: politician,politicians
politics: politics
poll: polls
pollute: polluted,polluting
pomp: pomp
pond: pond
poor: poor,poorer,poorest
poorhouse: poorhouse
popular: popular
populate: populated
population: population
populous: populous
pork: pork
port: port,ports
portal: portal
portent: portent
portion: portion,portions
pose: pose
position: position
possess: possess,possessed,possesses,possessing
possession: possession,possessions
possibility: possibilities,possibility
post: post,posted,posts
posy: posies
pot: pot
potato: potatoes
potency: potency
potter: potter
pouch: pouch
pound: pound
pour: pour,pouring
poverty: poverty
power: power,powers
powerful: powerful
powerless: powerless
pox: pox
practicable: practicable
practical: practical
practically: practically
practice: practice
practise: practised
prayer: prayer,prayers
preach: preached,preaching
preacher: preacher
preaching: preaching
precaution: precaution
precede: preceded
precinct: precinct,precincts
precise: precise
precisely: precisely
preconceived: preconceived
predatory: predatory
predecessor: predecessor
predict: predicted
predispose: predisposed
predominate: predominates
preface: preface,prefaced
prefer: prefer,preferred,preferring,prefers
preferable: preferable
preference: preference,preferences
pregnant: pregnant
prejudice: prejudice
preliminary: preliminaries,preliminary
premise: premises
premium: premium,premiums
preparation: preparations
prepared: prepared
prerequisite: prerequisite
presage: presage
presence: presence
presently: presently
preservation: preservation
preserve: preserve,preserves,preserving
preside: presided,presides
president: president
presidential: presidential
press: press,pressed,presses,pressing
pressure: pressure
presume: presumed
presuppose: presupposes
pretence: pretence,pretences
pretend: pretend,pretended
pretension: pretensions
pretext: pretext
pretty: pretty
prevail: prevailed,prevailing,prevails
prevalence: prevalence
prevent: prevent,prevented,preventing,prevents
prevention: prevention
previous: previous
prey: prey
price: price,prices
prick: pricked
pride: pride
priest: priest,priests
primary: primary
prime: prime
princely: princely
principal: principal
principle: principle,principles
print: print,printed,prints
printer: printer,printers
printing: printing
prison: prison,prisons
prisoner: prisoner,prisoners
prisoners: prisoners
pristine: pristine
privacy: privacy
private: private
privation: privation
privilege: privilege
prize: prize,prizes
prizes: prizes
pro: pro
probability: probability
probe: probe
proceed: proceed,proceeds
proceedings: proceedings
proceeds: proceeds
process: process
procession: procession
proclaim: proclaim
procure: procuring
prod: prods
prodigious: prodigious
produce: produce
product: product
productive: productive
profane: profane
profanity: profanity
profess: profess,professed
profession: profession
professional: professional
professor: professor
profit: profit,profiting,profits
profitable: profitable
profligate: profligate
programme: programme
progress: progress
prohibit: prohibit,prohibited,prohibiting
prohibition: prohibition
project: project,projects
proletariat: proletariat
prolific: prolific
prominence: prominence
promiscuous: promiscuous
promise: promise,promises
promising: promising
promotion: promotion
prompt: prompted,prompts
promptness: promptness
prone: prone
proof: proof
prop: propped,propping
propaganda: propaganda
propagandism: propagandism
proper: proper
properly: properly
property: property
prophylactic: prophylactic
proportion: proportion,proportions
propose: proposed
proposition: proposition
proprietor: proprietor,proprietors
propriety: proprieties
proscribe: proscribed
proscription: proscription
prospect: prospect
prospective: prospective
prosper: prospers
prosperity: prosperity
prosperous: prosperous
protect: protect
protection: protection
protest: protest,protesting,protests
protestant: protestant,protestants
proudly: proudly
prove: prove,proved,proves
proverb: proverb
proverbial: proverbial
provide: provide,providing
provision: provision
provocation: provocation
provoke: provoked
proxy: proxy
prudent: prudent
public: public
pull: pull,pulls
puller: pullers
pulley: pulley
pulpit: pulpit,pulpits
pulse: pulse
pulverize: pulverizing
pump: pump,pumps
punch: punched,punches
punctuation: punctuation
pungent: pungent
punish: punish,punished
punishment: punishment
pupil: pupil,pupils
purchase: purchase,purchased
pure: pure,purer
purely: purely
purify: purified
purity: purity
purple: purple
purpose: purpose,purposes
purposely: purposely
purse: purse,purses
pursue: pursue,pursued,pursues,pursuing
pursuit: pursuit
purveyor: purveyor
push: pushed,pushes,pushing
puzzle: puzzle
puzzled: puzzled
puzzling: puzzling
quail: quailed
quaker: quaker
qualified: qualified
quality: qualities,quality
qualmy: qualmy
quarrel: quarrel,quarrelled,quarrelling,quarrels
quarrelling: quarrelling
quarry: quarry
quart: quart,quarts
quarter: quarter,quarters
queer: queer
quench: quenched
querulous: querulous
query: query
question: question,questioned,questions
questionable: questionable
quick: quick
quiescence: quiescence
quiet: quiet,quieted,quietest
quietly: quietly
quilt: quilt
quit: quit
quote: quote,quoted
rabbi: rabbi
rabbinical: rabbinical
rabbit: rabbits
race: race,races
rachel: rachel
rack: racks
racket: racket,rackets
radical: radical
radish: radish
rafter: rafters
rag: rag,rags
ragamuffin: ragamuffin,ragamuffins
rage: rage
ragged: ragged
raid: raid,raided,raids
railroad: railroad
rain: rain,rains
rainbow: rainbow
rainy: rainy
raise: raise,raised,raises,raising
ramshackle: ramshackle
randall: randall
random: random
range: range,ranged,ranges,ranging
rank: rank,ranks
rap: rap
rapid: rapid
rapidly: rapidly
rare: rare,rarest
rarely: rarely
rarity: rarity
rascal: rascals
rascality: rascality
rascally: rascally
rasp: rasping
rat: rat,rats
rata: rata
rate: rate,rates
ratio: ratio
ration: ration,rations
rattle: rattled
ravage: ravaged
raven: raven
raw: raw
ray: ray,rays
razor: razor,razors
reach: reach,reached,reaches,reaching
reaction: reaction
read: read,reads
reader: reader,readers
readiness: readiness
reading: reading
ready: readier,ready
real: real
reality: reality
realize: realized
reap: reap,reaped,reaps
reappear: reappear
rear: rear,reared
reason: reason,reasons
reasonable: reasonable
reasoning: reasoning
reassure: reassuring
reawakening: reawakening
rebate: rebate
rebel: rebel,rebels
rebellion: rebellion
rebuke: rebuke
recall: recall
recast: recast
receipt: receipts
receive: receive,received,receives,receiving
receiver: receivers
recital: recital
reckless: reckless
reckoning: reckoning
reclaim: reclaim,reclaiming
reclamation: reclamation
recognition: recognition
recognize: recognized,recognizes
recollect: recollect
recollection: recollection
recommend: recommended
record: record,recorded,records
recourse: recourse
recover: recovered,recovering,recovers
recovery: recovery
recreation: recreation
recruit: recruit,recruited,recruiting,recruits
recruiting: recruiting
recumbent: recumbent
red: red
redeem: redeem,redeemed
redeeming: redeeming
redemption: redemption
reduce: reduce,reduced,reduces,reducing
refer: refer,referred
referable: referable
reference: reference
refine: refined
refined: refined
refit: refitted
reflect: reflect,reflected
reform: reform,reformed,reforming
reformatory: reformatories,reformatory
reformer: reformer,reformers
refractory: refractory
refuge: refuge
refuse: refuse,refused,refuses,refusing
regard: regard,regarded
regeneration: regeneration
regimental: regimentals
region: region
register: register,registered
registrar: registrar
registry: registry
regret: regret,regrets
regular: regular
regularly: regularly
regulate: regulate,regulates
regulation: regulation,regulations
rehabilitation: rehabilitation
rehearsal: rehearsals
reign: reign,reigns
reinforce: reinforced
reject: rejects
rejection: rejection
rejoice: rejoices
relapse: relapsed
relation: relation
relationship: relationship
relative: relative,relatives
relaxed: relaxed
relentless: relentless
reliance: reliance
relic: relic
relief: relief
relieve: relieve,relieving
religion: religion
religious: religious
remain: remain,remained,remains
remark: remark
remarkably: remarkably
remedial: remedial
remedy: remedied,remedy
remember: remember,remembered
remind: remind,reminded
reminder: reminder
remodel: remodelling
removal: removal
remove: remove,removed
render: render,rendered,rendering
renegade: renegade
renew: renewed
rent: rent,rented,rents
rental: rental,rentals
renumber: renumbered
repair: repair,repairs
repay: repay
repeat: repeated,repeats
repentance: repentance
repine: repining
reply: replied,replies
report: report,reported,reports
reporter: reporter
repose: repose,reposed
represent: represent,represented,representing,represents
representation: representation
representative: representative,representatives
repressive: repressive
reproach: reproach
reproduce: reproduced,reproduces
reproduction: reproduction
republican: republican
repulsive: repulsive
repulsively: repulsively
reputable: reputable
reputation: reputation
repute: repute
reputed: reputed
request: request,requests
require: require,required,requires,requiring
requirement: requirements
rescue: rescue,rescued,rescues,rescuing
resemble: resembles
resent: resent
resentment: resentment
reserve: reserve,reserves
residence: residence,residences
resident: residents
residential: residential
resignation: resignation
resist: resist,resists
resistless: resistless
resolution: resolution
resolve: resolved,resolves
resort: resort,resorts
resound: resounded
resource: resources
respect: respect,respected
respectability: respectability
respectable: respectable
respectful: respectful
respiratory: respiratory
respond: respond,responded,responds
response: response
responsibility: responsibilities,responsibility
responsible: responsible
responsive: responsive
rest: rest,resting,rests
restaurant: restaurant,restaurants
restitution: restitution
restless: restless
restore: restored
restraint: restraint
restrict: restricted
result: result
resume: resumed
resuscitation: resuscitation
retain: retained
retort: retort
return: return,returned,returning,returns
reunite: reunited
reveal: revealing
revel: revelling
revelry: revelry
revenge: revenge
revenue: revenue
reverse: reverse
review: review
revival: revivals
revolt: revolts
revolver: revolvers
reward: reward,rewarding
rheumatism: rheumatism
ribald: ribald
rice: rice
rich: rich,richer
richly: richly
rickety: rickety
rid: rid
ride: ride
ridicule: ridicule
ridiculously: ridiculously
rifle: rifled
rift: rift
righteousness: righteousness
rightly: rightly
rigorous: rigorous
riot: riot,riots
rioting: rioting
ripe: ripe
rise: rise,rises,rising,rose
risk: risk,risks
rite: rite
rival: rival,rivals
rivalry: rivalries,rivalry
river: river,rivers
riverside: riverside
road: road,roads
roam: roamed,roams
roar: roar
roast: roast
rob: rob,robbed,robbing
robber: robber,robbers
robbery: robbery
rock: rock,rocks
rocky: rocky
roger: roger
rogues: rogues
role: role
roll: roll,rolled,rolling,rolls
rolling: rolling
roman: roman
romantic: romantic
romp: romps
roof: roof,roofs
rookery: rookeries,rookery
roomful: roomful
roomy: roomy
roosevelt: roosevelt
roost: roost
root: root,rooted,roots
rope: rope
rot: rotted
rotten: rotten
rough: rough,roughest
roughly: roughly
rounders: rounders
rouse: rouse,roused
route: route
row: row,rows
rubbish: rubbish
rude: rude
ruffian: ruffian,ruffians
ruffianly: ruffianly
rugged: rugged
ruin: ruin,ruined
ruinous: ruinous
rule: rule,rules,ruling
ruler: ruler,rulers
ruling: ruling
rum: rum
rumpus: rumpus
rumshop: rumshop
runaway: runaways
running: running
runway: runway,runways
rush: rush,rushes,rushing
russell: russell
russia: russia
russian: russian
rusty: rusty
rut: rut
sabbath: sabbath
sack: sack,sacking
sacrifice: sacrifice,sacrificed
sacrilegious: sacrilegious
sad: sad,sadder
sadden: saddening
saddening: saddening
sadly: sadly
safe: safe,safer
safely: safely
safety: safety
sail: sailed
sailing: sailing
sailor: sailors
saint: saint
sake: sake
salad: salad
salary: salary
sale: sale,sales
saleswoman: saleswoman,saleswomen
sallow: sallow
sally: sallying
saloon: saloon,saloons
saloonkeeper: saloonkeeper
salutary: salutary
salvation: salvation
sample: sample,samples
sanctuary: sanctuary
sand: sand
sandwich: sandwich
sanitarian: sanitarian
sanitarians: sanitarians
sanitary: sanitary
sap: saps
sarcasm: sarcasm
sardonic: sardonic
satisfaction: satisfaction
satisfactory: satisfactory
satisfied: satisfied
satisfy: satisfy
saturday: saturday
satyr: satyrs
sausage: sausage
sausages: sausages
savage: savage
savagery: savagery
save: save,saved,saves,saving
saving: saving
savings: savings
scaffold: scaffold
scale: scale
scandal: scandal
scandalous: scandalous
scandinavian: scandinavian
scant: scant
scantily: scantily
scanty: scantiest,scanty
scarce: scarce
scarcely: scarcely
scarcity: scarcity
scare: scare
scared: scared
scarlet: scarlet
scatter: scatter,scattered,scattering
scattered: scattered
scavenger: scavenger,scavengers
scene: scene,scenes
scent: scent
sceptical: sceptical
schedule: schedules
scheme: scheme,schemes,scheming
scholar: scholars
school: school,schools
schooling: schooling
schoolroom: schoolroom
schools: schools
schooner: schooner,schooners
science: science
scientific: scientific
scientist: scientist
scissors: scissors
scoff: scoffing
scope: scope
score: score,scores
scorn: scorn,scorns
scornful: scornful
scot: scot
scotland: scotland
scoundrel: scoundrel,scoundrels
scourge: scourge
scow: scow,scows
scowl: scowl
scrap: scrap,scraps
scrape: scraped,scraping
scrawl: scrawl
scream: scream,screamed,screams
screen: screen
scriptural: scriptural
scrub: scrub,scrubbing,scrubs
scrubbing: scrubbing
scruple: scruples
scrupulous: scrupulous
scrupulously: scrupulously
scrutiny: scrutiny
scullery: scullery
scum: scum
scurry: scurrying
sea: sea,seas
seam: seams
seaman: seaman
search: search,searching
searching: searching
season: season,seasons
seat: seat,seats
secret: secret,secrets
secretary: secretary
secretiveness: secretiveness
secretly: secretly
secure: secure,secured,secures
securely: securely
security: security
sediment: sediment
seed: seed
seek: seek,seeking,seeks,sought
seeker: seeker,seekers
seemingly: seemingly
seize: seized
seldom: seldom
select: selected
selection: selection
selfish: selfish
selfishness: selfishness
sell: sell,selling,sells,sold
selling: selling
semites: semites
senate: senate
senators: senators
send: send,sending,sends
sensation: sensation
sensational: sensational
sense: sense
senseless: senseless
sensuality: sensuality
sentence: sentence,sentences,sentencing
sentiment: sentiment
sentimental: sentimental
separate: separate,separated,separates
september: september
serenely: serenely
serf: serf
serfdom: serfdom
sergeant: sergeant
series: series
seriousness: seriousness
sermon: sermon,sermons
serve: serve,served,serves,serving
service: service,services
servitude: servitude
session: session
set: set,sets,setting
setting: setting
settle: settled,settles
settled: settled
settlement: settlement,settlements
seventeen: seventeen
seventh: seventh
severe: severest
severity: severity
sew: sew,sewn
sewer: sewer,sewers
sewing: sewing
sex: sexes
shabbiness: shabbiness
shabby: shabby
shade: shade
shading: shading
shadow: shadow
shady: shady
shaft: shaft,shafts
shake: shake,shaken,shakes
shaky: shaky
shallow: shallowest
shame: shame
shameful: shameful
shanty: shanties,shanty
shape: shape,shapes
share: share,shared,shares,sharing
sharer: sharers
sharp: sharp
sharpen: sharpening
sharpened: sharpened
sharper: sharpers
sharply: sharply
shawl: shawl
shear: shorn
sheeny: sheeny
sheep: sheep
sheer: sheer
sheet: sheet,sheets
shelf: shelves
shelter: shelter,sheltered,sheltering,shelters
sheriff: sheriff
shield: shield,shielded,shielding
shift: shift
shiftless: shiftless
shiftlessness: shiftlessness
shine: shines,shining,shone
shingle: shingle
ship: ship,shipped
shipboard: shipboard
shirt: shirt,shirts
shirtmaker: shirtmaker
shiver: shiver,shivered,shivering
shoal: shoal
shock: shock,shocked,shocks
shocked: shocked
shocking: shocking
shoe: shoes
shoemaker: shoemaker
shoot: shoot,shot
shop: shop,shops
shopful: shopful
shopper: shoppers
shopping: shopping
shore: shore,shores
short: short
shorten: shorten,shortened
shortly: shortly
shot: shot,shots
shoulder: shoulder,shoulders
shout: shout,shouting,shouts
shove: shoving
shovel: shovel
shower: shower,showered,showers
shred: shreds
shrewd: shrewd
shrine: shrine,shrines
shrink: shrinks
shroud: shroud
shrubbery: shrubbery
shrug: shrugs
shudder: shudder,shuddering
shuffling: shuffling
shun: shun,shunned,shunning,shuns
shut: shut,shuts,shutting
shutter: shutter,shutters
shy: shy
sic: sic
sicilian: sicilian
sick: sick
sickness: sickness
sidelong: sidelong
sidewalk: sidewalk
siege: siege
sieve: sieve
sift: sifts
sigh: sigh,sighing
sight: sight,sights
sighted: sighted
sign: sign,signs
signal: signal
signify: signifying
silas: silas
silence: silence
silent: silent
silently: silently
silk: silk,silks
sill: sills
silly: silly
silver: silver
simple: simple
simplicity: simplicity
simply: simply
simultaneous: simultaneous
sin: sin,sins
sincerity: sincerity
sinful: sinful
sing: sang,sing
singer: singer
singing: singing
single: single
singular: singular
singularly: singularly
sink: sink,sinking,sinks,sunk
sir: sir
sister: sister,sisters
sisters: sisters
sit: sat,sit,sits,sitting
sitter: sitter,sitters
situation: situation
sixteen: sixteen
sixteenth: sixteenth
sixth: sixth
size: size,sizes
sized: sized
sketch: sketch
skill: skill
skilled: skilled
skin: skin,skinned,skinning
skinned: skinned
skip: skip,skips
skirt: skirt,skirted
skulk: skulk,skulking,skulks
skull: skull,skulls
sky: sky
slab: slab
slack: slack
slam: slamming
slamming: slamming
slang: slang
slash: slashed
slaughter: slaughter,slaughtered
slave: slave,slaves
slavery: slavery
sleep: sleep,sleeping,sleeps,slept
sleeper: sleeper,sleepers
sleeping: sleeping
sleepless: sleepless
sleeplessness: sleeplessness
sleeve: sleeve,sleeves
slice: slices
slide: slid,slide,sliding
slight: slight,slightest
slim: slim
slimy: slimy
sling: sling
slip: slip,slips
slit: slit
slope: slope,slopes,sloping
slothful: slothful
slothfulness: slothfulness
slough: slough
slovenliness: slovenliness
slow: slow
slowly: slowly
slowness: slowness
slug: slugged
slum: slum,slums
slumber: slumbered
slums: slums
slyly: slyly
smart: smart
smash: smashing
smell: smell,smelling,smells
smile: smile
smirch: smirch
smith: smith
smoke: smoke,smokes,smoking
smoking: smoking
smooth: smooth,smoothing
smoothly: smoothly
smother: smother,smothered
smoulder: smouldering
snail: snail,snails
snappish: snappish
snatch: snatches
sneak: sneak,sneaks
snore: snoring
snort: snort
snout: snout
snow: snow
snug: snug
snuggle: snuggle
soap: soap
sober: sober
sobriety: sobriety
social: social
societies: societies
society: societies,society
sock: socked,socks
sod: sod
soft: soft
softly: softly
soil: soil,soiled
soiled: soiled
soldier: soldier,soldiers
sole: sole,soles
solemnity: solemnity
solid: solid
solution: solution
solve: solve,solved,solving
sombre: sombre
son: son,sons
song: song,songs
sons: sons
soothing: soothing
soothingly: soothingly
sore: sore,sores
sorrow: sorrow
sorrowful: sorrowful
sort: sort,sorting,sorts
soul: soul,souls
sound: sound,sounded,sounds
soup: soup
sour: sour
source: source,sources
south: south
southern: southern
sovereign: sovereign
sow: sow,sown
space: space
span: span
spanish: spanish
spare: spare,spared
spark: sparks
sparsely: sparsely
spasmodic: spasmodic
speak: speak,speaking,speaks,spoke,spoken
special: special
specially: specially
specialty: specialty
species: species
specimen: specimen,specimens
speck: speck
spectacle: spectacle
spectacles: spectacles
spectacular: spectacular
spectre: spectre
speculation: speculation
speculator: speculator
speech: speeches
speechless: speechless
speed: speeds
speedily: speedily
spell: spelled,spells
spend: spend,spends,spent
sphere: sphere
spice: spice
spider: spider,spiders
spin: spin,spinning,spun
spirit: spirit,spirits
spirited: spirited
spiritual: spiritual
spite: spite
splash: splash,splashed
spoil: spoil
sponsor: sponsor
spoon: spoon
spot: spot,spots
spread: spread,spreading,spreads
spring: sprang,spring,springing,sprung
sprout: sprout
squad: squad,squads
squalid: squalid
squalor: squalor
squander: squandered
square: square,squared
squat: squat
squeak: squeak,squeaking
squeaky: squeaky
squeeze: squeeze,squeezed
squelch: squelching
stab: stabbed
stable: stable,stables
stack: stacked,stacks
staff: staff,staffs
stage: stage
stagger: stagger
staid: staid
stain: stain
stair: stairs
staircase: staircase
stairway: stairway,stairways
stale: stale
stalwart: stalwart
stamp: stamp,stamped
stand: stand,standing,stands,stood
standard: standard
standing: standing
standpoint: standpoint
staple: staple,staples
starch: starch
stare: stare,stared
stark: stark
start: start,started,starting,starts
startle: startle,startled
startling: startling
starvation: starvation
starve: starve,starved,starving
starving: starving
statement: statement
statesman: statesmen
station: station,stations
stationary: stationary
statistician: statisticians
statistics: statistics
stature: stature
status: status
statute: statute
statutory: statutory
stay: stay,stayed,staying,stays
steadily: steadily
steady: steadier,steady
steal: steal,steals,stole,stolen
stealth: stealth
steam: steam
steamer: steamer
steamship: steamship
stem: stems
stench: stench,stenches
step: step,stepped,steps
stereotyped: stereotyped
sterile: sterile
stern: stern
stew: stew,stewing
stick: stick,sticking
stiffen: stiffened
stifle: stifling
stifling: stifling
stigma: stigma
stile: stile
stiletto: stiletto
stint: stint
stinted: stinted
stir: stir
