aback: aback
meekly: meekly
meet: meet,met
meeting: meeting
melancholy: melancholy
mell: mell
memorable: memorable
memory: memories,memory
menace: menace
menacing: menacing
menacingly: menacingly
mend: mend,mending
mentally: mentally
mercedes: mercedes
merciless: merciless
mercilessly: mercilessly
mercy: mercy
mere: mere
merrily: merrily
mess: mess
message: message
messenger: messengers
metal: metal
metallic: metallic
metamorphose: metamorphosed
method: method
mew: mewed
mexican: mexican
mid: mid
middle: middle
midmost: midmost
midnight: midnight,midnights
midst: midst
midway: midway
mightily: mightily
mighty: mighty
migrate: migrating
mile: mile,miles
miller: miller
mind: mind
miner: miners
mining: mining
ministration: ministrations
minor: minor
minute: minutes
miracle: miracle
miscalculate: miscalculated
misdeed: misdeed
misdemeanor: misdemeanors
miserable: miserable
misery: misery
mistake: mistake
mistaken: mistaken
misunderstand: misunderstood
misunderstanding: misunderstandings
mite: mite
mitten: mittened,mittens
mittened: mittened
moan: moaned
moccasin: moccasins
mode: mode
moisture: moisture
mollie: mollie
moment: moment,moments
momentum: momentum
money: money
mongrel: mongrels
monosyllabic: monosyllabic
monotonous: monotonous
month: months
mood: mood,moods
moon: moon
moonlight: moonlight
moose: moose
mop: mops
moral: moral
morning: morning
morose: morose
mortal: mortal
mosquito: mosquitoes
moss: moss
mother: mother,mothers
motion: motion
motionless: motionless
mould: mould
mountain: mountain,mountains
mountainous: mountainous
mournful: mournful
mournfully: mournfully
mourning: mourning
mouth: mouth
movement: movement,movements
muck: muck
mud: mud
muddy: muddy
multiply: multiplied
multitudinous: multitudinous
murmur: murmur,murmured,murmurs
muscle: muscle,muscles
muse: muses,musing
mush: mush
musher: mushers
mushy: mushy
music: music
mustache: mustache
mutiny: mutiny
muzzle: muzzle
mysterious: mysterious
mysteriously: mysteriously
mystery: mystery
nag: nagging
naked: naked
nameless: nameless
narrow: narrow
narwhal: narwhal
native: native
nature: nature
natured: natured
naturedly: naturedly
necessaries: necessaries
neck: neck
needle: needle
neighboring: neighboring
nerve: nerve
nervous: nervous
nest: nest,nests
newborn: newborn
newcomer: newcomers
newfoundland: newfoundland
news: news
newspaper: newspapers
nice: nice
nig: nig
night: night,nights
nightmare: nightmare
nineteen: nineteen
nip: nip,nipped
noble: noblest
nocturnal: nocturnal
nod: nodded,nodding
noise: noise,noises
noiselessly: noiselessly
nomadic: nomadic
north: north
northland: northland
northwest: northwest
nose: nose,noses,nosing
nostril: nostrils
notch: notches
note: note
notice: notice,noticing
nudge: nudge
nugget: nuggets
numb: numb
numerous: numerous
nurse: nursed,nursing
nutriment: nutriment
oath: oath,oaths
obdurate: obdurate
obedience: obedience
obediently: obediently
obey: obey,obeyed
obliterate: obliterated
obscurely: obscurely
obscureness: obscureness
observe: observed
occasion: occasion,occasions
occasional: occasional
occupant: occupants
occupy: occupied
odd: odd
odds: odds
offence: offence
offend: offending
offensive: offensive
offer: offer,offered,offering
office: office
official: official
oftener: oftener
onlooker: onlookers
onlooking: onlooking
onset: onset
openly: openly
operate: operating
opinion: opinions
opportunity: opportunity
oppose: opposing
oppress: oppressed
orchard: orchard,orchards
ordain: ordained
orderly: orderly
ordinary: ordinary
organize: organizing
original: original
orthodox: orthodox
ounce: ounce
outcome: outcome
outdistance: outdistanced
outdoor: outdoor
outer: outer
outfit: outfit
outhouse: outhouses
outline: outlined,outlines
outlook: outlook
outrage: outrage
outreach: outreached
outsides: outsides
overfeed: overfeeding
overhang: overhanging
overhaul: overhauled
overhead: overhead
overloaded: overloaded
overlook: overlooked
overpower: overpowering
overrun: overrunning
overspill: overspilling
overtake: overtake,overtaken
overthrow: overthrow,overthrowing,overthrown
overture: overture
overturn: overturning
owner: owners
pace: pace
pack: pack,packed,packing,packs
packed: packed
pad: pads
paddock: paddocks
pain: pain,pains
painful: painful
painfully: painfully
painstakingly: painstakingly
pair: pair
pale: pale,paled
pall: pall
palmated: palmated
palpitant: palpitant
pampered: pampered
pan: pan,pans
pandemonium: pandemonium
pang: pangs
panic: panic
panther: panther
panting: panting
paradox: paradox
parallel: parallel
parcel: parcels
parched: parched
park: park
paroxysm: paroxysms
particle: particle
partly: partly
partner: partners
partnership: partnership
partridge: partridges
party: party
pass: pass,passed,passes,passing
passage: passage
passing: passing
passion: passion
passionate: passionate
passive: passive
passiveness: passiveness
pasture: pastures
pat: patted
patch: patches
path: path
patience: patience
pause: pause,paused
paw: paws
pay: paid,pay
peace: peace
peak: peaks
peculiar: peculiar
peculiarity: peculiarity
peculiarly: peculiarly
peer: peer,peered
pell: pell
pellet: pellets
pen: pent
pencil: pencil
penetrate: penetrate,penetrated
pepper: pepper
perambulate: perambulating
perceive: perceived,perceiving
perceptibly: perceptibly
perch: perches
peremptorily: peremptorily
perfect: perfect
perform: performed
performance: performance
peril: peril
period: periods
permanent: permanent
permit: permitted,permitting
perpendicular: perpendicular
perpetual: perpetual
perplex: perplexed
persist: persisted
persistent: persistent
person: people
personal: personal
pertinacity: pertinacity
pervade: pervaded
pet: pet,petted
pete: pete
petty: petty
phrase: phrase
physical: physical
pick: pick,picked,picking
piece: piece,pieces
pike: pike
pile: pile,piled
pine: pine,pines
pipe: pipe,pipes
pistol: pistol
pitch: pitch,pitched
pivot: pivoting
pivoting: pivoting
placer: placer
plain: plain
plainly: plainly
plaint: plaint
plant: plant
play: play,played,playing,plays
playfully: playfully
plead: pleaded
pleading: pleading
plenty: plenty
plethoric: plethoric
plight: plight
plough: ploughed
pluck: pluck
plum: plum
plunge: plunge,plunged,plunging
pointedly: pointedly
pointer: pointers
poise: poise,poised
poke: poked
pole: pole,poled
police: police
poling: poling
politeness: politeness
political: political
pompous: pompous
pooh: pooh
pool: pool,pools
poor: poor,poorer
poplar: poplars
populous: populous
porcupine: porcupine
position: position
positive: positive
possess: possess,possessed
possession: possession
possibility: possibility
potent: potent
pouch: pouch
pound: pound,pounded,pounding,pounds
pour: pour,poured
powdery: powdery
power: power
powerfully: powerfully
practically: practically
practise: practised
praise: praise
pray: prayed
preach: preaching
precious: precious
precipitate: precipitate
preeminently: preeminently
prefer: preferred
pregnant: pregnant
prejudice: prejudices
preliminary: preliminary
prepare: prepared,preparing
prerogative: prerogative
presence: presence
presently: presently
preserver: preserver
press: pressed,pressing
pretty: pretty
prevent: prevent,prevented
previous: previous
prey: prey,preyed,preying
price: price
prick: pricked
pride: pride,prided
primeval: primeval
primitive: primitive
primordial: primordial
principally: principally
print: prints
private: private
privilege: privilege
proceed: proceeded,proceeding
proceeds: proceeds
proclaim: proclaimed,proclaiming
prod: prodded
profit: profit
progeny: progeny
progress: progress
project: project,projected
prolonged: prolonged
promise: promise,promises
prompt: prompt,prompting
prone: prone
propel: propelled
propeller: propeller
proper: proper
property: property
proportion: proportion,proportions
prosper: prosper,prospered
prostrate: prostrate
protect: protect,protected
protection: protection
protest: protest,protested
protrude: protruded,protruding
proudly: proudly
prove: proved
provocation: provocation
prowess: prowess
prowl: prowled
pry: pry
ptarmigan: ptarmigan
public: public
pug: pug
puget: puget
pull: pull,pulled,pulling
pullman: pullman
pulse: pulse
pumping: pumping
punish: punish,punished
punishment: punishment
puppet: puppet
puppyhood: puppyhood
purpose: purposed
purposely: purposely
pursue: pursued
pursuit: pursuit
push: pushed
puzzle: puzzled
quality: quality
quarrel: quarrel,quarrelled,quarrelling
quarrelling: quarrelling
quarry: quarry
quarter: quarter,quarters
quaver: quaver
queen: queen
quest: quest
quibble: quibble
quick: quick
quicken: quickened
quickness: quickness
quiet: quiet
quietly: quietly
quiver: quivered,quivering
quote: quoting
quoth: quoth
rabbit: rabbit
race: race,raced,races
raft: raft,rafted
rage: rage,raged,raging
ragged: ragged
rail: rail
railway: railway
rain: rain
raise: raised
raisin: raisin
rake: rake
ram: ram
ramble: rambles
rampant: rampant
ramshackle: ramshackle
range: range,ranged,ranging
rap: rapped
rapid: rapid,rapids
rapidity: rapidity
rapids: rapids
rarely: rarely
rashness: rashness
ration: ration
rattle: rattled
ravenous: ravenous
raw: raw
reach: reach,reached,reaches,reaching
read: read,reading
ready: ready
real: real
reality: realities,reality
realize: realized
realm: realm
rear: rear,reared,rearing
rearrange: rearranging
reason: reason,reasoned
reassure: reassured
rebel: rebel,rebels
rebound: rebound
recall: recalled
recede: receding
receive: receive,received,receiving
recess: recesses
recital: recital
recognize: recognize,recognized
recollection: recollections
record: record
recover: recover,recovered
recovery: recovery
recuperate: recuperated
recuperation: recuperation
recurrent: recurrent
red: red
reel: reeled
refresh: refreshed
refuse: refused,refusing
regain: regained
register: registering
regular: regular
regularity: regularity
regularly: regularly
reign: reign
rejoin: rejoin
rejoinder: rejoinder
relation: relations
relax: relax
relaxed: relaxed
release: released,releasing
relevant: relevant
relief: relief
reluctantly: reluctantly
remain: remain,remained
remainder: remainder
remark: remarked
remarkable: remarkable
remarkably: remarkably
remedy: remedy
remember: remember,remembered
remnant: remnant,remnants
remonstrance: remonstrance
remote: remoter,remotest
remotely: remotely
remove: removed
rend: rend,rending
rent: rent
repeat: repeated
repeatedly: repeatedly
replace: replaced
reply: replied,replies,reply
repose: repose
reproof: reproof
repugnance: repugnance
reputation: reputation
require: required,requires
rescue: rescue,rescued
resent: resent,resented
reserve: reserve
reside: resided
resiliency: resiliency
resist: resist
resolutely: resolutely
resolve: resolved
resounding: resounding
respect: respect
respectful: respectful
respond: responded,responding
response: response
rest: rest,rested,resting
restlessly: restlessly
restlessness: restlessness
result: result
resume: resumed
retain: retained
retaliate: retaliate,retaliated
retard: retarding
retarded: retarded
retrace: retraced
retreat: retreated
retrogression: retrogression
return: return,returned,returning
revelation: revelation
reverently: reverently
revolt: revolt
revolver: revolver
reward: rewarded
rhythm: rhythm
rib: rib,ribs
ribbon: ribbons
rid: rid
riddle: riddled
ride: ride,riding,rode
ridiculous: ridiculous
riding: riding
rifle: rifle
rift: rift
rigorous: rigorous
rim: rim
rink: rink
riotously: riotously
rip: ripped,ripping,rips
ripe: ripe
ripple: rippling
rise: rise,rising,rose
risk: risk,risks
rival: rival
river: river,rivers
road: road
roam: roamed
roar: roar,roared,roaring
roaring: roaring
rob: rob,robbed,robbing
robe: robe,robes
rock: rock,rocking,rocks
roll: rolled,rolling,rolls
romance: romance
romp: romped
roof: roof
roost: roosted
rope: rope,ropes
rot: rotted
rotten: rotten
rough: rough
roughly: roughly
rounded: rounded
roundly: roundly
rouse: rouse,roused
route: routed
rove: rove,roved
row: rows
royal: royal
rub: rubbed
ruction: ruction
rule: rule,ruled
runner: runners
running: running
rush: rush,rushed,rushes,rushing
rustle: rustled
rut: rut
ruthless: ruthless
sack: sack,sacked,sacks
sacrifice: sacrificed
sad: sad
safe: safe
safety: safety
sag: sagged
sake: sakes
salient: salient
salmon: salmon
saloon: saloon
salt: salt
san: san
santa: santa
sap: sap,sapped
sate: sated
satisfaction: satisfaction
satisfied: satisfied
sausage: sausage
savage: savage,savages
savagely: savagely
savageness: savageness
savagery: savagery
save: save,saved
savor: savor
scale: scale,scaled
scales: scales
scar: scarred,scarring
scarlet: scarlet
scatter: scatter,scattered,scattering
scene: scene
scent: scent,scented,scenting
scheme: scheme
scholar: scholar
school: schools
scorch: scorched
score: score,scored
scotch: scotch
scramble: scrambling
scrape: scraped
scratch: scratched
scream: scream,screamed,screaming
scruff: scruff
scum: scum
sea: sea
search: search,searched
season: seasons
seattle: seattle
secrecy: secrecy
secret: secret
secretly: secretly
secure: secure,secured
securely: securely
seed: seed
seek: seek,seeking,sought
seize: seize,seized
select: select,selected
sell: sold
sensation: sensation,sensations
sense: sense,sensed
senseless: senseless
sensitive: sensitive
separate: separate,separated
sequential: sequential
servant: servants
serve: served
set: set,setting
setter: setter
settle: settles
severe: severe
severely: severely
sex: sex
shade: shade
shades: shades
shadow: shadow,shadows
shaggy: shaggy
shake: shake,shaken,shaking,shook
shallow: shallow
shamble: shambled,shambling
shame: shame
shape: shape
share: share
sharp: sharp
sharply: sharply
shear: shorn
sheen: sheen
sheep: sheep
sheepishly: sheepishly
sheer: sheer
sheet: sheet
shellfish: shellfish
shelter: shelter,sheltered,sheltering
sheltered: sheltered
shepherd: shepherd
shift: shifted,shifting
shine: shining,shone
ship: ship
shipping: shipping
shirk: shirked,shirks
shiver: shivered,shivering
shock: shock
shoe: shoes
shoot: shoots,shot
shore: shore,shores
shoreward: shoreward
short: short,shorter
shortly: shortly
shot: shot
shoulder: shoulder,shoulders
shout: shout,shouted,shouting
shove: shove
shred: shreds
shrewd: shrewd
shrewdly: shrewdly
shriek: shriek,shrieked,shrieking
shrill: shrill
shroud: shrouded
shrub: shrubs
shrug: shrugged
shun: shunned
shut: shutting
sick: sick
sickly: sickly
sigh: sighing
sight: sight,sights
sign: sign,signed,signs
silence: silence
silent: silent
silk: silk
silky: silky
silly: silly
silvery: silvery
simple: simple
simply: simply
simulated: simulated
simultaneous: simultaneous
sin: sin
sinew: sinew
sing: sang,sing,singing,sings
singe: singed
singing: singing
single: single
sink: sank,sink,sinking,sinks
sir: sir
sister: sister
sit: sat,sit,sitting
situation: situation
sixteen: sixteen
size: size
skeet: skeet
skeleton: skeletons
skin: skin,skins
skirt: skirted
skookum: skookum
skulk: skulking
sky: sky
skyward: skyward
slack: slack,slacked
slake: slake
slam: slammed
slant: slanted
slap: slapping
slash: slash,slashed,slashing
slaver: slaver,slavered
slaying: slaying
sled: sled,sledded,sleds
sleek: sleek
sleep: sleep,sleeping,slept
sleeping: sleeping
sleepy: sleepy
slender: slender
slice: slice
slide: slid
slight: slight
slim: slim
slip: slipped,slipping
slippery: slippery
slipshod: slipshod
slope: slope,sloped
slouch: slouch
slovenly: slovenly
slow: slow,slower
slowly: slowly
sluice: sluice
slyly: slyly
smart: smart
smash: smashed,smashing
smell: smell,smelled,smelling,smells
smile: smiled,smiling
smother: smothered
snag: snags
snake: snake
snap: snap,snapped,snapping,snaps
snarl: snarl,snarled,snarling
sneer: sneered
sneering: sneering
sniff: sniffed,sniffing,sniffs
snort: snort
snow: snow,snowed,snows
snowdrift: snowdrifts
snowfall: snowfall
snowshoe: snowshoe
snub: snub,snubbed,snubbing
snug: snug
soar: soars
sob: sobbed,sobbing,sobs
society: society
soft: soft,softer
soften: softened
softly: softly
soil: soil
sol: sol
soldier: soldier
solidarity: solidarity
solidly: solidly
soliloquize: soliloquized
solitary: solitary
sombre: sombre
son: sons
song: song,songs
sore: sore
sorely: sorely
sorrow: sorrow
sort: sort,sorts
sou: sou
sound: sound,sounded,sounding,sounds
sounding: sounding
soundly: soundly
sour: sour,sourer
south: south
southland: southland
space: space,spaces
spacious: spacious
spark: spark,sparks
spasmodically: spasmodically
speak: speak,spoke
spear: spear,spears
special: special
speech: speech
speed: sped,speed
speedily: speedily
spend: spent
spider: spider
spik: spik
spill: spilling
spinning: spinning
spirit: spirit
spit: spat,spit
spite: spite
spitz: spitz
splash: splash,splashes
splay: splay
splendid: splendid
splintering: splintering
split: split
splutter: spluttered
spoil: spoil
spoiled: spoiled
spot: spot
spout: spouted
spray: spray,sprayed
spread: spread,spreading
spring: sprang,spring,springs,sprung
springiness: springiness
springtime: springtime
spruce: spruce
spur: spurred
spy: spy
squabbling: squabbling
squarehead: squarehead
squarely: squarely
squat: squatted
squaw: squaw
squirm: squirmed
squirrel: squirrels
squirrels: squirrels
stable: stable,stables
stage: stage
stagger: stagger,staggered,staggering
stake: staked
stalk: stalk,stalked
stamp: stamped
stand: stand,standing,stands,stood
standing: standing
standstill: standstill
star: star,stars
start: start,started,starting,starts
starvation: starvation
starve: starved,starves,starving
stately: stately
station: station
statue: statue
stay: stay,staying
stead: stead
steadily: steadily
steal: steal,stealing,stole
stealthily: stealthily
steamer: steamer
steamship: steamship
steel: steel
steep: steep,steeped
steeply: steeply
step: step,stepped,steps
stern: stern
stewart: stewart
stick: stick,sticks
stiff: stiff
stiffen: stiffened
stiffness: stiffness
stinging: stinging
stir: stir,stirred,stirring
stirring: stirring,stirrings
stomach: stomach
stone: stone
stoop: stooped
stopover: stopover
stoppage: stoppage,stoppages
store: store
storm: stormed
story: story
stout: stout,stoutest
stoutly: stoutly
straight: straight
strain: strain,strained,straining
strange: strange
strangely: strangely
stranger: stranger,strangers
strangle: strangle,strangling
strap: strapped,straps
straw: straw
strawberry: strawberries
stray: stray
stream: stream,streamed,streaming,streams
streamlet: streamlet
street: street
strength: strength
stretch: stretch,stretched,stretches
stricken: stricken
strife: strife
strike: strike,striking,struck
string: strings,strung
stringy: stringy
strip: stripped,strips
strive: striving,strove
stroke: strokes
stroll: stroll
strong: strong,stronger
struggle: struggle,struggled,struggling
strut: strutting
study: studying
stuff: stuff
stumble: stumbled
stun: stunned
stutter: stuttered
style: style
subdued: subdued
submerge: submerged
substitute: substitute
subtle: subtle
subtler: subtler
succeed: succeed,succeeded
successful: successful
succession: succession
suck: suck
sudden: sudden
suddenly: suddenly
suffer: suffer,suffered,suffering
suffering: suffering
sufficient: sufficient
suffocate: suffocating
sullen: sullen
sullenly: sullenly
sum: sum
summer: summer,summers
summit: summit
sun: sun
sundays: sundays
sunland: sunland
sunshine: sunshine
superfluous: superfluous
superior: superior
supper: supper
supply: supply
suppose: suppose
suppress: suppress,suppressed
suppressedly: suppressedly
supremacy: supremacy
supreme: supreme
surcharge: surcharged
surely: surely
surface: surface
surge: surge,surged,surging
surgeon: surgeon
surprise: surprise,surprised
surprised: surprised
surprising: surprising
surround: surrounded
survey: survey,surveyed
survive: survive,survived,surviving
survivor: survivors
suspicious: suspicious
swagger: swaggering
swarm: swarming
swart: swart
swarthy: swarthy
sway: swayed
swear: swearing,swore,sworn
sweat: sweating
sweater: sweater
sweep: sweep,sweeping,swept
sweet: sweet
sweetheart: sweethearts
swell: swelled,swelling
swift: swift
swiftly: swiftly
swim: swam
swimmer: swimmer
swimming: swimming
swing: swing,swung
swinging: swinging
swirl: swirl
swollen: swollen
sympathetically: sympathetically
table: tables
tagish: tagish
tail: tail,tails
taker: takers
takin: takin
tale: tale
talk: talk,talked,talking
talking: talking
tall: tall
tallow: tallow
tam: tam
tame: tamed
tangible: tangible
tangle: tangle,tangled
tangled: tangled
tank: tank
target: target
task: task
taste: taste,tasting
taunt: taunted
taut: taut
teach: taught,teach
teacher: teachers
teaching: teaching
team: team,teams
tear: tearing,tears,tore,torn
tease: teasing
temper: temper,tempers
temperature: temperature
tempered: tempered
tend: tend
tenderfoot: tenderfoot
tendon: tendons
tense: tense
tent: tent,tents
term: terms
terrible: terrible
terribly: terribly
terrier: terriers
terrific: terrific
terrify: terrified
terrifying: terrifying
terror: terror
terse: terse
testimony: testimony
thaw: thawed,thawing
theft: theft
thenceforward: thenceforward
theory: theory
thermometer: thermometer
thicket: thicket
thief: thief
thigh: thighs
thinking: thinking
thirst: thirst,thirsting
thirsty: thirsty
thong: thong
thoroughfare: thoroughfare
thoughtless: thoughtless
thrash: thrash,thrashing
thread: threading
threaten: threatened,threatening
threateningly: threateningly
thrice: thrice
thrill: thrill
thrilling: thrilling
throat: throat,throats
throb: throbbed,throbbing
throttle: throttled
throw: threw,throw,throwing,thrown
thrust: thrust,thrusting
thump: thumping
tidal: tidal
tide: tide,tides
tie: tie
tight: tight
tighten: tightened,tightening
tightly: tightly
timber: timber
time: time,times
timid: timid
tin: tin
tinkle: tinkled
tire: tire
tired: tired
tiredness: tiredness
tireless: tireless
tissue: tissue,tissues
toe: toes
toil: toil,toiled
token: token,tokens
tolerate: tolerated
toll: toll
tom: tom
ton: ton
tone: tone
tongue: tongue,tongues
tonic: tonic
tool: tools
tooth: teeth
toothless: toothless
toots: toots
topic: topic
torment: torment
tormentor: tormentor,tormentors
tornado: tornado
toss: tossed
total: total
tote: tote
totem: totem
totter: tottered
touch: touch,touched,touches
tough: toughest
tow: towed
town: town
trace: trace,traces
track: track
trade: trade,traded
tradition: tradition
tragedy: tragedy
tragic: tragic
trail: trail,trails
train: train,trained
trait: trait,traits
tramp: tramping
trample: trampled
transform: transformed,transforming
transformation: transformation
transient: transient
transportation: transportation
trap: trap,traps
travail: travail
travel: travel,travelled,travelling
traveller: travellers
treacherous: treacherous
treacherously: treacherously
treachery: treachery
treasure: treasure
treat: treated
treatment: treatment
tree: tree,trees
treetop: treetops
tremble: trembled,trembling
tremendous: tremendous
trespasser: trespasser
tribesman: tribesmen
trice: trice
trick: trick,tricked,tricks
trickle: trickle,trickling
trifle: trifle
trim: trim
trip: trip,tripped
triumph: triumph
triumphantly: triumphantly
trot: trot,trotted
trouble: trouble
trouncing: trouncing
trouser: trouser
truce: truce
truck: truck,trucked
true: true
trunk: trunk,trunks
trust: trust
tubbing: tubbing
tucker: tuckered
tuition: tuition
tumble: tumbled
tween: tween
twilight: twilight
twist: twist,twisted
twitching: twitching
type: type
ultimately: ultimately
unable: unable
unaffected: unaffected
unafraid: unafraid
unaltered: unaltered
unapproachable: unapproachable
unaware: unaware
unbreakable: unbreakable
unbridled: unbridled
unbroken: unbroken
unbuilt: unbuilt
uncanny: uncanny
uncharted: uncharted
uncle: uncles
uncoil: uncoiled
unconcern: unconcern
unconscious: unconscious
unconsciously: unconsciously
uncontent: uncontent
uncouth: uncouth
uncowed: uncowed
underbrush: underbrush
underfeed: underfeeding
underfeeding: underfeeding
underfoot: underfoot
undergrowth: undergrowth
underhand: underhand
understand: understand,understood
understanding: understanding
undervalue: undervalued
undesirable: undesirable
undo: undid
undreamed: undreamed
unduly: unduly
unearth: unearthed
uneasily: uneasily
unending: unending
unendurable: unendurable
unexpected: unexpected
unfair: unfair
unfasten: unfastened
unfastened: unfastened
unfed: unfed
unfinished: unfinished
unheeded: unheeded
unhesitatingly: unhesitatingly
unhitch: unhitched
universal: universal
unjust: unjust
unkempt: unkempt
unknown: unknown
unload: unloaded
unlucky: unlucky
unmistakable: unmistakable
unmolested: unmolested
unnumbered: unnumbered
unpacked: unpacked
unpleasantly: unpleasantly
unpursued: unpursued
unresisting: unresisting
unrest: unrest
unrested: unrested
unruly: unruly
unseen: unseen
unsuspected: unsuspected
unswerving: unswerving
untold: untold
untouched: untouched
untreated: untreated
unusually: unusually
unutterable: unutterable
unuttered: unuttered
unwashed: unwashed
unwieldy: unwieldy
unwilling: unwilling
unwillingly: unwillingly
unwittingly: unwittingly
unwonted: unwonted
uppermost: uppermost
upright: upright
uproar: uproar
uproariously: uproariously
upstanding: upstanding
upward: upward
urgent: urgent
usual: usual
usurp: usurp
utensil: utensils
utter: uttered,uttering
utterly: utterly
vague: vague
vaguely: vaguely
vain: vain
vainly: vainly
vair: vair
valley: valley,valleys
valor: valor
vanish: vanish
vary: varying
vast: vast
vastness: vastness
vaunt: vaunt
veer: veered
vegetable: vegetable
vein: veins
venom: venom
venture: ventured
veranda: veranda
vexation: vexation
vibrant: vibrant
vicarious: vicarious
vicious: vicious
victim: victim
view: view,views
vigil: vigil,vigils
vigilant: vigilant
vigor: vigor
vigorously: vigorously
vii: vii
vilely: vilely
village: village
vine: vine,vines
violently: violently
virgin: virgin
virility: virility
virtue: virtue
visible: visible
vision: vision,visions
visitor: visitor
vital: vital
vitality: vitality
voice: voice,voiced,voices
void: void
volcano: volcanoes
voracious: voracious
wag: wagged
wager: wager
wages: wages
wagon: wagon
wail: wailing
wait: waited,waiting
wake: wake,waking
waken: wakens
walk: walk,walked
wall: wall,walls
walled: walled
wan: wan
wander: wandered,wandering
wantonness: wantonness
war: war
warily: warily
warm: warm,warmed,warmer
warmly: warmly
warning: warning
wary: wary
wash: wash,washed,washes
washing: washing
waste: waste,wasted
watch: watch,watched,watching
watchful: watchful
water: water,watering,waters
watercourse: watercourses
watershed: watershed
watery: watery
wave: wave,waves,waving
wax: waxed
wayfarer: wayfarers
weak: weak,weaker
weakly: weakly
weakness: weakness
wear: wearing,wore,worn
weary: weary,wearying
weather: weather
weazen: weazened
weazened: weazened
wedge: wedges
week: week,weeks
weep: weeping,wept
weigh: weighed
weight: weight
weird: weird
welfare: welfare
western: western
wet: wet
whale: whale
whaling: whaling
wheedlingly: wheedlingly
wheel: wheel
wheeler: wheeler
whereat: whereat
wherefore: wherefore
whiff: whiff
whimper: whimpered,whimpering
whine: whine,whined,whining
whip: whip,whipped,whips
whipping: whipping
whipsaw: whipsawed
whirl: whirl,whirled
whirlwind: whirlwind
whisper: whisper,whispered
whistle: whistling
white: white
whiteness: whiteness
whittle: whittled,whittling
whoa: whoa
whoop: whoop
whoso: whoso
wide: wide
wield: wielded
wife: wife,wives
wild: wild
wilder: wilder
wilderness: wilderness
wildfowl: wildfowl
wildly: wildly
wildness: wildness
wiliness: wiliness
willow: willow,willows
win: win
wind: wind,winds,wound
winded: winded
window: windows
wink: winking
winter: winter,winters
wintry: wintry
wipe: wiped,wiping
wisdom: wisdom
wise: wise
wistfully: wistfully
withhold: withheld
withstand: withstanding
witness: witness,witnessed
woe: woe
wolf: wolf,wolves
wolfish: wolfish
wolflike: wolflike
woman: woman,women
womanhood: womanhood
womb: womb
wonderful: wonderful
wonted: wonted
wood: wood,woods
wooded: wooded
woodpecker: woodpeckers
woody: woody
word: word
worker: worker
worm: wormed
worn: worn
worried: worried
worry: worry,worrying
worshipful: worshipful
worth: worth
worthily: worthily
worthless: worthless
wot: wot
wound: wound,wounded,wounds
wounded: wounded
wraith: wraith
wrangle: wrangled
wrap: wrap,wrapped
wrapping: wrappings
wrath: wrath
wreckage: wreckage
wrench: wrenched,wrenching
wrestle: wrestled,wrestling
wretched: wretched
wriggle: wriggled
wrinkle: wrinkled
write: written,wrote
writhe: writhed,writhing
wrong: wrong
yard: yard,yards
yawn: yawn,yawned
yawning: yawning
yearning: yearning,yearnings
yellow: yellow
yelp: yelp,yelped,yelping,yelps
yep: yep
youngster: youngster
youth: youth
yukon: yukon
zeal: zeal
