abandon: abandoned
threaten: threatened,threatening
threepence: threepence
thresh: thresh
threshing: threshing
threshold: threshold
thrice: thrice
thrift: thrift
thriftless: thriftless
thrill: thrill
thrilling: thrilling
thro: thro
throw: threw,throw,throwing,thrown,throws
thrust: thrust
thunder: thunder,thundering
thwart: thwart,thwarted
thyme: thyme
ticket: ticketed,tickets
tide: tide
tideway: tideway
tidy: tidied
tie: tie,tied
tight: tight
tighten: tighten,tightening
time: time,times
times: times
timid: timid
tin: tin
tind: tind
tinfoil: tinfoil
tinker: tinkering
tinkle: tinkled
tint: tints
tipsy: tipsy
tired: tired
tiresome: tiresome
title: title
toast: toast
tobacco: tobacco
toby: toby
toe: toes
toil: toil,toiled
tolerable: tolerable
tolerably: tolerably
tolerant: tolerant
tolerate: tolerate
toleration: toleration
tom: tom
tomblike: tomblike
ton: ton,tons
tone: tone,tones
tongue: tongue,tongues
tonight: tonight
tony: tony
tool: tools
tooth: teeth
toothache: toothache
topic: topics
topics: topics
torch: torches
toro: toro
tortoise: tortoises
tory: tory
toss: toss,tossed,tosses,tossing
tossing: tossing
touch: touch,touched,touches
touching: touching
touchstone: touchstone
tour: tour,tours
tout: tout
tow: towed
tower: tower
town: town,towns
toy: toy
trace: trace,traced,tracing
tract: tract
trade: trade,traded
trademark: trademark
tradesman: tradesmen
tradition: tradition
traditional: traditional
tragedy: tragedy
tragic: tragic
train: train,trained
training: training
trait: trait,traits
trample: trampled
tranquillity: tranquillity
transaction: transactions
transcribe: transcribe,transcribed
transcription: transcription
transformation: transformation
tranship: transhipped
translation: translation,translations
transmigratory: transmigratory
transmission: transmission
transmit: transmitted
transport: transported
trapped: trapped
traveller: travellers
travels: travels
treacherous: treacherous
treachery: treachery
tread: tread,trod
treasure: treasure,treasures
treat: treat,treated
treatise: treatise
treatment: treatment
tree: trees
tremble: trembled,trembling
tremendous: tremendous
trenchancy: trenchancy
trenchant: trenchant
trenchantly: trenchantly
trepidation: trepidation
trespass: trespasses
trial: trial,trials
tribe: tribes
tributary: tributary
trick: tricks
tricolour: tricolour
trifle: trifle,trifles
trifling: trifling
trip: trip,tripped
triplet: triplet
triumph: triumph,triumphs
triumphant: triumphant
trivets: trivets
troilus: troilus
trois: trois
troop: troop
trooper: trooper,troopers
troops: troops
trophy: trophy
trot: trots
trouble: trouble,troubles
troubled: troubled
trousers: trousers
truck: trucks
true: true
trust: trust,trusting
trustfully: trustfully
truth: truth,truths
truthfulness: truthfulness
tu: tu
tub: tub
tube: tube
tubing: tubing
tuesday: tuesday
tuft: tufts
tug: tug
tumultuous: tumultuous
tune: tune
turban: turbaned,turbans
turbulent: turbulent
turf: turfed
turkish: turkish
turks: turks
turner: turner
turnip: turnips
turtle: turtle
tutoiement: tutoiement
tutor: tutor
tutoyer: tutoyer
twelfth: twelfth
twill: twill
twine: twined
twist: twisted
twisted: twisted
twofold: twofold
twopenny: twopenny
type: types
typhoid: typhoid
typical: typical
tyrant: tyrant
ubiquity: ubiquity
ugh: ugh
ugly: ugly
ultimate: ultimate
ultimately: ultimately
unable: unable
unaccountable: unaccountable
unaffectedly: unaffectedly
unaided: unaided
unalloyed: unalloyed
unalterable: unalterable
unannounced: unannounced
unapproachable: unapproachable
unattended: unattended
unavoidable: unavoidable
unbroken: unbroken
unceasing: unceasing
uncertain: uncertain
uncertainty: uncertainties,uncertainty
unchanged: unchanged
unchristian: unchristian
uncle: uncle
unclouded: unclouded
uncommon: uncommon
uncommonly: uncommonly
uncongenial: uncongenial
unconscious: unconscious
unconsciously: unconsciously
unconventional: unconventional
unconvinced: unconvinced
uncountable: uncountable
underlie: underlay
understand: understand,understood
understanding: understanding
undertake: undertaken,undertaking,undertook
undertaking: undertakings
undiscerned: undiscerned
undisturbed: undisturbed
undoubtedly: undoubtedly
unenforceability: unenforceability
unequal: unequal
unexpected: unexpected
unfailing: unfailing
unfair: unfair
unfit: unfit
unflagging: unflagging
unfold: unfolding,unfolds
unfortunate: unfortunate
unhappily: unhappily
unhappy: unhappy
unhealthy: unhealthy
unheard: unheard
unhurt: unhurt
uniform: uniform
unimpaired: unimpaired
uninjured: uninjured
unintellectual: unintellectual
union: union
unit: unit,units
unite: united
united: united
universally: universally
universe: universe
university: universities,university
unjustly: unjustly
unkind: unkind
unkindly: unkindly
unknown: unknown
unlettered: unlettered
unlink: unlink
unlucky: unlucky
unmannered: unmannered
unmannerly: unmannerly
unmarried: unmarried
unmoved: unmoved
unnatural: unnatural
unobserved: unobserved
unobtainable: unobtainable
unpaid: unpaid
unpleasant: unpleasant
unpractical: unpractical
unpretentiously: unpretentiously
unpunctuated: unpunctuated
unquestionably: unquestionably
unquiet: unquiet
unravel: unravel
unrest: unrest
unsanitary: unsanitary
unsatisfactory: unsatisfactory
unsavoury: unsavoury
unscientific: unscientific
unselfish: unselfish
unshaken: unshaken
unship: unship
unshipped: unshipped
unsolicited: unsolicited
unspeakable: unspeakable
unsuccessful: unsuccessful
unsuitable: unsuitable
untame: untamed
untethered: untethered
untrained: untrained
untried: untried
unusual: unusual
unweariable: unweariable
unwearied: unwearied
unwell: unwell
update: updated
uphill: uphill
upper: upper
upright: upright
uproarious: uproarious
upward: upward
urbanity: urbanity
urchin: urchins
uriah: uriah
useless: useless
user: user,users
usher: usher
usual: usual
ut: ut
utensil: utensils
utmost: utmost
utter: utter,uttered
utterance: utterance
utterly: utterly
vacancy: vacancy
vacuo: vacuo
vagabond: vagabonds
vagrant: vagrant
vague: vague
vain: vain
vainly: vainly
valencia: valencia
valley: valley,valleys
valour: valour
valuable: valuable,valuables
vanilla: vanilla
vanish: vanish
vanity: vanities,vanity
vanquish: vanquished
variation: variation,variations
variety: variety
vary: varied,varying
vast: vast
vastly: vastly
vegetable: vegetable
vegetation: vegetation
veil: veil
vein: vein,veins
vendor: vendors
venetian: venetian
vengeance: vengeance
ventilate: ventilate,ventilated
ventilated: ventilated
ventilation: ventilation
venture: venture,ventured
verbena: verbenas
verdure: verdure
verge: verge
vernon: vernon
verse: verse,verses
version: version
vertical: vertical
vertu: vertu
vessel: vessel,vessels
vexation: vexation
vicar: vicar
vicarage: vicarage
vicious: vicious
victim: victims
victor: victor
victory: victory
vie: vie,vied
view: view,viewed,viewing,views
vigorously: vigorously
vigour: vigour
vii: vii
village: village,villages
ville: ville
vincent: vincent
vint: vint
violate: violates
violence: violence
violent: violent
violently: violently
violin: violin
virile: virile
virtue: virtue,virtues
virus: virus
vis: vis
visible: visible
visibly: visibly
vision: vision,visions
visionary: visionary
visit: visit,visited,visits
visite: visite
visitor: visitor,visitors
vista: vistas
vitality: vitality
vivacity: vivacity
vivant: vivant
vive: vive
vivid: vivid
vividly: vividly
vizier: vizier
vocalisation: vocalisations
vociferate: vociferating
voice: voice,voices
voiced: voiced
void: void
volcano: volcano
volley: volley
voltaire: voltaire
volume: volume,volumes
voluntary: voluntary
volunteer: volunteer,volunteered,volunteers
vote: voted
vow: vow,vowed,vowing
vowel: vowel
voyage: voyage,voyages
voyages: voyages
vulgarity: vulgarity
wages: wages
wait: wait,waiting
wake: wake,woke
waken: wakened
wales: wales
walk: walk,walked,walking,walks
wall: wall,walls
wander: wander,wandering
wantonly: wantonly
wantonness: wantonness
war: war,wars
ward: ward
warehouse: warehouse,warehouses
warfare: warfare
warm: warm,warmer
warmly: warmly
warning: warning
warrant: warrant
warranty: warranties,warranty
wash: washed,washing
waste: waste,wasted
watch: watch,watched,watches,watching
watchfulness: watchfulness
water: water,watering,waters
watering: watering
watt: watt
wave: wave,waves
wax: waxed
wayfarer: wayfarers
weak: weak,weaker
weaken: weaken
weakness: weakness,weaknesses
wealth: wealth
weapon: weapons
wear: wear,wearing,wore,worn
weariness: weariness
weary: weary
weather: weather
weave: weave,weaving,woven
weber: weber
wedding: wedding
wednesday: wednesday
weed: weeds
week: week,weeks
weep: weep,weeping
weigh: weigh,weighed,weighs
weight: weight
weird: weird
welsh: welsh
west: west
westward: westward
wet: wet,wetted,wetter
whatsoever: whatsoever
wheatstone: wheatstone
wheel: wheel
whereon: whereon
whiggish: whiggish
whip: whip,whips
whirr: whirr
whiskey: whiskey
whist: whist
whistle: whistle,whistles
whistler: whistler,whistlers
white: white
whiten: whiten
wholesome: wholesome
wholly: wholly
wide: wide,wider,widest
widow: widow
wife: wife,wives
wig: wig,wigging,wigs
wild: wild
wildest: wildest
wildly: wildly
wilfully: wilfully
william: william
williams: williams
willingly: willingly
winch: winch
wind: wind,winding,winds,wound
windmill: windmills
window: window,windows
windsor: windsor
windward: windward
windy: windy
wine: wine
wing: wings
wingless: wingless
wink: winking
winter: winter
wire: wire,wires
wiremen: wiremen
wiry: wiry
wisdom: wisdom
wise: wise
wisely: wisely
wisher: wishers
wit: wit
witch: witches
withdraw: withdrawn
withhold: withheld
witness: witness
witticism: witticism
witty: witty
woe: woe
woman: woman,women
womanly: womanly
wonderful: wonderful
wonderfully: wonderfully
wonted: wonted
wood: wood
woody: woody
worcester: worcester
word: word,worded
worker: worker
workman: workman,workmen
worms: worms
worn: worn
worship: worship
worth: worth
worthless: worthless
worthy: worthier,worthy
wound: wound,wounded
wrangle: wrangle,wrangles
wrap: wrapped,wraps
wrapping: wrappings
wreck: wreck
wretched: wretched
wriggle: wriggling
write: write,writes,writing,written,wrote
writer: writer,writers
writing: writing
wrong: wrong
yacht: yacht,yachts
yard: yards
yarn: yarn
yearly: yearly
yellow: yellow
yelp: yelp
yeoman: yeoman
yeomanry: yeomanry
yesterday: yesterday
yield: yield
york: york
yorkshire: yorkshire
youth: youth
youthful: youthful
youthfully: youthfully
youthfulness: youthfulness
zeal: zeal
zealot: zealots
zealous: zealous
zither: zither
zouave: zouave
