aaron: aaron
difficulty: difficulties,difficulty
diffidence: diffidence
dig: dig,digging,dug
digestion: digestion
digger: digger
digging: digging
dignified: dignified
dignity: dignity
dilate: dilated
dilettante: dilettante
diligent: diligent
diligently: diligently
dim: dim
dimension: dimensions
diminish: diminished,diminishing
dimming: dimming
dimness: dimness
dimpled: dimpled
dingey: dingey
dingy: dingy
dinner: dinner,dinners
dip: dip,dipped,dipping,dips
dire: dire,direst
direct: direct,directed,directs
direction: direction,directions
directness: directness
dirty: dirtied,dirty,dirtying
disagreeable: disagreeable
disappoint: disappointed
disappointment: disappointment
disbelief: disbelief
disc: discs
discard: discard,discarded,discarding
discern: discern
discharge: discharge
disciple: disciple,disciples
discipline: discipline
disconnected: disconnected
discontented: discontented
discord: discord
discordancy: discordancy
discordant: discordant
discourse: discourse
discover: discover,discovered
discovery: discoveries,discovery
discreet: discreet
discreetly: discreetly
discretion: discretion
discriminate: discriminate
discrimination: discrimination
discuss: discussing
discussion: discussion
disdain: disdain,disdaining
disease: disease,diseases
diseased: diseased
disfigure: disfigure
disfigurement: disfigurement
disgrace: disgraced
disguise: disguise,disguised,disguises
disgust: disgust
disgusting: disgusting
dish: dish,dishes
disjointed: disjointed
disk: disk
dislike: dislikes
dismal: dismal
dismantle: dismantled,dismantling
dismember: dismembers
dispense: dispense,dispensed
display: display,displayed,displays
disport: disport
disposal: disposal
disposed: disposed
disposition: dispositions
dispute: dispute,disputed,disputes
disreputable: disreputable
dissatisfaction: dissatisfaction
dissect: dissect
dissection: dissection
dissector: dissector
dissolution: dissolution
dissolve: dissolved
distance: distance,distances
distant: distant
distemper: distemper
distinct: distinct
distinction: distinction
distinctive: distinctive
distinctly: distinctly
distinctness: distinctness
distinguish: distinguish,distinguished
distinguished: distinguished
distort: distorted,distorting
distorted: distorted
distortion: distortion,distortions
distract: distract
distraction: distraction
district: districts
distrust: distrust
disturb: disturb,disturbed
disturbance: disturbance
disturber: disturber
dive: dive
divert: diverted
divide: divide,divided,divides,dividing
divided: divided
dividing: dividing
divine: divine
diving: diving
divinity: divinity
division: divisions
divorce: divorce
dizzy: dizzy
dobson: dobson
docken: docken
doctor: doctor
doctrine: doctrines
dodge: dodges
doff: doffed,doffs
dog: dog,dogged,dogs
doge: doge
dogma: dogma
dogmatism: dogmatism
doings: doings
doll: doll,dolls
dome: domes
dominant: dominant
dominate: dominate
donkey: donkeys
donor: donor
doom: doom,doomed
door: door,doors
doorstep: doorstep
doorway: doorway,doorways
dormant: dormant
dose: dose,doses
dot: dots
dote: doted
double: double
doublet: doublet
doubly: doubly
doubt: doubt
doubtless: doubtless
dove: dove
dovetail: dovetail
dow: dow
dowered: dowered
downward: downward
doze: dozing
dozen: dozen,dozens
drag: drag,dragged,dragging
draggle: draggled,draggles
dragon: dragon,dragons
drake: drake
dramatist: dramatist
drape: drape,draped,drapes
drapery: draperies,drapery
draping: draping
draught: draught
draughtsman: draughtsman,draughtsmen
draughtsmen: draughtsmen
draw: draw,drawing,drawn,draws,drew
drawer: drawers
drawing: drawing,drawings
dread: dread
dream: dream,dreaming,dreams,dreamt
dreamer: dreamers
dreamland: dreamland
dreamless: dreamless
dreamy: dreamy
dreary: dreary
dress: dress,dressed,dresses
dressed: dressed
dressing: dressing
dressmaker: dressmaker,dressmakers
drift: drift,drifted,drifting,drifts
drink: drank,drink,drinking,drinks
drinking: drinking
drive: driven,driving
driver: driver,drivers
droop: droop,drooping
drop: drop,dropped,dropping,drops
dropping: droppings
drown: drown,drowned,drowning
drug: drug
druids: druids
drunken: drunken
drunkenness: drunkenness
dry: dried,drier,dry,drying
duchess: duchess
duck: ducks
duke: duke
dull: dull
duma: dumas
dumas: dumas
dun: dun
duskiness: duskiness
dusky: dusky
dust: dust,dusting
dusty: dusty
dutch: dutch
dutchman: dutchman
dutchmen: dutchmen
duty: duties,duty
dwarf: dwarfs
dwell: dwell
dweller: dwellers
dye: dye,dyed,dyes
dyed: dyed
dyspepsia: dyspepsia
dyspeptic: dyspeptic
eager: eager
eagerly: eagerly
eagle: eagle
ear: ear,ears
earl: earl
earn: earn,earned
earnest: earnest
earnestness: earnestness
earth: earth,earths
earthenware: earthenware
earthly: earthly
ease: ease
easel: easel
easily: easily
east: east
eastern: eastern
easy: easier,easiest,easy
eat: eat,eaten,eating,eats
eating: eating
ebony: ebony
ecce: ecce
eccentric: eccentric
eccentricity: eccentricities,eccentricity
ecclesiastic: ecclesiastic
echo: echo
eclipse: eclipsed
economy: economy
ecstasy: ecstasies,ecstasy
ecstatic: ecstatic
eden: eden
edge: edge,edges
edifice: edifices
edinburgh: edinburgh
edition: edition,editions
editions: editions
editor: editor
edmund: edmund
educate: educate,educated,educates,educating
educated: educated
education: education
educative: educative
effective: effective
effects: effects
effectual: effectual
effie: effie
effort: effort,efforts
effortless: effortless
egg: egg
egotism: egotism
egypt: egypt
egyptian: egyptian,egyptians
eighteen: eighteen
eighth: eighth
elaborate: elaborate
elaboration: elaboration
elastic: elastic
elated: elated
elbow: elbow
elder: elder
elders: elders
electric: electric
elegance: elegance
element: element
elephant: elephant
elevate: elevate,elevating
elevated: elevated
elevation: elevation
eleventh: eleventh
elf: elves
eliot: eliot
ellipsis: ellipses
elm: elm
elongate: elongated
eloquently: eloquently
emanate: emanates
embalm: embalmed
embarkation: embarkation
embellishment: embellishment
ember: embers
emblazon: emblazoned
emblem: emblems
embodiment: embodiment,embodiments
embody: embodied,embodies,embody,embodying
emboss: embossed
embrace: embrace,embraces,embracing
embryo: embryo
emerald: emerald
emergency: emergencies
emotion: emotion,emotions
emotional: emotional
emotionless: emotionless
emphasise: emphasise
empire: empire
employ: employ
emptiness: emptiness
emulate: emulate
emulsion: emulsions
en: en
enable: enable,enabled,enabling
enclose: enclosed
encounter: encounter,encountered
encourage: encourage
encouragement: encouragement
encrust: encrusted
encumbrance: encumbrances
endeavour: endeavour,endeavoured
endless: endless
endow: endow,endowed,endows
endurance: endurance
endure: endure,endured,endures,enduring
enduring: enduring
enemy: enemies,enemy
energetic: energetic
energy: energies,energy
enervate: enervate,enervating
engage: engaged
engagement: engagement,engagements
engender: engender
engine: engine,engines
engineer: engineer
england: england
english: english
englishman: englishman
englishmen: englishmen
engrave: engraved
engraver: engraver,engravers
engraving: engraving,engravings
engross: engrossed
engrossment: engrossment
engulf: engulf
enhance: enhancing
enjoy: enjoy,enjoying
enjoyment: enjoyments
enlighten: enlighten
enlist: enlisted
ennoble: ennoble,ennobled,ennobling
enoch: enoch
enrage: enraged
enrich: enriched
enshrine: enshrine
ensign: ensign
enslave: enslave
entail: entailed
enter: enter,entered,enters
entertain: entertained
entertaining: entertaining
entertainment: entertainment
enthusiasm: enthusiasm
enthusiast: enthusiast
entire: entire
entitle: entitled
entrust: entrusted
enumerate: enumerate
envelop: enveloped
enviable: enviable
envied: envied
envy: envy,envying
ephraim: ephraim
epicure: epicures
epicurean: epicurean
episode: episode
epoch: epoch,epochs
equal: equal
equality: equality
equally: equally
equivalent: equivalent,equivalents
era: era
eradicate: eradicate,eradicated
ere: ere
ergo: ergo
ernest: ernest
eros: eros
err: err,erred,erring
erratic: erratic
erroneous: erroneous
erroneously: erroneously
error: error,errors
erudite: erudite
escape: escape,escaped
esquire: esquires
essay: essay
essence: essence
essential: essentials
establish: established
establishment: establishment
esther: esther
estimate: estimate
estimation: estimation
etcher: etcher,etchers
etching: etching,etchings
eternal: eternal
eternity: eternity
ether: ether
ethereal: ethereal
ethic: ethic
ethical: ethical
etiquette: etiquette
eucalyptus: eucalyptus
euclid: euclid
eunuch: eunuch
europe: europe
evaporation: evaporation
eve: eve
evening: evening
evenness: evenness
event: event,events
eventually: eventually
everlasting: everlasting
everyday: everyday
evidence: evidence,evidences
evident: evident
evil: evil,evils
evolution: evolution
exact: exact
exacting: exacting
exactitude: exactitude
exaggerate: exaggerated
exaggerated: exaggerated
exaggeration: exaggeration
exalt: exalted
examination: examination
examine: examine,examined,examining
examiner: examiner
exceedingly: exceedingly
excellence: excellence
excellent: excellent
excepting: excepting
exception: exception,exceptions
exchange: exchange
excited: excited
excitement: excitement,excitements
exciting: exciting
exclaim: exclaiming
exclusively: exclusively
excruciating: excruciating
excuse: excuse,excuses
execute: execute,executed
execution: execution
exemplary: exemplary
exemplify: exemplify
exercise: exercise,exercises
exert: exerts
exertion: exertion,exertions
exhalation: exhalations
exhaust: exhausted
exhausted: exhausted
exhaustion: exhaustion
exhaustless: exhaustless
exhibit: exhibit,exhibited,exhibits
exhibition: exhibition,exhibitions
exhibitions: exhibitions
exist: exist
existence: existence
exotic: exotic
expand: expanded
expect: expect,expected
expectant: expectant
expend: expend,expended,expends
expense: expense
expensive: expensive
experience: experience,experienced
experienced: experienced
experiment: experiment,experiments
experimentalist: experimentalists
expert: experts
explain: explain,explained,explaining
explanation: explanation
explode: exploded
explore: explore
expose: expose,exposed,exposing
exposition: exposition
exposure: exposure
express: express,expressed,expresses,expressing
expression: expression,expressions
expressional: expressional
expressionless: expressionless
expressions: expressions
expressive: expressive
expressly: expressly
exquisite: exquisite
extend: extends
extensive: extensive
extent: extent
extinct: extinct
extol: extol,extolling
extra: extra
extraordinary: extraordinary
extravagance: extravagance,extravagances
extravagant: extravagant
extravagantly: extravagantly
extreme: extreme,extremes
extremely: extremely
exuberant: exuberant
exultation: exultation
eye: eye,eyes
eyebrow: eyebrows
eyed: eyed
eyesight: eyesight
fabric: fabric
faced: faced
facile: facile
facility: facilities
facing: facings
facsimile: facsimile
factor: factor
factory: factory
faculty: faculties,faculty
fade: fade,faded,fading
fag: fag
fail: fail,failed,fails
failing: failings
failure: failure,failures
fain: fain
faint: faint,fainted,faintest
faintly: faintly
fair: fair,fairer,fairest,fairs
fairness: fairness
fairy: fairies,fairy
fairyland: fairyland
faith: faith
faithful: faithful
faithfully: faithfully
fake: fake
falcon: falcon
fall: fall,fallen,falling,falls,fell
fallacy: fallacies,fallacy
fallow: fallow
false: false
falsehood: falsehood,falsehoods
falseness: falseness
falsetto: falsetto
falsify: falsified
fame: fame
familiar: familiar
familiarity: familiarity
family: families,family
famished: famished
famous: famous
fan: fan,fans
fancied: fancied
fancy: fancies,fancy,fancying
fantastic: fantastic
farcical: farcical
farthing: farthing
fascinate: fascinated
fascinating: fascinating
fascination: fascination
fashion: fashion,fashioned,fashions
fashionable: fashionable
fashioned: fashioned
fast: fast
fasten: fastened,fastens
fastidious: fastidious
fasting: fastings
fat: fat
fatal: fatal
fatalistic: fatalistic
fate: fate,fated
fates: fates
father: father,fathers
fatigue: fatigue
fault: fault,faults
faultless: faultless
faultlessly: faultlessly
faulty: faulty
fauna: fauna
faust: faust
favour: favour,favoured
favourable: favourable
favoured: favoured
favourite: favourite
fawn: fawn
fear: fear,feared,fears
fearful: fearful
fearfully: fearfully
fearsome: fearsome
feast: feast
feat: feat,feats
feather: feather,feathers
feathery: feathery
feature: feature,featured,features
february: february
fee: fee
feeble: feeble
feebleness: feebleness
feebly: feebly
feed: feed
feeding: feeding
feel: feel,feeling,feels
feeling: feeling,feelings
fellow: fellow,fellows
fells: fells
female: female
fen: fen
fence: fence
fern: fern,ferns
ferociousness: ferociousness
fertile: fertile
fertility: fertility
fervency: fervency
festive: festive
festoon: festooning,festoons
fetter: fetters
fever: fever
fevered: fevered
fibre: fibre
fickle: fickle
fickleness: fickleness
fiction: fiction
fiddle: fiddling
fiddler: fiddler
fidelity: fidelity
field: field,fields
fiend: fiend
fierce: fierce
fiery: fiery
fifteenth: fifteenth
fight: fight,fighting,fights,fought
fighting: fighting
figure: figure,figures
fil: fils
filippo: filippo
film: film,films
filmy: filmy
filter: filtering
final: final
finale: finale
finally: finally
finder: finders
fine: fine,finer,finest
finely: finely
finger: finger,fingers
finicky: finicky
finish: finish,finished,finishing
finished: finished
finishing: finishing
fir: fir
firm: firm,firmer
firmly: firmly
firmness: firmness
fish: fish
fisher: fisher
fishing: fishing
fist: fists
fit: fit,fits
fitch: fitches
fitful: fitful
fitting: fitting
fixative: fixative
fixed: fixed
fizz: fizzing
flaccid: flaccid
flag: flags
flake: flakes
flame: flame,flames,flaming
flank: flank
flap: flap,flapping
flare: flaring
flash: flash,flashes,flashing
flashing: flashing
flashy: flashy
flat: flat,flatter
flatly: flatly
flatness: flatness
flatten: flattened
flatterer: flatterers
flattery: flattery
flavour: flavour
flaw: flaw
flawless: flawless
fleck: fleck,flecks
fleecy: fleecy
fleet: fleet
fleeting: fleeting
flemish: flemish
flesh: flesh
flexible: flexible
flick: flick
flicker: flicker
flight: flight
flimsy: flimsy
fling: fling,flinging,flings,flung
flip: flip
flirt: flirt
flit: flitting
float: float,floated,floating,floats
flock: flock
flood: flood,flooded,floods
floor: floor,floors
flop: flops
florent: florent
flounce: flounce,flounces
flounder: flounder
flourish: flourishes,flourishing
flow: flow,flowing
flower: flower,flowered,flowers
fluctuate: fluctuate
fluke: flukes
flush: flush,flushed
fluted: fluted
flutter: flutter,fluttered,fluttering
fly: flew,flies,flown,fly,flying
foam: foam
focus: focus,focussing
foe: foe
foeman: foeman
fog: fog,fogs
foil: foils
fold: fold,folds
foldless: foldless
foliage: foliage
folk: folk
follow: follow
follower: follower,followers
folly: follies,folly
fond: fond
fondle: fondle,fondled
fondly: fondly
fondness: fondness
food: food
fool: fool,fools
foolish: foolish
foolishly: foolishly
foot: feet,foot
footed: footed
footlights: footlights
footnotes: footnotes
footstep: footsteps
footstool: footstool
fop: fop
forbearance: forbearance
forbid: forbid,forbidding
forbidden: forbidden
force: force,forced,forces,forcing
forcible: forcible
fore: fore
forecast: forecast
forecastle: forecastle,forecastles
forefather: forefather
foreground: foreground,foregrounds
forehead: forehead,foreheads
foreign: foreign
forenoon: forenoon
foresee: foresee
foreshorten: foreshortened,foreshortening
forest: forest
foretaste: foretaste
forethought: forethought
forge: forge,forged
forget: forget,forgetting,forgotten
forgetfulness: forgetfulness
forgive: forgive
fork: fork
form: form,formed,forming,forms
formal: formal
formation: formation
formidable: formidable
forsake: forsake
forte: forte
fortunate: fortunate
fortunately: fortunately
fortune: fortune
forwards: forwards
fossil: fossils
fossilised: fossilised
foster: foster
foul: foul
foundation: foundation
founder: founder,founders
fourteen: fourteen
fourteenth: fourteenth
fourth: fourth
fowl: fowl
foxglove: foxglove
fra: fra
fragile: fragile
fragility: fragility
fragment: fragment,fragments
fragrant: fragrant
frail: frail
frailty: frailties
frame: frame,frames,framing
france: france
francisca: francisca
franciscan: franciscan
francisco: francisco
francois: francois
frankly: frankly
frantic: frantic
fraternal: fraternal
frau: frau
fraudulent: fraudulent
frederick: frederick
freedom: freedom
freehand: freehand
freely: freely
freemasonry: freemasonry
freighted: freighted
french: french
frenchy: frenchy
frenzied: frenzied
frequent: frequent
fresco: fresco,frescoes
fresh: fresh
freshness: freshness
fret: fret
friar: friar
friend: friend,friends
friendly: friendly
friendship: friendship,friendships
frieze: friezes
frigate: frigate,frigates
frilling: frillings
fringe: fringes
frith: frith
frivolity: frivolities,frivolity
fro: fro
frock: frock
frolic: frolic,frolics
frontispiece: frontispiece
frost: frost
froth: froth
fruit: fruit,fruits
fruition: fruition
fugitive: fugitive
fulfil: fulfil,fulfilled,fulfils
fulfilment: fulfilment
fulness: fulness
fume: fumes
fungus: fungi,fungus
funny: funny
fur: fur,furs
furious: furious
furl: furled
furlough: furlough
furniture: furniture
furrow: furrows
furry: furry
fury: fury
furze: furze
fuse: fused
fussy: fussy
future: future
futurity: futurity
gabriel: gabriel
gaily: gaily
gain: gain,gained,gaining,gains
gait: gait
gale: gale
gall: gall
gallantly: gallantly
gallantry: gallantry
gallery: galleries,gallery
galley: galley,galleys
galling: galling
gallop: galloping
game: game,games
garden: garden,gardens
gardener: gardener,gardeners
garish: garish
garland: garlands
garment: garment,garments
garret: garret
garter: gartered
gas: gas
gasp: gasp,gasping
gate: gate,gates
gateway: gateway,gateways
gather: gather,gathered,gathering,gathers
gaudy: gaudy
gauge: gauge,gauged
gaunt: gaunt
gauze: gauze
gay: gay
gaze: gaze,gazed,gazes,gazing
gazette: gazette
gear: gear
gem: gems
generate: generated
generation: generation,generations
generosity: generosity
generous: generous
generously: generously
genesis: genesis
genius: genius
gentile: gentile
gentle: gentle
gentleman: gentleman
gently: gently
geological: geological
geologist: geologist
geology: geology
george: george
gerard: gerard
german: german
germany: germany
gesture: gesture
ghastly: ghastly
ghost: ghost,ghosts
ghostly: ghostly
ghoul: ghoul,ghouls
giant: giant,giants
gibber: gibber
giddy: giddy
gift: gift,gifted,gifts
gifted: gifted
gigantic: gigantic
gild: gild,gilds
gilded: gilded
gilt: gilt
giovanni: giovanni
girl: girl,girls
girth: girth
giulio: giulio
giver: giver
glad: glad
glade: glade,glades
glamour: glamour
glance: glance,glancing
glare: glare,glaring
glaring: glaring
glasgow: glasgow
glass: glass,glasses
glaze: glaze,glazing
glazing: glazing,glazings
gleam: gleam,gleaming,gleams
glean: glean,gleaned
gleaner: gleaners
glide: glide,glided,glides,gliding
glimpse: glimpse,glimpses
glisten: glistening
glitter: glitter,glittering
gloat: gloating
globe: globe,globes
globule: globules
gloom: gloom
gloomy: gloomy
glorify: glorified,glorifies
glorious: glorious
glory: glories,glory
gloss: gloss
glove: gloves
gloved: gloved
glow: glow,glowing,glows
glue: glue
gnarl: gnarled
gnarled: gnarled
gnarling: gnarling
gnaw: gnawing
goal: goal
goat: goats
gobble: gobbled
god: god,gods
goddess: goddess
godlike: godlike
gods: gods
goethe: goethe
gold: gold
golden: golden
golgotha: golgotha
gondola: gondola
gopher: gopher
gore: gore
gorgeous: gorgeous
gospel: gospel
gossamer: gossamer
gossip: gossip
gothic: gothic
govern: govern
government: government
gown: gown
grab: grabbing
grace: grace
graceful: graceful
gracefully: gracefully
gracious: gracious
gradate: gradating
gradation: gradation,gradations
grade: grade,grades
gradually: gradually
grain: grain,grained,graining,grains
grainer: grainer,grainers
graining: graining
graminivorous: graminivorous
grammar: grammar
grand: grand,grandest
grandeur: grandeur
grandfather: grandfathers
grandly: grandly
granite: granite,granites
grant: grant,granted
grape: grape
graphic: graphic
grapple: grappled,grappling
grasp: grasp
grass: grass,grasses
grateful: grateful
gratification: gratification
gratified: gratified
gratify: gratified,gratify
grave: grave
gravely: gravely
graven: graven
graze: graze,grazed
greased: greased
greatly: greatly
greatness: greatness
greece: greece
greed: greed
greedily: greedily
greek: greek,greeks
green: green,greens
greet: greet
grey: grey,greyer,greys
greyhound: greyhounds
grief: grief,griefs
grim: grim
grime: grimed
grin: grin,grins
grind: grinding,ground
grip: grip,grips
groan: groan,groans
grocer: grocer
gross: gross,grosser
grotesque: grotesque
grotto: grottoes
ground: ground,grounded
grounds: grounds
groundwork: groundwork
grovel: grovel,grovelling,grovels
grow: grew,grow,growing,grown,grows
growing: growing
growl: growling
growth: growths
grub: grubs
gruesome: gruesome
grumble: grumble
guard: guard
guardian: guardian
guess: guess
guesswork: guesswork
guest: guest,guests
guidance: guidance
guide: guide,guided,guides,guiding
guido: guido
guilt: guilt
guilty: guilty
guinea: guinea,guineas
gull: gull
gully: gully
gulp: gulp
gum: gum
gun: guns
habit: habit,habits
habitual: habitual
habituate: habituated
hack: hack
hag: hag
haggard: haggard
hail: hail
hair: hair,hairs
haired: haired
hal: hals
hall: hall
halo: halo
hals: hals
halt: halted
hammer: hammering
hand: hand,handed,handing,hands
handbook: handbook
handed: handed
handful: handful
handicap: handicapped
handkerchief: handkerchief
handle: handle,handled,handles
handling: handling
handsomely: handsomely
handy: handiest,handy
hang: hang,hanging,hangs,hung
hanger: hangers
hanging: hangings
hankering: hankerings
hannibal: hannibal
hanover: hanover
hans: hans
hapless: hapless
happiness: happiness
happy: happier,happy
harass: harassing
harbour: harbour
hard: hard,harder,hardest
harden: harden,hardened
hardship: hardship
hardworking: hardworking
hardy: hardy
hark: harks
harlequin: harlequin
harmonious: harmonious
harmoniously: harmoniously
harmonise: harmonise,harmonising
harmony: harmonies,harmony
harp: harp
harper: harper
harry: harry
harsh: harsh,harshest
harvey: harvey
hash: hashed
haste: haste
hasty: hasty
hat: hat,hats
hatch: hatching
hatching: hatching,hatchings
hate: hate
hatred: hatred
haul: hauled
haunting: haunting
hay: hay
haze: haze,hazes
hazy: hazy
head: head,headed,heads
header: header
heading: heading,headings
headpiece: headpieces
headsman: headsman
health: health
healthy: healthy
heap: heap
hear: hear,heard,hearing,hears
hearken: hearkened
heart: heart,hearts
heartburn: heartburn
hearth: hearths
heartless: heartless
hearty: hearty
heat: heat,heated,heats
heathen: heathens
heathenism: heathenism
heather: heather
heaven: heaven,heavens
heavenward: heavenward
heavily: heavily
heaviness: heaviness
heaving: heaving
heavy: heavy
hebrew: hebrew
hedge: hedge,hedged
heed: heed,heeding
heel: heel,heels
heeled: heeled
height: height,heights
heighten: heightening
helen: helen
helpful: helpful
helpless: helpless
helpmate: helpmate
hen: hen
henry: henry
herald: herald
heraldry: heraldry
hercules: hercules
herd: herd,herds
herdman: herdman
hereditary: hereditary
hereward: hereward
heritage: heritage
hero: hero,heroes
heroic: heroic
heroically: heroically
heroine: heroine
herring: herring,herrings
hesitate: hesitate
hesitation: hesitation
hibernian: hibernian
hidden: hidden
hide: hidden,hide,hides,hiding
hideous: hideous
highland: highland
highlander: highlander
highly: highly
highway: highway
hill: hill,hills
hind: hind
hinder: hinder
hindoo: hindoo
hint: hint,hints
hints: hints
hip: hips
hire: hire,hired
historian: historian
historical: historical
history: histories,history
hit: hit,hits
hitherto: hitherto
hoarding: hoarding
hoarseness: hoarseness
hoary: hoary
hob: hob
hobble: hobble
hobby: hobby
hog: hog
hogarthian: hogarthian
hold: held,hold,holding,holds
hole: hole,holes
holiday: holiday,holidays
holland: holland
hollow: hollow
holy: holy
homely: homely
homer: homer
homeward: homeward
homo: homo
honest: honest
honestest: honestest
honestly: honestly
honesty: honesty
honey: honey
honeymoon: honeymoon
honeysuckle: honeysuckle
honour: honour,honoured,honours
honourless: honourless
hoof: hoof
hook: hooks
hoop: hoop
hop: hopped
hope: hope,hopes
hopeful: hopeful
hopeless: hopeless
hopelessly: hopelessly
horde: horde,hordes
horizon: horizon
horizontal: horizontal
horizontally: horizontally
horn: horn
horny: horny
horrible: horrible
horrid: horrid
horrified: horrified
horror: horror,horrors
hors: hors
horse: horse,horses
horseplay: horseplay
horses: horses
hosanna: hosanna
hospitable: hospitable
hospitality: hospitality
host: host,hosts
hostile: hostile
hot: hot
hotel: hotel
hound: hounds
hour: hour,hours
hourly: hourly
house: house,houses
household: household
hover: hovering,hovers
huddle: huddled
hue: hues
huge: huge
hugh: hugh
hugo: hugo
hulk: hulks
hull: hulls
hum: hum
human: human
humanitarian: humanitarian,humanitarians
humanitarianism: humanitarianism
humanity: humanity
humble: humble
humbleness: humbleness
humbug: humbug
hume: hume
humiliation: humiliation
humility: humility
humorous: humorous
humour: humour
humpy: humpy
hunchback: hunchback
hundredth: hundredth
hunger: hunger
hungry: hungry
hunt: hunt,hunted,hunts
hunter: hunters
hunting: hunting
huntress: huntress
hurricane: hurricane
hurricanes: hurricanes
hurried: hurried
hurry: hurry,hurrying
hurt: hurt,hurting
husband: husband,husbands
hush: hush,hushed
hut: hut
hygiene: hygiene
hymn: hymn,hymns
ice: ice
iconoclast: iconoclast
icy: icy
idea: idea,ideas
ideal: ideal,ideals
idealise: idealise
idealised: idealised
ideality: ideality
identify: identified
identity: identity
idiot: idiots
idiotic: idiotic
idle: idle,idling
idler: idler
idol: idol,idols
idolater: idolaters
ignoble: ignoble
ignorance: ignorance
ignorant: ignorant
ignore: ignores
iii: iii
illegitimate: illegitimate
illuminate: illuminated
illumine: illumined
illusion: illusion
illusive: illusive
illustrate: illustrate,illustrated
illustrated: illustrated
illustration: illustration,illustrations
illustrative: illustrative
illustrator: illustrator,illustrators
illustrious: illustrious
image: image,images
imagery: imagery
imaginary: imaginary
imagination: imagination
imaginative: imaginative
imagine: imagine,imagines
imagining: imaginings
imbibe: imbibed
imitate: imitate,imitated,imitates,imitating
imitating: imitating
imitation: imitation,imitations
imitative: imitative
imitator: imitator,imitators
immaculate: immaculate
immature: immature
immeasurable: immeasurable
immensely: immensely
immensity: immensity
immortal: immortal,immortals
immortalise: immortalised
immortality: immortality
impalpability: impalpability
impart: imparted,imparting,imparts
impartial: impartial
impartiality: impartiality
impassioned: impassioned
impassive: impassive
impatient: impatient
impecunious: impecunious
imperative: imperative
imperfect: imperfect
imperfection: imperfection,imperfections
imperial: imperial
imperishable: imperishable
impersonation: impersonation
impetuous: impetuous
implement: implements
importation: importations
importune: importuning
impose: impose
imposingly: imposingly
impossible: impossible
impostor: impostor,impostors
impotency: impotency
impregnate: impregnated,impregnates
impregnation: impregnation
impress: impress,impressed,impresses
impressed: impressed
impression: impression,impressions
impressionist: impressionist
impressionists: impressionists
impressions: impressions
imprint: imprint
imprison: imprisoned
improbable: improbable
impromptu: impromptu
improve: improve,improved,improving
improved: improved
improvement: improvement,improvements
improvise: improvise
imprudent: imprudent
impudence: impudence
impulse: impulse
impulsive: impulsive
impunity: impunity
impurity: impurities,impurity
inactive: inactive
inane: inane
inanimate: inanimate
inartistic: inartistic
inartistically: inartistically
incapacity: incapacity
incarnation: incarnation
incense: incense
inch: inch,inches
incident: incident,incidents
inclination: inclination,inclinations
incline: incline,inclined,inclines,inclining
inclined: inclined
incomplete: incomplete
incongruity: incongruities,incongruity
inconsistency: inconsistency
incontestable: incontestable
inconvenience: inconvenience
increase: increase,increased,increasing
incredulous: incredulous
inculcate: inculcate,inculcates
incurable: incurable
indebt: indebted
indebted: indebted
indecision: indecision
indefinite: indefinite
indefinitely: indefinitely
independence: independence
independent: independent
india: india
indiaman: indiaman
indian: indian,indians
indication: indications
indifference: indifference
indifferent: indifferent
indigent: indigent
indigestion: indigestion
indignant: indignant
indignation: indignation
indigo: indigo
indiscriminate: indiscriminate
indispensable: indispensable
indissoluble: indissoluble
indistinct: indistinct
individual: individual,individuals
individualise: individualise
individualism: individualism
individuality: individuality
individually: individually
indivisible: indivisible
induce: induced
inducement: inducement
indulge: indulge,indulged,indulging
indulgence: indulgence
industry: industry
inebriate: inebriates
inevitable: inevitable
infallible: infallible
infant: infant,infants
infection: infections
inferior: inferior
infernal: infernal
inferno: inferno
infinite: infinite
infinitely: infinitely
infinitesimal: infinitesimal
inflated: inflated
influence: influence,influenced,influences
inform: inform
infra: infra
infrequently: infrequently
infringe: infringe
ingenuity: ingenuity
ingratiating: ingratiating
inhabit: inhabit
inhabitant: inhabitants
inhale: inhale
inherit: inherit,inherited
iniquity: iniquity
initial: initial
initiate: initiated
injure: injuring
ink: ink
inlaid: inlaid
inland: inland
inlay: inlaid
inmost: inmost
innate: innate
innocence: innocence
innocent: innocent
innumerable: innumerable
inquire: inquire
insane: insane
insanely: insanely
insect: insect,insects
insensibly: insensibly
insert: inserted
insignificant: insignificant
insipid: insipid
insipidity: insipidity
insist: insist
insolence: insolence
inspiration: inspiration,inspirations
inspire: inspire,inspired,inspires,inspiring
instance: instance,instances
instant: instant
instantaneous: instantaneous
instantaneously: instantaneously
instep: instep
instinct: instinct,instincts
instinctively: instinctively
institute: instituted
institution: institution,institutions
instruct: instruct,instructing
instruction: instruction,instructions
instructive: instructive
instructor: instructor
instructress: instructress
instrument: instrument,instruments
insufferable: insufferable
intellect: intellect
intellectual: intellectual
intellectualism: intellectualism
intelligent: intelligent
intend: intend,intended
intense: intense
intensely: intensely
intensify: intensified,intensify
intensity: intensity
intention: intention,intentions
intentionally: intentionally
intercept: intercepts
intercourse: intercourse
interfere: interfere
interior: interior
interlace: interlacing
intermediate: intermediate
intermission: intermission
interpretation: interpretation
interruption: interruption
intersection: intersections
interval: intervals
intervene: intervening
intolerable: intolerable
intoxicating: intoxicating
intoxication: intoxication
intricacy: intricacies
intricate: intricate
intrinsic: intrinsic
