abandon: abandon,abandoned
observation: observation
observatory: observatory
observe: observed
obsolete: obsolete
obtainable: obtainable
occasion: occasion,occasioned,occasions
occasional: occasional
occasionally: occasionally
occupation: occupation,occupations
occupy: occupied,occupy,occupying
occur: occur,occurred
occurrence: occurrence,occurrences
ocean: ocean,oceans
oceanic: oceanic
october: october
odium: odium
offer: offer,offered,offers
office: office,offices
officer: officer,officered,officers
official: official,officials
oil: oil
oklahoma: oklahoma
oman: oman
ominous: ominous
online: online
onset: onset
openly: openly
operate: operating
operation: operations
opinion: opinion,opinions
opponent: opponent,opponents
opportunity: opportunities,opportunity
oppose: oppose,opposed
opposed: opposed
opposition: opposition
oppress: oppressed
oppressed: oppressed
oppression: oppression
oppressive: oppressive
oral: oral
orang: orang
orange: oranges
orator: orator
orderly: orderly
ordinarily: ordinarily
ordinary: ordinary
organ: organ
organization: organization,organizations
organizations: organizations
organize: organize,organized,organizing
organized: organized
organizer: organizer
orient: orient
origin: origin
original: original
originally: originally
originate: originate,originated,originating
originator: originator
ornament: ornament,ornamented,ornaments
ornamental: ornamental
orphan: orphan
orphanage: orphanage,orphanages
orthodox: orthodox
orthodoxy: orthodoxy
orthography: orthography
ostentation: ostentation
otis: otis
ottomans: ottomans
outbreak: outbreak
outcome: outcome
outdated: outdated
outline: outlines,outlining
outnumber: outnumbered,outnumbering
outpost: outpost
outrage: outrage,outrages
outrageous: outrageous
outrigger: outrigger
outsail: outsailed
outward: outward
outweigh: outweighed
overawe: overawe
overcome: overcame,overcome
overcrowding: overcrowding
overdrawn: overdrawn
overestimate: overestimated
overhaul: overhauled
overland: overland
overlook: overlooked
overlord: overlord
overpower: overpowering
overpowering: overpowering
overrun: overrun
overseer: overseers
overthrow: overthrew,overthrow,overthrown
overture: overtures
overwhelm: overwhelm,overwhelmed
overwhelmed: overwhelmed
overwhelming: overwhelming
overwork: overworked
owe: owe,owed,owes
owner: owner,owners
ownership: ownership
oxford: oxford
pablo: pablo
pacific: pacific
pacification: pacification
pacify: pacified,pacify
paco: paco
padre: padre
padres: padres
pagan: pagan,pagans
paint: painted
painter: painters
painting: painting,paintings
pais: pais
palace: palace,palaces
paler: paler
palestine: palestine
palm: palm,palms
pampanga: pampanga
pampangan: pampangan
pampango: pampango
pamphlet: pamphlet,pamphlets
pan: pans
panama: panama
pander: pandering
pangasinan: pangasinan
panic: panic
papacy: papacy
papal: papal
paper: paper,papers
papers: papers
paperwork: paperwork
papua: papua
papuan: papuan,papuans
par: par
para: para
paragraph: paragraph,paragraphs
paraguay: paraguay
parallel: paralleled
paralyze: paralyzed,paralyzing
pardo: pardo
pardon: pardon,pardoned
parent: parent,parents
parentage: parentage
parian: parian
paris: paris
parish: parish,parishes
parliament: parliament
parliamentary: parliamentary
parma: parma
parte: parte
partiality: partiality
partially: partially
participant: participants
participate: participate,participated
participation: participation
partisan: partisan
partition: partition,partitioned
partly: partly
party: parties,party
pascual: pascual
paseo: paseo
pass: pass,passed,passes,passing
passage: passage,passages
passenger: passengers
passer: passers
passing: passing
passion: passion,passions
passionate: passionate
passionately: passionately
pastoral: pastoral
paternal: paternal
path: path
patience: patience
patient: patient
patriot: patriots
patriotic: patriotic
patriotism: patriotism
patron: patron
patronage: patronage
pattern: pattern,patterns
paul: paul
paula: paula
pay: paid,pay,paying
payable: payable
payment: payment,payments
peace: peace,peaces
peaceable: peaceable
peaceful: peaceful
pearl: pearl,pearls
peasant: peasant
peasantry: peasantry
peculation: peculation,peculations
peculiar: peculiar
peculiarity: peculiarities
peculiarly: peculiarly
pedagogical: pedagogical
pedro: pedro
pekin: pekin
peking: peking
pelew: pelew
pen: pen
penalty: penalties,penalty
penetrate: penetrated
peninsula: peninsula
penitent: penitent
people: people,peopled,peoples
peoples: peoples
pepper: pepper
perceive: perceive
perfect: perfect,perfecting
perfection: perfection
perform: perform,performed,performing
performance: performance,performances
peril: peril,perils
perilous: perilous
period: period,periods
periodic: periodic
periodical: periodicals
periodically: periodically
perish: perish,perished
permanence: permanence
permanent: permanent
permanently: permanently
permission: permission
permit: permit,permits,permitted
perpetual: perpetual
perpetuate: perpetuate
perry: perry
persecute: persecuted
persecution: persecution,persecutions
persia: persia
persian: persian,persians
persist: persists
persistence: persistence
persistent: persistent
persistently: persistently
person: people,person,persons
personal: personal
pertain: pertaining
peru: peru
peso: peso,pesos
pest: pest
peters: peters
petition: petition,petitioned,petitioning,petitions
petty: petty
phase: phase
philip: philip
philippine: philippine
philippines: philippines
philologist: philologist
philosopher: philosophers
philosophy: philosophy
phonetic: phonetic
phrase: phrase
physical: physical
physician: physician,physicians
pi: pi
pick: pick
picket: pickets
picture: picture
picturesque: picturesque
picul: piculs
piece: piece,pieces
piety: piety
pig: pig,pigs
pilar: pilar
pile: piles
pillage: pillage
pillaging: pillaging
pillory: pillories,pillory
pilot: pilot,piloted
pine: pine
pint: pints
pintados: pintados
pioneer: pioneers
pious: pious
piracy: piracies,piracy
pirate: pirate,pirates,pirating
pirates: pirates
piratical: piratical
pisa: pisa
pitched: pitched
piteous: piteous
pitiless: pitiless
plain: plain,plains
plan: plan,planned,planning,plans
plane: plane
planet: planets
plant: plant,planted,planting,plants
planting: planting
plateau: plateau
play: play,played
playa: playa
plaza: plaza,plazas
pleasant: pleasant
pledge: pledged
plot: plot,plots,plotted,plotting
plotter: plotters
plume: plumes
plunder: plunder,plundered
po: po
poblacion: poblacion
pocket: pocket
poem: poems
poet: poet
poetry: poetry
police: police
policy: policy
polished: polished
politeness: politeness
political: political
politically: politically
politician: politician,politicians
politico: politico,politicos
politics: politics
polo: polo,polos
polynesian: polynesian
pomp: pomp
ponce: ponce
pontiff: pontiff
pontifical: pontifical
pony: pony
poor: poor,poorest
pope: pope
populace: populace
popular: popular
popularity: popularity
populate: populated
populated: populated
population: population,populations
populous: populous
por: por
porcelain: porcelain
pork: pork
port: port,ports
portable: portable
porter: porters
portion: portion,portioned,portions
porto: porto
ports: ports
portugal: portugal
portuguese: portuguese
position: position,positions
possess: possess,possessed,possesses
possession: possession,possessions
possibility: possibilities,possibility
post: post,posted,posts
postern: postern,posterns
posts: posts
pot: pots
potato: potato
pottery: pottery
poultry: poultry
pound: pounded
pour: poured,pouring
poverty: poverty
powder: powder
power: power,powers
powerful: powerful
powerless: powerless
practicable: practicable
practical: practical
practically: practically
practice: practice,practiced,practices
praise: praise
prao: prao,praos
prayer: prayers
preach: preach,preached,preaching
preacher: preachers
preaching: preaching
precede: preceded,preceding
precedent: precedent
precious: precious
precipitate: precipitated
precipitous: precipitous
precisely: precisely
precision: precision
predecessor: predecessor,predecessors
preface: preface
prefer: prefer
preference: preference
prehistoric: prehistoric
prejudice: prejudice,prejudices,prejudicing
prejudicial: prejudicial
prelate: prelate,prelates
preliminary: preliminary
premium: premiums
preparation: preparation,preparations
preparatory: preparatory
prepare: prepare,prepared,preparing
preparedness: preparedness
prepay: prepaid
prescribe: prescribed
presence: presence
presentation: presentation
presently: presently
preservation: preservation
preserve: preserve,preserved,preserving
preside: presided
president: president
presidio: presidio,presidios
press: press,pressed,pressing
prestige: prestige
pretension: pretensions
pretty: pretty
prevail: prevail,prevailed,prevailing,prevails
prevalence: prevalence
prevalent: prevalent
prevent: prevent,prevented
previous: previous
prey: prey,preying
price: price,prices
priceless: priceless
pride: pride
priest: priest,priests
priestess: priestesses
priesthood: priesthood
priests: priests
primary: primary
primer: primer
primitive: primitive
primo: primo
primus: primus
prince: prince,princes
princess: princess
principal: principal
principality: principalities,principality
principle: principle,principles
print: print,printed
printer: printers
printing: printing
prison: prison,prisons
prisoner: prisoner,prisoners
private: private
privateer: privateer
privilege: privilege,privileges
privileged: privileged
prize: prize,prized,prizes
probable: probable
procedure: procedure
proceed: proceed,proceeded,proceeding
proceedings: proceedings
process: process,processes
processing: processing
proclaim: proclaimed
proclamation: proclamation
procure: procure,procured
produce: produce,produced,producing
product: product,products
production: production,productions
productive: productive
profane: profaned
profess: professed,professing
profession: profession,professions
professor: professor
profit: profit,profits
profitable: profitable
profitless: profitless
profound: profound
profoundly: profoundly
progress: progress,progressed,progressing
progressive: progressive
prohibit: prohibit
prohibition: prohibition,prohibitions
project: project,projects
prominence: prominence
prominent: prominent
prominently: prominently
promise: promise,promised,promises,promising
promising: promising
promote: promoted,promoting
promotion: promotion
prompt: prompt
pronounce: pronounce,pronounced,pronouncing
pronunciation: pronunciation,pronunciations
proof: proof
proofread: proofread
proofreading: proofreading
propagation: propagation
proper: proper
properly: properly
property: properties,property
prophet: prophet
prophetic: prophetic
propitiate: propitiate
proportion: proportion,proportions
propose: proposed
proprietary: proprietary
prosecute: prosecuted,prosecuting
prosecution: prosecution
prospect: prospect
prosperity: prosperity
prosperous: prosperous
protect: protect,protected,protects
protection: protection
protective: protective
protector: protectors
protest: protest,protested,protests
protestant: protestant,protestants
protestantism: protestantism
proudly: proudly
prove: proved,proven
provide: provide,providing
province: province,provinces
provincial: provincial
provision: provision,provisioned,provisions
provisional: provisional
prowl: prowled
proximity: proximity
ptolemy: ptolemy
pu: pu
public: public
publica: publica
publication: publication,publications
publicly: publicly
publish: published
publishers: publishers
pueblo: pueblo,pueblos
puerto: puerto
punish: punish,punished,punishing
punishment: punishment,punishments
punitive: punitive
punta: punta
pupil: pupil,pupils
purchase: purchase,purchased
pure: pure
purely: purely
purify: purifying
purity: purity
purpose: purpose,purposes
purse: purse
pursue: pursue,pursued,pursuing
pursuer: pursuers
pursuit: pursuit,pursuits
push: pushed
pygmy: pygmies
quaint: quaint
quality: qualities,quality
quantity: quantities,quantity
quarrel: quarrel,quarrels
quarter: quarter,quarters
quartering: quartering
quebec: quebec
queen: queen
quest: quest
question: question,questions
queue: queue
qui: qui
quiangan: quiangan
quiapo: quiapo
quiet: quiet,quieted
quietly: quietly
quotation: quotations
quote: quote,quoted
race: race,races
races: races
radical: radical
rafael: rafael
raffle: raffles
raffles: raffles
rage: raged
raid: raided,raids
railroad: railroad
rain: rain,rains
rainy: rainy
raise: raise,raised,raising
raising: raising
raja: raja,rajas
rajah: rajah
ramon: ramon
rampart: rampart
ramsey: ramsey
range: range,ranges
rank: rank,ranked,ranks
ransom: ransom,ransomed
rapid: rapid
rapidity: rapidity
rapidly: rapidly
rare: rare
rarely: rarely
rashly: rashly
rattan: rattan
ravage: ravage,ravaged,ravaging
ravages: ravages
raven: raven
raw: raw
raze: razed
reach: reach,reached,reaches,reaching
react: react
reactionary: reactionary
read: read,reading,reads
readable: readable
reader: reader
readiness: readiness
reading: reading
ready: ready
reaffirm: reaffirmed
real: real,reales
reales: reales
realize: realize,realized
reap: reap
reason: reason,reasons
reasonable: reasonable
reasoning: reasoning
rebel: rebel,rebels
rebellion: rebellion,rebellions
rebellious: rebellious
rebirth: rebirth
rebuild: rebuilt
recall: recalled
receipt: receipt
receive: receive,received,receiving
reception: reception
recharter: rechartered
reckless: reckless
recklessly: recklessly
recognition: recognition
recognize: recognize,recognized,recognizes
recollect: recollect,recollects
recollects: recollects
reconcile: reconcile
reconquer: reconquer,reconquered
reconstruct: reconstructed
reconstruction: reconstruction
record: record,recorded,records
recount: recount,recounted,recounting,recounts
recover: recovered
recreation: recreation
recruit: recruited
recuperate: recuperating
recuperation: recuperation
red: red
rediscover: rediscovered
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
reduce: reduce,reduced
redundant: redundant
reef: reefs
refer: referred
reference: reference,references
reflect: reflected,reflects
reform: reform,reformed,reforming,reforms
reformation: reformation
reformer: reformer
refound: refounded
refounded: refounded
refounding: refounding
refuge: refuge
refund: refund
refuse: refuse,refused
regain: regained
regalo: regalo
regard: regard,regarded
regent: regent
regidor: regidor
regiment: regiment,regiments
regiments: regiments
region: region,regions
register: registered
registration: registration
regrettable: regrettable
regular: regular,regulars
regularly: regularly
regulate: regulate,regulating
regulation: regulations
reign: reign,reigning
reina: reina
reinforcement: reinforcements
reinstate: reinstate
reiterate: reiterated
relapse: relapse,relapses
relation: relation,relations
relationship: relationship,relationships
relative: relative
relaxed: relaxed
release: release,released
reliable: reliable
relic: relics
relief: relief
relieve: relieve,relieved
relieved: relieved
religion: religion,religions
religious: religious
relinquish: relinquish
rely: relied,rely
remain: remain,remained,remaining,remains
remainder: remainder
remarkable: remarkable
remedy: remedied,remedies,remedy
remember: remember,remembered
remnant: remnant
remodel: remodeled
remonstrance: remonstrances
remorselessly: remorselessly
remote: remote,remotest
remove: remove,removed
renaissance: renaissance
rename: renamed
render: render,renders
rendezvous: rendezvous
renewal: renewal
renounce: renounced,renouncing
rental: rental
reoccupation: reoccupation
reoccupy: reoccupied
reorganization: reorganization
reorganize: reorganize,reorganized
repeal: repeal
repeat: repeated
repeated: repeated
repentance: repentance
replace: replace,replaced
replacement: replacement
reply: replied
report: report,reported,reports
reports: reports
repose: repose
represent: represent,represented,representing,represents
representation: representation,representations
representative: representative,representatives
repress: repress,repressed
repression: repression
reprint: reprint,reprinted,reprints
reprisal: reprisal
reproduce: reproduced
republic: republic,republics
republication: republication
repugnant: repugnant
repulse: repulse,repulsed
reputation: reputation
repute: reputed
request: request,requested
require: require,required,requires
requirement: requirements
requisite: requisite
rescue: rescue,rescued
resemble: resemble,resembling
resent: resented
reserve: reserve
reset: reset
reside: reside
residence: residences
residencia: residencia
resident: resident,residents
resinous: resinous
resist: resist,resisted,resisting,resists
resistance: resistance
resolute: resolute
resolution: resolution
resolve: resolved
resort: resort,resorted
resource: resources
respect: respect,respected
respectable: respectable
respective: respective
respects: respects
respond: responded
responsible: responsible
rest: rest,rested,rests
resting: resting
restitution: restitution
restlessness: restlessness
restoration: restoration
restore: restore,restored,restoring
restrict: restricted
restricted: restricted
restriction: restriction,restrictions
result: result
resume: resumed
retain: retain,retained,retaining
retainer: retainers
retake: retook
retaliate: retaliate,retaliated
retaliation: retaliation
retaliatory: retaliatory
retinue: retinue
retire: retire,retired,retiring
retirement: retirement
retreat: retreat,retreated
return: return,returned,returning,returns
returned: returned
reveal: reveal,revealed,reveals
revelation: revelation
revenge: revenge
revenue: revenue,revenues
reverence: reverenced
reverse: reverses
review: review,reviewed
revise: revised,revising
revision: revision
revive: revive,revived,reviving
revocation: revocation
revoke: revoke,revoked
revolt: revolt,revolted,revolts
revolting: revolting
revolution: revolution,revolutions
revolutionary: revolutionary
revolutionist: revolutionist,revolutionists
revolutionize: revolutionize,revolutionized
reward: reward,rewards
rewon: rewon
rhine: rhine
rice: rice
rich: rich,richer,richest
richard: richard
riches: riches
richly: richly
rid: rid
ride: riding,rode
ridge: ridge
rife: rife
rifle: rifles
rightly: rightly
rigidly: rigidly
rigorous: rigorous
rigorously: rigorously
rio: rio
riot: riot
ripe: ripe
rise: rise,risen,rising,rose
risk: risk,risking,risks
rite: rite,rites
ritual: ritual
rival: rival,rivaled,rivals
rivalry: rivalry
river: river,rivers
road: road,roads
roam: roam
roan: roan
roast: roast
rob: robbed
robed: robed
rock: rocks
rodriguez: rodriguez
roman: roman
romantic: romantic
rome: rome
roof: roof
root: root,roots
rope: rope
rosa: rosa
rosario: rosario
rosary: rosary
rot: rotted
rota: rota
rough: rough
roughly: roughly
rouse: roused
route: route,routed,routes
rover: rovers
row: row,rowed,rows
rower: rowers
royal: royal
royalty: royalties,royalty
rude: rude,rudest
rudely: rudely
ruder: ruder
rudiment: rudiments
rug: rugs
rugged: rugged
ruin: ruin,ruined,ruining,ruins
rule: rule,ruled,rules,ruling
ruler: ruler,rulers
russia: russia
sack: sacked
sacking: sacking
sacrament: sacraments
sacred: sacred
sacrifice: sacrifice,sacrificed,sacrifices
sad: sad
sadness: sadness
safe: safe
safely: safely
sagacity: sagacity
sago: sago
sahara: sahara
sail: sail,sailed,sailing,sails
sailing: sailing
sailor: sailor,sailors
sails: sails
saint: saint
salary: salaries,salary
sale: sale
sally: sally
salt: salt
samal: samal
samarkand: samarkand
sampaloc: sampaloc
samurai: samurai
san: san
sanctify: sanctified
sandalwood: sandalwood
sandy: sandy
sane: sane
sanitarium: sanitariums
sanitation: sanitation
sanskrit: sanskrit
santa: santa
santiago: santiago
santo: santo
sapan: sapan
saracens: saracens
sardine: sardines
sarong: sarong,sarongs
satin: satins
satisfaction: satisfaction
satisfactorily: satisfactorily
satisfied: satisfied
satisfy: satisfy
saturday: saturday
savage: savage,savages
save: save,saved
saxon: saxons
saxony: saxony
scabbard: scabbard
scale: scale,scales
scandalous: scandalous
scandinavia: scandinavia
scanty: scanty
scar: scars
scarce: scarce
scarcely: scarcely
scarcity: scarcity
scatter: scattered,scattering
scattered: scattered
scene: scenes
scent: scented
scepter: scepter
scheme: schemes
schism: schism
scholar: scholar,scholars
scholarship: scholarship
school: school,schools
schoolboy: schoolboy
schoolhouse: schoolhouses
schools: schools
science: science,sciences
scientific: scientific
scientifically: scientifically
scientist: scientist,scientists
score: scores
scour: scoured
scourge: scourged
script: script
sculptor: sculptors
sea: sea,seas
seaboard: seaboard
seacoast: seacoast
seal: seal
seaman: seamen
seamanship: seamanship
search: search,searching
seashell: seashell
season: season
seat: seat
sebastian: sebastian
secret: secret
secretary: secretary
secrete: secreted
secretly: secretly
sectarian: sectarian
secular: secular
secure: secure,secured,securing
securely: securely
security: securities,security
sedition: sedition
seditious: seditious
seek: seek,seeking,sought
seize: seize,seized
seizure: seizure
seldom: seldom
select: selected
selfish: selfish
selfishness: selfishness
seljuk: seljuk
sell: sell,selling,sells,sold
seminary: seminary
semitic: semitic
send: send,sending
senegal: senegal
sense: sense
sensitiveness: sensitiveness
sentence: sentence,sentenced
sentiment: sentiment
sentry: sentry
separate: separate,separated
separation: separation
september: september
sepulcher: sepulcher
sequel: sequel
ser: ser
serf: serfs
series: series
sermon: sermons
serrano: serrano
servant: servants
serve: serve,served,serves
service: service,services
serviceability: serviceability
servitor: servitors
set: set,sets,setting
settle: settle,settled,settling
settled: settled
settlement: settlement,settlements
settler: settlers
seventeen: seventeen
seventeenth: seventeenth
seventh: seventh
severe: severe,severest
severity: severities,severity
seville: seville
sextant: sextant
shake: shake
shallow: shallow
shame: shame
shape: shape,shaped,shaping
share: share,shared,sharing
sharing: sharing
shark: shark
shatter: shattered
shave: shave
sheath: sheath
sheep: sheep
sheet: sheets
shelter: shelter
sherif: sherif
shield: shield,shields
shift: shifted,shifting
shifting: shifting
ship: ship,ships
shipbuilder: shipbuilders
shipload: shipload
shipment: shipment
shipping: shipping
shipwreck: shipwrecked
shipyard: shipyard,shipyards
shoemaker: shoemakers
shogun: shogun,shoguns
shoot: shoot,shot
shooting: shooting
shop: shops
shore: shore,shores
short: short,shortest
shortly: shortly
shortsighted: shortsighted
shout: shouted,shouting
shower: showered
shrewdly: shrewdly
shrine: shrine
siam: siam
siberia: siberia
sick: sick
sickness: sickness,sicknesses
sided: sided
siege: siege
sierra: sierra
sight: sight,sighted
sign: sign,signed
signal: signal
signature: signature
significance: significance
signify: signify
silent: silent
silk: silk,silks
silva: silva
silver: silver
silversmith: silversmiths
similarity: similarity
simon: simon
simple: simple
simplified: simplified
simply: simply
sincerity: sincerity
sing: sang,sing
singapore: singapore
single: single
singly: singly
sink: sank,sunk
sir: sir
sister: sisters
sit: sat,sit
situate: situated
situation: situation
sixteen: sixteen
sixteenth: sixteenth
sixth: sixth
size: size
skill: skill
skilled: skilled
skillful: skillful
skin: skin,skins
skirmisher: skirmishers
skirt: skirted
slacken: slackened
slaughter: slaughter
slave: slave,slaves,slaving
slaver: slavers
slavery: slavery
slay: slain,slay
sleep: sleeping
sleepless: sleepless
slender: slender
slew: slew
slight: slighted,slightest
sling: slings
slip: slipped
slope: slopes
sloth: sloth
slow: slow
slowly: slowly
slug: slug
smith: smith
smolder: smoldering
smooth: smooth
smuggle: smuggled
snake: snakes
social: social
society: society
soften: softened
soil: soil
solano: solano
soldier: soldier,soldiers
soldiery: soldiery
sole: sole
solely: solely
solemn: solemn
solemnity: solemnity
soler: soler
solicit: solicit,solicited
solicitation: solicitation
solicitous: solicitous
solid: solid
solitary: solitary
solomon: solomon
solution: solution
son: son
song: song,songs
sore: sore
sort: sort
soul: soul,souls
sound: sound,sounds
source: source,sources
south: south
southeast: southeast
southeastern: southeastern
southeastward: southeastward
southern: southern
southward: southward
southwestern: southwestern
sovereign: sovereign,sovereigns
sovereignty: sovereignty
sow: sow
sowing: sowing
space: space
spacious: spacious
spain: spain
spaniard: spaniard
spaniards: spaniards
spanish: spanish
spare: spared
sparse: sparse
sparsely: sparsely
sparsity: sparsity
speak: speak,speaking,speaks,spoke,spoken
spear: spear,speared
special: special
specially: specially
species: species
specific: specific
speech: speech
speedily: speedily
speedy: speedy
spencer: spencer
spend: spent
sphere: sphere
spice: spice,spices
spirit: spirit,spirits
spirited: spirited
spiritual: spiritual
spirituality: spirituality
spite: spite
splendid: splendid
splendidly: splendidly
splendor: splendor
spoil: spoil,spoils
sport: sport
spot: spot
spray: sprays
spread: spread,spreading
spring: sprang,spring
squadron: squadron,squadrons
square: square
stability: stability
staff: staff
stage: stage
stain: stains
stand: stand,stands,stood
standard: standard,standards
standing: standing
standpoint: standpoint
start: start,started
startled: startled
starvation: starvation
statehood: statehood
statement: statement,statements
statesman: statesman,statesmen
statesmanlike: statesmanlike
station: station,stations
stationers: stationers
statistics: statistics
stature: stature
status: status
statute: statutes
stay: stay,stayed,staying
steadily: steadily
steal: stealing
steam: steam
steamer: steamer,steamers
steelyard: steelyard
steer: steered
step: step,steps
stern: stern
stimulate: stimulate,stimulated,stimulating
stimulus: stimulus
stipulate: stipulated
stir: stirred,stirring
stock: stock
stockade: stockade
stone: stone,stones
stoop: stoop
storage: storage
store: store,stored,stores
storehouse: storehouses
storm: storm,stormed,storms
storms: storms
stormy: stormy
story: stories,story
stout: stout
straight: straight
strain: strain,straining
strait: strait,straits
straits: straits
strange: strange
stranger: stranger
strategic: strategic
stream: stream
street: street,streets
strength: strength
strengthen: strengthen,strengthened,strengthening
strenuously: strenuously
stretch: stretched,stretches,stretching
strict: strict
strife: strife
strike: strike,struck
striking: striking
strip: stripped
strive: striving,strove
strong: strong,stronger,strongest
stronghold: stronghold,strongholds
strongholds: strongholds
structure: structure
struggle: struggle,struggled,struggles,struggling
stud: studded
student: student,students
study: studied,studies,study,studying
stupid: stupid
subdue: subdued,subduing
subject: subject,subjected,subjects
subjection: subjection
subjugate: subjugate
subjugation: subjugation
submission: submission
submissive: submissive
subordinate: subordinate
subscribe: subscribe
subsequent: subsequent
subsequently: subsequently
subsidize: subsidized
subsidy: subsidy
substantial: substantial
suburb: suburb,suburbs
succeed: succeed,succeeded,succeeding
success: success,successes
successful: successful
succession: succession
successive: successive
successively: successively
successor: successor,successors
succor: succor
suck: sucked
sudden: sudden
suddenly: suddenly
sue: sue,sued
suez: suez
suffer: suffered,suffering
sufferer: sufferer
suffering: suffering,sufferings
suffice: suffice
sufficient: sufficient
sugar: sugar
sugarcane: sugarcane
suggestion: suggestion,suggestions
suit: suit,suited
suitable: suitable
suitably: suitably
sullen: sullen
sultan: sultan,sultans
sultana: sultana
sulu: sulu
suluan: suluan
sum: sum,sums
sumatra: sumatra
summary: summary
summer: summer
summit: summit
summon: summoned
sun: sun
sunday: sunday
superfluous: superfluous
superintendent: superintendent
superior: superior
superiority: superiority
superlative: superlative
superstition: superstitions
superstitious: superstitious
supervision: supervision
supervisor: supervisor
supine: supine
supplant: supplanted
supplement: supplement
supply: supplied,supplies,supply
support: support,supported
suppose: suppose,supposed,supposing
supposedly: supposedly
suppress: suppress,suppressed,suppressing
suppression: suppression
supreme: supreme
sur: sur
surely: surely
surgeon: surgeons
surgery: surgery
surname: surnamed
surpass: surpassed,surpassing
surprise: surprise
surprising: surprising
surprisingly: surprisingly
surrender: surrender,surrendered,surrendering,surrenders
surround: surround,surrounded,surrounding
surroundings: surroundings
surveillance: surveillance
survey: survey
survive: survive,survived,surviving
survivor: survivors
suspect: suspected,suspecting,suspects
suspend: suspended
suspicion: suspicion,suspicions
suspicious: suspicious
sustain: sustain,sustained,sustaining
swamp: swamp,swamps
swampy: swampy
swarm: swarmed,swarming
sway: sway
swear: swore,sworn
sweep: sweep,sweeping,swept
sweet: sweet
swift: swift
switzerland: switzerland
swollen: swollen
sword: sword,swords
syllabary: syllabaries,syllabary
syllable: syllables
symmetry: symmetry
sympathize: sympathizing
sympathy: sympathy
synonym: synonyms
synonymous: synonymous
syria: syria
systems: systems
ta: ta
taal: taal
tablas: tablas
table: table,tables
tablet: tablets
tact: tact
taft: taft
tagal: tagal
tagala: tagala
tagalog: tagalog
tagbanua: tagbanua
tai: tai
tailor: tailors
talent: talent
talented: talented
talk: talk
tall: tall
tame: tame
tan: tan
taotai: taotai
tapestry: tapestries
taro: taro
tartar: tartar
task: task,tasks
taste: tastes
tattoo: tattooing
tattooing: tattooing
tax: tax,taxes
taxation: taxation
te: te
teach: taught,teach,teaches,teaching
teacher: teacher,teachers
teaching: teaching,teachings
team: team
tear: tore
tedious: tedious
teem: teem,teeming
temper: tempered
temperament: temperament
temperate: temperate
tempest: tempests
temple: temples
temporal: temporal
temporarily: temporarily
temporary: temporary
tempting: tempting
tenant: tenants
tend: tend
tendency: tendencies
teniente: teniente
tenth: tenth
term: term,terms
termination: termination
ternate: ternate
terrace: terraces
terraced: terraced
terrible: terrible
terribly: terribly
terrify: terrified
territorial: territorial
territory: territories,territory
terror: terror
terrorism: terrorism
terrorize: terrorized
terse: terse
teutonic: teutonic
thames: thames
thatch: thatched
theatrical: theatrical
theft: thefts
theocratic: theocratic
theological: theological
theoretical: theoretical
theoretically: theoretically
theory: theories,theory
thicket: thickets
thief: thieves
thinking: thinking
thirst: thirst
thirteen: thirteen
thirteenth: thirteenth
thomas: thomas
thread: thread
threat: threat
threaten: threatened,threatening
threatened: threatened
threatening: threatening
thrifty: thriftiest
thrive: thrive,thriven
thriving: thriving
throne: throne,thrones
throng: thronged
throw: threw,throw,throwing,thrown,throws
thrust: thrust
ti: ti
tibet: tibet
tide: tide,tides
tiding: tidings
tie: ties
tight: tighter
tile: tile,tiles
tillable: tillable
timber: timber
timbered: timbered
time: time,times
timely: timely
timid: timid
timor: timor
tin: tin
tiny: tiny
tired: tired
tireless: tireless
title: title,titled,titles
tobacco: tobacco
toil: toil,toils
toiler: toiler
tolerate: tolerated
toleration: toleration
tomas: tomas
ton: tons
tondo: tondo
tone: tone
tongue: tongue,tongues
tool: tool
tooth: teeth,tooth
torment: torment,torments
torpedo: torpedo
tortoise: tortoise
toston: toston
total: total
totally: totally
touch: touched,touching
tower: towers
town: town,towns
township: township
townsman: townsmen
trace: trace,traces
track: track
trade: trade,traded,trades,trading
trademark: trademark
trader: trader,traders
trading: trading
tradition: tradition,traditions
traditional: traditional
traffic: traffic
tragedy: tragedy
trail: trail
train: trained,training
training: training
trait: traits
transcribe: transcribe,transcribed
transcription: transcription
transfer: transfer,transferred
transference: transference
transformation: transformation
transition: transition
translate: translated
translation: translation,translations
transpire: transpired
transport: transport,transported,transports
transportation: transportation
trap: traps
travel: travel,traveled,traveling,travels
traveller: travellers
travels: travels
traverse: traverse,traversed,traversing
treacherous: treacherous
treason: treason
treasonable: treasonable
treasure: treasure,treasures
treasurer: treasurer
treasury: treasury
treat: treat,treated,treating,treats
treatment: treatment
treaty: treaties,treaty
tree: tree,trees
treetop: treetops
tremendous: tremendous
trench: trenches
trent: trent
trial: trial
trias: trias
tribe: tribe,tribes
tribes: tribes
tribunal: tribunal
tribute: tribute,tributes
trick: tricks
trifling: trifling
trinidad: trinidad
trip: trips
triumph: triumph
triumphal: triumphal
triumphant: triumphant
trivial: trivial
troops: troops
trophy: trophies
tropical: tropical
tropics: tropics
trouble: trouble,troubled,troubles
truce: truce
true: true,truer
trunk: trunks
trust: trust,trusted,trusting
truth: truth
truthfully: truthfully
truthfulness: truthfulness
tu: tu
tuber: tubers
