abatement: abatement
familiarly: familiarly
family: families,family
fancy: fancied,fancy,fancying
fanny: fanny
fantastic: fantastic
farce: farce
fare: fare
farewell: farewell
farm: farm
farthing: farthing
fascinating: fascinating
fashion: fashion,fashions
fashionable: fashionable
fast: fast
fasten: fastened
fastidious: fastidious
fat: fat
fate: fate
father: father
fatigue: fatigue
fatigued: fatigued
fault: fault,faults
faultless: faultless
faulty: faulty
favour: favour,favoured,favours
favourable: favourable
favourably: favourably
favourite: favourite
fear: fear,feared,fearing,fears
fearful: fearful
fearless: fearless
fearlessness: fearlessness
feather: feather,feathers
feature: feature,features
february: february
feel: feel,feeling,feels
feeling: feeling,feelings
feelingly: feelingly
felicitation: felicitations
felicity: felicity
fellow: fellow,fellows
female: female,females
feminine: feminine
fender: fender
ferocious: ferocious
fervent: fervent
fervently: fervently
fetch: fetch,fetched
feverish: feverish
fiction: fiction
fidget: fidget,fidgets
fidgety: fidgety
field: field,fields
fielding: fielding
fight: fight,fighting
figure: figure,figures
filial: filial
final: final
finally: finally
finances: finances
fine: fine,finer,finest
finery: finery
finger: fingering,fingers
finish: finish,finished,finishing
fireplace: fireplace
firm: firm,firmest
firmly: firmly
firmness: firmness
fish: fish
fishing: fishing
fit: fit,fitted
flaming: flaming
flat: flat,flatter
flatter: flattered
flattered: flattered
flattering: flattering
flight: flight
flirt: flirt,flirting
flirtation: flirtation
flog: flogged
flow: flow,flowed,flowing
fluctuate: fluctuating
fluently: fluently
flutter: flutter,fluttered
fluttered: fluttered
fly: flew,flown,flying
fold: folded
folio: folios
follies: follies
follow: follow
folly: follies,folly
fond: fond,fonder
fonder: fonder
fondness: fondness
food: food
fool: fool,fools
foolish: foolish
foot: feet,foot
footing: footing
footlights: footlights
footman: footman
footstool: footstool
forbearance: forbearance
forbearing: forbearing
forbid: forbade,forbid
forbidding: forbidding
forbore: forbore
force: force,forced,forcing
forcibly: forcibly
forego: forego
foresee: foresaw,foresee,foreseen
foretell: foretold
forfeit: forfeit,forfeited
forget: forget,forgets,forgetting,forgot,forgotten
forgetfulness: forgetfulness
forgive: forgave,forgive,forgiven,forgiving
forgiveness: forgiveness
forlorn: forlorn
form: form,formed,forming,forms
formal: formal
formality: formality
formation: formation
formidable: formidable
fortitude: fortitude
fortnight: fortnight
fortunate: fortunate
fortunately: fortunately
fortune: fortune,fortunes
forwarder: forwarder
forwards: forwards
foul: foul
foundation: foundation,foundations
fourteen: fourteen
fourth: fourth
fourthly: fourthly
foxhound: foxhounds
frailty: frailty
frame: frame
frank: frank
frankly: frankly
frankness: frankness
freckled: freckled
freedom: freedom
freely: freely
french: french
frenchman: frenchman
frequent: frequent
frequently: frequently
fresh: fresh,fresher
freshness: freshness
fret: fret
fretfully: fretfully
fretfulness: fretfulness
friday: friday
friend: friend,friends
friendless: friendless
friendly: friendlier,friendly
friendship: friendship
frighten: frighten,frightened
frightened: frightened
frigid: frigid
frisk: frisks
frivolous: frivolous
frontispiece: frontispiece
frost: frost
fruit: fruit,fruits
fugitive: fugitives
fulfil: fulfil
fun: fun
furnish: furnish,furnished
furniture: furniture
fuss: fuss
future: future
gaiety: gaieties,gaiety
gaily: gaily
gain: gain,gained,gaining
gallant: gallant
gallantry: gallantry
gallery: gallery
game: game
gamester: gamester
gaming: gaming
gape: gaped
garden: garden
gardener: gardener
garish: garish
gate: gate,gates
gather: gathered,gathering
gaudy: gaudy
gay: gay
gayer: gayer
gaze: gaze
generality: generality
generation: generation,generations
generous: generous
generously: generously
genius: genius
genteel: genteel
gentle: gentle,gentlest
gentleman: gentleman,gentlemen
gentlemanlike: gentlemanlike
gentleness: gentleness
gentlewoman: gentlewoman
genuine: genuine
genus: genus
george: george
georgiana: georgiana
german: german
giddiness: giddiness
gift: gift,gifts
gig: gig
gigantic: gigantic
girl: girl,girls
glad: glad
gladly: gladly
glance: glance,glanced,glancing
glaring: glaring
glass: glass
glaze: glazing
glen: glen
glimpse: glimpse
gloom: gloom
gloomy: gloomy
glory: gloried,glories,glory
glove: glove
glow: glow,glowing
god: god
godfather: godfather
godson: godson
goodness: goodness
gossip: gossiping
govern: governed
governess: governess
gown: gown,gowns
grace: grace,graces
graceful: graceful
gracefully: gracefully
gracious: gracious
graciously: graciously
graciousness: graciousness
gradual: gradual
gradually: gradually
grain: grain
grand: grand
grandeur: grandeur
grandfather: grandfather
grandmother: grandmother
grant: grant
grape: grapes
grasp: grasp,grasping
grateful: grateful
gratefully: gratefully
gratification: gratification
gratified: gratified
gratify: gratified,gratify,gratifying
gratifying: gratifying
gratitude: gratitude
gratuitous: gratuitous
gratulation: gratulation
grave: grave,gravest
gravel: gravel
gravely: gravely
gravity: gravity
greatly: greatly
greatness: greatness
green: green
grief: grief,griefs
grievance: grievances
grieve: grieve,grieved
grieving: grieving
grievous: grievous
grievously: grievously
gross: gross,grossest
grossly: grossly
ground: ground
grounds: grounds
groundwork: groundwork
grove: grove
grovel: grovelling
grow: grew,grow,growing,grown
grown: grown
growth: growth
guard: guard,guarded
guardian: guardian
guardianship: guardianship
guess: guess,guessed
guest: guest,guests
guidance: guidance
guide: guide,guided,guiding
guilt: guilt
guilty: guilty
guinea: guinea
gulf: gulf
gusto: gusto
habit: habit,habits
habitual: habitual
hack: hack
hackney: hackney
hackneyed: hackneyed
hair: hair
hall: hall
ham: ham
hamper: hampered
hand: hand,handed,hands
handkerchief: handkerchief
handsome: handsome,handsomer,handsomest
handsomely: handsomely
handsomer: handsomer
hang: hang,hanging
happen: happen,happened,happening
happily: happily
happiness: happiness
happy: happier,happiest,happy
harbour: harboured
hard: hard,hardest
harden: hardened
hardship: hardship,hardships
harm: harm
harmony: harmony
harp: harp
harriet: harriet
harshly: harshly
haste: haste
hasten: hasten,hastened,hastening
hastily: hastily
hasty: hasty
hat: hat
hate: hate,hated,hates,hating
hatefully: hatefully
hatred: hatred
haughty: haughty
haunch: haunch
haunt: haunt
hauteur: hauteur
haye: haye
hazard: hazarded
head: head,headed,heading,heads
headache: headache
headstrong: headstrong
heal: heal
health: health
healthful: healthful
healthfulness: healthfulness
healthy: healthiest,healthy
hear: hear,heard,hearing,hears
hearer: hearers
hearing: hearing
heart: heart
hearted: hearted
heartedness: heartedness
hearten: heartening
heartfelt: heartfelt
hearth: hearth
heartily: heartily
hearty: hearty
heaven: heaven,heavens
heavy: heavier,heavy
hedge: hedge
heedless: heedless
height: height
heighten: heighten,heightened
heightened: heightened
heinous: heinous
heir: heir,heirs
heiress: heiress
helplessness: helplessness
hen: hen
henceforth: henceforth
henry: henry
hereabouts: hereabouts
heretical: heretical
heretofore: heretofore
hermitage: hermitage
hero: hero,heroes
heroine: heroine,heroines
hertfordshire: hertfordshire
hesitate: hesitate,hesitated,hesitating
hesitation: hesitation
hide: hide
highly: highly
hill: hill,hills
hint: hint,hinted,hints
hire: hire,hired
historically: historically
history: histories,history
hitherto: hitherto
hold: held,hold,holding
honest: honest
honestly: honestly
honour: honour,honoured,honours
honourable: honourable
honoured: honoured
hope: hope,hoped,hopes,hoping
hopeless: hopeless
horrible: horrible
horribly: horribly
horrid: horrid
horror: horror
horse: horse,horses
horseback: horseback
horsewoman: horsewoman
hospitality: hospitality
hot: hot
hotel: hotel,hotels
hour: hour,hours
house: house,houses
household: household
housekeeper: housekeeper
housekeeping: housekeeping
housemaid: housemaid,housemaids
howsoever: howsoever
hug: hug
hugh: hugh
human: human
humanity: humanity
humble: humble,humbled,humbling
humiliating: humiliating
humiliation: humiliation
humility: humility
humorous: humorous
humour: humour
humoured: humoured
hunt: hunting
hunting: hunting
hurried: hurried
hurry: hurried,hurry,hurrying
hurst: hurst
hurt: hurt,hurts
husband: husband,husbands
hush: hushed
hypocrisy: hypocrisy
hypocritical: hypocritical
hypothesi: hypothesi
hysteric: hysterics
idea: idea,ideas
idealism: idealism
identical: identical
idle: idle
idleness: idleness
ignorance: ignorance
ignorant: ignorant
iii: iii
illiberal: illiberal
illiterate: illiterate
illness: illness
illustration: illustration,illustrations
illustrations: illustrations
illustrious: illustrious
imaginable: imaginable
imaginary: imaginary
imagination: imagination,imaginations
imagine: imagine,imagined
imitate: imitate,imitated
imitation: imitation,imitations
immensely: immensely
immoral: immoral
immortal: immortal
immovable: immovable
impart: imparted
impartial: impartial
impartiality: impartiality
impassable: impassable
impatience: impatience
impatient: impatient
impatiently: impatiently
impel: impelled
impenetrably: impenetrably
imperfection: imperfection
imperfectly: imperfectly
imperishable: imperishable
impertinence: impertinence
impertinent: impertinent
impetuous: impetuous
implacability: implacability
implacable: implacable
implicit: implicit
implicitness: implicitness
implied: implied
imply: implies,imply
impolitic: impolitic
import: importing
importune: importune,importuned
impose: impose,imposed
imposing: imposing
impossible: impossible
impress: impressed,impressing
impressed: impressed
impression: impression
impressive: impressive
improbable: improbable
improper: improper
impropriety: improprieties,impropriety
improve: improve,improved,improves
improvement: improvement,improvements
imprudence: imprudence
imprudent: imprudent
impudence: impudence
impudent: impudent
impulse: impulse,impulses
impunity: impunity
impurity: impurities
impute: impute,imputing
imputed: imputed
inadequate: inadequate
inattention: inattention
inattentive: inattentive
incapable: incapable
incautiously: incautiously
incensed: incensed
incessant: incessant
incessantly: incessantly
inch: inches
incident: incident
incivility: incivility
inclination: inclination,inclinations
incline: inclined
inclined: inclined
include: include,included,including
income: income
incomparable: incomparable
incomprehensible: incomprehensible
inconceivable: inconceivable
inconsiderable: inconsiderable
inconsistency: inconsistencies,inconsistency
inconvenience: inconvenience,inconveniences
inconvenient: inconvenient
increase: increase,increased,increases,increasing
incredible: incredible
incredulity: incredulity
incredulous: incredulous
incumbent: incumbent
incur: incur,incurred
indebt: indebted
indebted: indebted
indecision: indecision
indecorum: indecorum
indefinite: indefinite
indelicacy: indelicacy
indelicate: indelicate
independence: independence
independent: independent
independently: independently
indifference: indifference
indifferent: indifferent
indignant: indignant
indignation: indignation
indignity: indignity
indirect: indirect
indiscreet: indiscreet
indispensably: indispensably
indispose: indisposed
indistinctly: indistinctly
individual: individual
individually: individually
indolence: indolence
indolent: indolent
induce: induce,induced
inducement: inducement,inducements
indulge: indulge,indulged,indulging
indulgence: indulgence
indulgent: indulgent
industriously: industriously
ineffable: ineffable
ineffectual: ineffectual
inestimable: inestimable
inevitable: inevitable
inevitably: inevitably
inexhaustible: inexhaustible
inexpressible: inexpressible
inexpressibly: inexpressibly
infamous: infamous
infamy: infamy
infancy: infancy
infatuation: infatuation
inference: inferences
inferior: inferior
inferiority: inferiority
infinite: infinite
infinitely: infinitely
inflexibly: inflexibly
inflict: inflict,inflicted
infliction: infliction
influence: influence,influenced,influencing
inform: inform,informed,informing,informs
informality: informality
informed: informed
ingenious: ingenious
ingenuity: ingenuity
ingratitude: ingratitude
inhabitant: inhabitants
inherit: inherit,inherited,inheriting
inhuman: inhuman
inhumanity: inhumanity
iniquitous: iniquitous
injunction: injunction,injunctions
injure: injure,injured,injuring
injurious: injurious
injury: injuries,injury
injustice: injustice
inmate: inmate,inmates
inn: inn,inns
innocence: innocence
innocent: innocent
innocently: innocently
inoffensive: inoffensive
inquire: inquire,inquired,inquiring
inquiry: inquiries,inquiry
insatiable: insatiable
insensibility: insensibility
insensible: insensible
insignificance: insignificance
insignificant: insignificant
insincere: insincere
insinuate: insinuating
insipid: insipid
insipidity: insipidity
insist: insist,insisted,insists
insolence: insolence
insolent: insolent
inspection: inspection
inspire: inspire,inspired,inspires,inspiring
instability: instability
instance: instance,instances
instant: instant
instantaneous: instantaneous
instantly: instantly
instinctively: instinctively
institute: instituted
instruct: instruct,instructed,instructing
instruction: instruction,instructions
instrument: instrument
insufferable: insufferable
insufferably: insufferably
insufficient: insufficient
insult: insulted,insulting
insupportable: insupportable
insure: insure
integrity: integrity
intellect: intellect
intelligence: intelligence
intelligent: intelligent
intelligible: intelligible
intend: intend,intended,intending
intended: intended
intention: intention,intentions
intentionally: intentionally
intently: intently
intercourse: intercourse
interfere: interfere,interfering
interference: interference
intermediate: intermediate
intermission: intermission
interpose: interpose
interpretation: interpretation
interrupt: interrupt,interrupted,interrupting
interruption: interruption,interruptions
interval: interval,intervals
intervene: intervene
interview: interview
intimacy: intimacy
intimate: intimate,intimates
intimately: intimately
intimation: intimation
intimidate: intimidate,intimidated
intolerable: intolerable
intrepidity: intrepidity
intricate: intricate
intrigue: intrigue,intrigues
introduce: introduce,introduced,introducing
introduction: introduction
intrude: intrude,intruding
intruder: intruder
intruding: intruding
intrusion: intrusion
inure: inured
invalid: invalid
invaluable: invaluable
invariable: invariable
invariably: invariably
invective: invective,invectives
invent: invent,inventing
invest: investing
investigation: investigations
invitation: invitation,invitations
invite: invite,invited,inviting
involuntarily: involuntarily
involuntary: involuntary
involve: involve,involved,involves,involving
irish: irish
irksome: irksome
ironic: ironic
irreclaimable: irreclaimable
irregularity: irregularity
irreligious: irreligious
irremediable: irremediable
irreproachable: irreproachable
irretrievable: irretrievable
irrevocably: irrevocably
irritable: irritable
irritated: irritated
irritation: irritation
italian: italian
iv: iv
ix: ix
james: james
jane: jane
january: january
jealous: jealous
jealousy: jealousy
jestingly: jestingly
jewel: jewel,jewels
jilt: jilt
john: john
joint: joints
joke: joke,jokes,joking
jones: jones
jot: jot
journey: journey,journeys
joy: joy
joyful: joyful
joyfully: joyfully
judge: judge,judged,judging
judging: judging
judgment: judgment
july: july
jumble: jumbled
jump: jumped,jumping,jumps
june: june
junior: junior
justice: justice
justification: justification
justified: justified
justify: justified,justify,justifying
justly: justly
keen: keenest
keener: keener
keeping: keeping
kent: kent
kid: kid
kill: kill,killed
kindly: kindly
kindness: kindness
kindred: kindred
king: king
kingdom: kingdom
kiss: kiss,kissed
kitchen: kitchen
kitty: kitty
knee: knees
knighthood: knighthood
knowledge: knowledge
laboriously: laboriously
labour: labour
lace: lace
laconic: laconic
lad: lad
lady: ladies,lady
ladylike: ladylike
ladyship: ladyship
lag: lagged
laity: laity
lake: lakes
lakes: lakes
lament: lament,lamented,lamenting
lamentation: lamentations
land: land
landing: landing
landlord: landlord
lane: lane,lanes
language: language,languages
languor: languor
larder: larder
lastly: lastly
late: late
laudable: laudable
laugh: laugh,laughed,laughing
laughingly: laughingly
laughter: laughter
laurel: laurel
law: law
lawfully: lawfully
lawn: lawn
lay: laid,lay,laying
lead: lead,leading,leads,led
lean: leaning
learn: learn,learned,learning,learnt
lease: lease
leave: leave,leaves,leaving,left
legacy: legacy
legal: legal
legally: legally
leigh: leigh
leisure: leisure
leisurely: leisurely
lend: lend
lessen: lessen,lessened
lessening: lessening
lesson: lesson
letter: letter,letters
letters: letters
level: levelled
lewis: lewis
liable: liable
liberal: liberal
liberality: liberality
liberally: liberally
liberty: liberties,liberty
library: library
licence: licence
licentiousness: licentiousness
lie: lie,lies,lying
lieu: lieu
lieutenant: lieutenant
life: life,lives
lifetime: lifetime
lift: lift,lifted
light: light,lighted
lightness: lightness
likelihood: likelihood
likeness: likeness
liking: liking
limit: limited,limits
linger: lingering
lip: lips
list: list
listen: listen,listened,listening
listener: listener
literary: literary
littleness: littleness
liv: liv
live: live,lived,lives,living
liveliness: liveliness
lively: liveliest,lively
liverpool: liverpool
livery: livery
living: living,livings
lizzie: lizzie
lobby: lobby
local: local
lock: lock
lodge: lodge,lodges
lodgings: lodgings
lofty: lofty
london: london
longing: longing
loo: loo
loose: loose
lord: lord
lose: lose,losing,lost
loser: loser
loss: loss,losses
lot: lot
lottery: lottery
loud: loud,louder
loudly: loudly
louisa: louisa
love: love,loved,loves,loving
loveliness: loveliness
lovely: loveliest,lovely
lover: lover,lovers
lowness: lowness
luck: luck
luckily: luckily
luckless: luckless
lucky: luckiest,lucky
luncheon: luncheon
lurk: lurking
lustre: lustre
lx: lx
lydia: lydia
madam: madam
magic: magic
magistrate: magistrate
magnificent: magnificent
magnitude: magnitude
maid: maid
maiden: maiden
maintain: maintain,maintained,maintaining
majority: majority
male: male
malice: malice
malicious: malicious
mamma: mamma
manage: manage,managed
management: management
manager: manager
manifold: manifold
mankind: mankind
manner: manner
mannered: mannered
manners: manners
mannish: mannish
manor: manor
mansion: mansion
mantel: mantel
mar: mar
march: march
maria: maria
marital: marital
mark: mark,marked,marks
marked: marked
market: market
marriage: marriage
married: married
marry: married,marries,marry,marrying
marrying: marrying
mary: mary
masculine: masculine
master: master,masters
masterly: masterly
masterpiece: masterpieces
match: match
matchless: matchless
material: material
materialism: materialism
materially: materially
maternal: maternal
mating: mating
matrimonial: matrimonial
matrimony: matrimony
matter: matter,matters
mature: mature
maunder: maunders
maupassant: maupassant
mayoralty: mayoralty
meadow: meadows
meaning: meaning
meanly: meanly
meanness: meanness
measure: measure,measures
meat: meat
mechanic: mechanic
mechanically: mechanically
mediocrity: mediocrity
meditate: meditate,meditated,meditating
meditation: meditation,meditations
meet: meet,meeting,meets,met
meeting: meeting,meetings
melancholy: melancholy
memory: memories,memory
mend: mend
ment: ment
mention: mention,mentioned,mentioning
mentor: mentor
mercenary: mercenary
mere: mere,merest
merit: merit,merited,merits
merry: merry
mess: mess
message: message,messages
metal: metals
metaphor: metaphor
metaphysics: metaphysics
method: method
michaelmas: michaelmas
microcosm: microcosm
middle: middle
mien: mien
mightily: mightily
mild: mild
mildly: mildly
mildness: mildness
mile: mile,miles
military: military
militia: militia
miller: miller
milliner: milliner
mince: mince
mind: mind,minds
minded: minded
mindful: mindful
mingle: mingled,mingling
miniature: miniature,miniatures
minister: ministers
minor: minor
minute: minute,minutes,minutest
minutely: minutely
minuteness: minuteness
miraculous: miraculous
mirth: mirth
mis: mis
mischance: mischance
mischief: mischief
mischievously: mischievously
misconduct: misconduct
miserable: miserable
miserably: miserably
miserly: miserly
misery: miseries,misery
misfortune: misfortune,misfortunes
mislead: mislead,misleading,misleads,misled
mismanagement: mismanagement
misrepresent: misrepresented
misrepresentation: misrepresentation
missish: missish
mistake: mistake,mistaken,mistakes,mistook
mistaken: mistaken
mistress: mistress
misunderstand: misunderstand,misunderstood
misunderstanding: misunderstanding
misuse: misused
mix: mix,mixed,mixing
mixed: mixed
mixture: mixture
mode: mode
model: model
moderate: moderate
moderation: moderation
modern: modern
modest: modest
modesty: modesty
moment: moment,moments
momentary: momentary
monday: monday
money: money
monosyllable: monosyllable
monotonous: monotonous
month: month,months
monthly: monthly
moral: moral
morality: morality
moralize: moralize
morning: morning,mornings
morris: morris
morrow: morrow
mortal: mortal
mortification: mortification,mortifications
mortified: mortified
mortify: mortified,mortifies
mortifying: mortifying
mother: mother
motion: motion
motive: motive,motives
mount: mount,mounting
mountain: mountain,mountains
mouth: mouth,mouths
mud: mud
muffin: muffin
multitude: multitude
murmur: murmurs
music: music
musical: musical
muslin: muslin,muslins
mutual: mutual
mutually: mutually
myriad: myriad
mystery: mystery
nail: nail
narrative: narrative
narrow: narrow,narrowest
narrowly: narrowly
narrowness: narrowness
nasty: nasty
natural: natural
naturally: naturally
naturalness: naturalness
nature: nature
natured: natured
naturedly: naturedly
naughty: naughty
nearer: nearer
nearness: nearness
neat: neat
neatness: neatness
necessity: necessity
nectarine: nectarines
needless: needless
needlessly: needlessly
needlework: needlework
negative: negative,negatived
neglect: neglect,neglected,neglecting
neglectful: neglectful
negligence: negligence
negligent: negligent
neighbour: neighbour,neighbouring,neighbours
neighbourhood: neighbourhood
nephew: nephew,nephews
nerve: nerves
nervous: nervous
nettle: nettled
newcastle: newcastle
newly: newly
news: news
newspaper: newspaper
nice: nice,nicest
nicely: nicely
niceness: niceness
niece: niece,nieces
night: night
nightcap: nightcap
nineteenth: nineteenth
noble: noble,nobler,noblest
nod: nods
noise: noise
noisy: noisy
nominally: nominally
nonsense: nonsense
nonsensical: nonsensical
noon: noon
north: north
northern: northern
northward: northward
nose: nose
notable: notable
note: note,notes
nothingness: nothingness
notice: notice,noticed,noticing
notion: notion,notions
nourish: nourishes
novelist: novelist
novelty: novelty
november: november
numerous: numerous
nuptials: nuptials
nurse: nursing
oak: oaks
obeisance: obeisance
obey: obey,obeyed
object: object,objected,objecting,objects
objection: objection,objections
objectionable: objectionable
objector: objectors
obligation: obligation,obligations
oblige: oblige,obliged,obliging
obliged: obliged
obligingly: obligingly
oblique: oblique
obscure: obscure
obsequious: obsequious
obsequiousness: obsequiousness
observance: observances
observation: observation,observations
observe: observe,observed,observing
observer: observer
obstacle: obstacles
obstinacy: obstinacy
obstinate: obstinate
obtrude: obtruded
obvious: obvious
occasion: occasion,occasioned,occasions
occasional: occasional
occasionally: occasionally
occupation: occupation
occupied: occupied
occupy: occupied,occupies,occupy
occur: occur,occurred,occurring,occurs
occurrence: occurrences
october: october
odd: odd
oddity: oddities,oddity
oddly: oddly
odious: odious
offence: offence,offences
offend: offend,offended,offending
offended: offended
offensive: offensive
offer: offer,offered,offering,offers
office: office
officer: officer,officers
officious: officious
officiousness: officiousness
oftener: oftener
olive: olive
omen: omen
omit: omit
openly: openly
openness: openness
operate: operated
opinion: opinion,opinions
opportunity: opportunities,opportunity
oppose: oppose,opposed
opposition: opposition
oppress: oppressed
oppressively: oppressively
ordain: ordained
orderly: orderly
ordinary: ordinary
ordination: ordination
ore: ore
original: original
originally: originally
originate: originate,originated
ornament: ornament,ornaments
ostentation: ostentation
ostentatious: ostentatious
ot: ot
outdo: outdone
outlive: outlived
outrun: outrun
outspoken: outspoken
outstrip: outstrip,outstripped
outwardly: outwardly
overbearing: overbearing
overcome: overcame,overcome,overcoming
overdo: overdone
overflow: overflowing,overflows
overhear: overhear,overheard
overjoy: overjoyed
overlook: overlook,overlooked
overpower: overpower,overpowered
overpowering: overpowering
overrate: overrated
overset: overset
overspread: overspread,overspreading
overtake: overtaken,overtook
overthrow: overthrow,overthrowing,overthrown
overture: overtures
owe: owe,owed,owes
owner: owner
oxford: oxford
pace: pace,paces
pack: pack,packed
packing: packing
paddock: paddock
pain: pain,paining,pains
painful: painful
painfully: painfully
paint: paint,painted
painter: painter
painting: painting,paintings
pair: pair
palatable: palatable
pale: pale,pales
paler: paler
paling: paling
palliation: palliation
palpitate: palpitated
paltry: paltry
pamper: pampered
panegyric: panegyric
pang: pang
panting: panting
papa: papa
paper: paper,papers
parade: parade,parading
paradise: paradise
parasol: parasol
parcel: parcels
pardon: pardon
parent: parent,parents
parental: parental
parish: parish
parishioner: parishioners
park: park
parlour: parlour
parody: parody
parsonage: parsonage
partake: partake
partial: partial
partiality: partiality
participation: participation
particulars: particulars
partisan: partisans
partly: partly
partner: partner,partners
partridge: partridges
party: parties,party
pass: pass,passed,passing
passage: passage,passages
passion: passion,passions
passionate: passionate
paste: paste
patch: patched
patent: patent
path: path
pathetic: pathetic
patience: patience
patient: patient
patron: patron
patronage: patronage
patroness: patroness
pause: pause,paused,pauses,pausing
pavement: pavement
pay: paid,pay,paying
payment: payment
peace: peace
peach: peaches
peak: peak
pebble: pebbles
peculiar: peculiar
peculiarity: peculiarities,peculiarity
peculiarly: peculiarly
pecuniary: pecuniary
pedantic: pedantic
peep: peep
peevish: peevish
pen: pen,pens
penance: penance
penetration: penetration
penitent: penitent
perceive: perceive,perceived,perceiving
perceptible: perceptible
perception: perception
perfect: perfect
perfection: perfection,perfections
perfectly: perfectly
perforce: perforce
perform: perform,performed,performs
performance: performance
performer: performer,performers
period: period,periods
permanent: permanent
permission: permission
permit: permit,permitted
perpetual: perpetual
perpetually: perpetually
perplexity: perplexity
perseverance: perseverance
persevere: persevered
persevering: persevering
perseveringly: perseveringly
persist: persist,persisted,persisting,persists
person: people,person,persons
personage: personage,personages
personal: personal
personality: personality
persuade: persuade,persuaded
persuasion: persuasion,persuasions
pertness: pertness
perturb: perturbed
perturbation: perturbation
perusal: perusal
perverse: perverse
perverseness: perverseness
petition: petition,petitioned
petrified: petrified
petticoat: petticoat
pettiness: pettiness
petulance: petulance
phaeton: phaeton
phenomenon: phenomenon
philistinism: philistinism
philosopher: philosopher,philosophers
philosophic: philosophic
philosophy: philosophy
phrase: phrase
physician: physicians
pianoforte: pianoforte
picture: picture,pictured,pictures
picturesque: picturesque
pie: pies
piece: piece,pieces
pierce: pierce
pig: pigs
pile: piling
pin: pin
pique: piqued
piquet: piquet
pit: pit
pitch: pitched
pitiable: pitiable
pitiful: pitiful
pity: pitied,pity
plague: plague
plain: plain,plainer
plainly: plainly
plan: plan,planned,planning,plans
plant: plant
plantation: plantation
plate: plate
play: play,played,playing,plays
player: players
playful: playful
playfulness: playfulness
playwright: playwright
plead: plead,pleaded
pleasant: pleasant,pleasanter,pleasantest
pleasantly: pleasantly
pleasantness: pleasantness
pleasantry: pleasantry
pleased: pleased
pleasing: pleasing
pleasure: pleasure,pleasures
pledge: pledged
plentiful: plentiful
plenty: plenty
pliancy: pliancy
plot: plot
pocket: pocket
poetry: poetry
pointedly: pointedly
policy: policy
polished: polished
polite: polite
politely: politely
politeness: politeness
pollute: polluted
pollution: pollution
pompous: pompous
pony: ponies
pool: pool,pools
poor: poor
pope: pope
popular: popular
popularity: popularity
porridge: porridge
port: port
portion: portion
portrait: portrait,portraits
position: position,positions
positive: positive
positively: positively
possess: possess,possessed,possesses,possessing
possession: possession
possessor: possessor
possibility: possibilities,possibility
post: post
posterity: posterity
postilion: postilions
postpone: postponed
postscript: postscript
poultry: poultry
pound: pounds
pour: pour,poured,pouring
poverty: poverty
powder: powdering
power: power,powers
powerful: powerful
practical: practical
practice: practice
practise: practise,practised,practises,practising
praise: praise,praised,praises
pratt: pratt
pray: pray
preach: preaching
precede: preceded,preceding
precious: precious
precipitance: precipitance
precipitate: precipitate
precisely: precisely
precision: precision
preclude: precluding
predecessor: predecessor
predict: predict
predominance: predominance
predominate: predominate
preface: preface,prefaced
prefer: prefer,preferred,preferring
preference: preference
preferment: preferment
prejudice: prejudice,prejudices
prejudiced: prejudiced
premeditated: premeditated
premeditation: premeditation
premise: premises
preparation: preparation,preparations
prepare: prepare,prepared,preparing
prepared: prepared
prepossession: prepossession
presence: presence
presentation: presentation
presently: presently
preservation: preservation
preservative: preservative
preserve: preserve,preserved
preside: preside,presided
press: press,pressed,pressing
pressed: pressed
pressing: pressing
pressingly: pressingly
presume: presume,presumed,presuming
presuming: presuming
presumption: presumption
pretence: pretence
pretend: pretend,pretended,pretending
pretension: pretension,pretensions
pretty: prettier,prettiest,pretty
prettyish: prettyish
prevail: prevail,prevailed,prevailing
prevent: prevent,prevented,prevents
previous: previous
prey: prey
price: price
pride: pride,prided
prig: prig
primacy: primacy
prime: prime
principal: principal
principally: principally
principle: principle,principles
prior: prior
private: private
privately: privately
privilege: privilege
privileged: privileged
prize: prized,prizes
probability: probabilities,probability
probable: probable
probity: probity
proceed: proceed,proceeded,proceeding
proceedings: proceedings
process: process
proclaim: proclaim
procure: procure,procured,procuring
prodigious: prodigious
prodigiously: prodigiously
produce: produce,produced
productive: productive
profess: profess,professed,professing
profession: profession,professions
proficiency: proficiency
proficient: proficient
profit: profit
profligacy: profligacy
profligate: profligate
profuse: profuse
profusion: profusion
prognostic: prognostics
progress: progress
prohibit: prohibited
project: project,projected
projection: projection
promise: promise,promised,promises,promising
promising: promising
promote: promote,promoted
prompt: prompt,prompted
prone: prone
pronounce: pronounce,pronounced,pronouncing
proof: proof
propensity: propensities,propensity
proper: proper
properly: properly
property: property
propitious: propitious
proportion: proportion,proportioned,proportions
proportionate: proportionate
proposal: proposal,proposals
propose: propose,proposed
proprietor: proprietor
propriety: propriety
prospect: prospect
prospects: prospects
prosperity: prosperity
prosperous: prosperous
protection: protection
protest: protest,protested,protesting
proudly: proudly
prove: prove,proved,proving
proverb: proverb
provide: provide,providing
provision: provision
provocation: provocations
provoke: provoke,provoked,provoking
provokingly: provokingly
proxy: proxy
prudence: prudence
prudent: prudent
prudential: prudential
prudently: prudently
psychologically: psychologically
public: public
publicly: publicly
publish: publish,published
puddle: puddles
puff: puffed
pull: pull
punch: punch
punctual: punctual
punctuality: punctuality
