abandon: abandon,abandoned
invalidity: invalidity
invasion: invasion
invent: invent
inventive: inventive
inversion: inversion
invest: invest
investigation: investigations
invisible: invisible
involve: involved
iron: iron
irresistible: irresistible
irreverent: irreverent
irritable: irritable
irs: irs
island: island
iv: iv
ivory: ivory
ix: ix
jacket: jacket
jamming: jamming
jar: jar,jars
jarring: jarring
jealousy: jealousy
jerk: jerking
jest: jest
jocular: jocular
joint: joint
journalist: journalist
journey: journey
joy: joy
joyous: joyous
judge: judge,judged
judgment: judgment
july: july
jump: jump,jumped
jumping: jumping
jurassic: jurassic
justification: justification
keen: keen,keenest
keenly: keenly
keenness: keenness
kensington: kensington
kentucky: kentucky
key: key
keyhole: keyholes
kick: kicking
kill: kill,killing
kindly: kindly
king: kings
kiss: kissed,kissing
knapsack: knapsack
knee: knee,knees
kneel: knelt
knife: knife
knit: knitting
knock: knocking
knowledge: knowledge
knuckle: knuckles
kodak: kodak
laboratory: laboratory
labour: labour,labours
labourer: labourer
labyrinth: labyrinth
lack: lack,lacked
ladder: ladder
laden: laden
lake: lake
lame: lame
lameness: lameness
lamp: lamp
land: land
landscape: landscape
language: language,languages
languor: languor
lank: lank
lapse: lapsed
lash: lash
late: late
laugh: laugh,laughed,laughing
laughingly: laughingly
laughter: laughter
law: law,laws
lawn: lawn
lay: laid,lay,laying
lazily: lazily
lead: lead,leading,led
leaf: leaves
leak: leak,leaked
leal: leal
lean: lean,leaning,leant
leap: leaping
leapt: leapt
learn: learn,learnt
leash: leash
leather: leather
leave: leave,leaving,left
left: left
leg: legs
legal: legal
legally: legally
leisure: leisure
lemur: lemur
lemurs: lemurs
lend: lend
leprous: leprous
lessening: lessening
lesson: lesson,lessons
letter: letters
level: level
lever: lever,levers
liability: liability
liable: liable
library: library
license: license
licensed: licensed
lichen: lichen,lichens
lichenous: lichenous
licking: licking
lidless: lidless
lie: lie,lies,lying
lieu: lieu
life: life,lives
lifeless: lifeless
lifetime: lifetime,lifetimes
lift: lifted
light: light,lighted,lighter,lighting,lights,lit
lighted: lighted
lighten: lightening
lightning: lightning
lignite: lignite
likeness: likeness
lily: lilies
limb: limb,limbs
limit: limited,limits
limitation: limitation
limited: limited
limp: limp,limped,limping
linger: linger
link: linked,links
lip: lips
liquid: liquid
literary: literary
literature: literatures
litter: litter
live: live,lived,living
lived: lived
liverwort: liverworts
livid: livid
living: living
load: loaded
loath: loath
loathe: loathed
locate: located
location: locations
logical: logical
london: london
lonely: lonely
longing: longing
loom: loomed
loophole: loophole
loose: loose
lose: losing,lost
loss: loss
lot: lot
loud: louder
loudly: loudly
love: love
loyal: loyal
lucid: lucid
lug: lugged
luminous: luminous
lump: lump
lunch: lunch
lung: lungs
lurid: lurid
lurk: lurking
lustre: lustre
luxurious: luxurious
mace: mace
machine: machine,machines
machinery: machinery
machines: machines
madden: maddened
madness: madness
magazine: magazines
magnificent: magnificent
main: main
maintain: maintained,maintaining
maker: makers
malachite: malachite
male: male
malign: malign
mall: mall
mallow: mallows
manager: manager
manhood: manhood
manifestly: manifestly
mankind: mankind
manliness: manliness
manner: manner
mantel: mantel
marble: marble
margin: margin
mark: mark,marked,marking,marks
marked: marked
marrow: marrow
masonry: masonry
mass: mass,masses
massacre: massacre
massive: massive
master: master,mastered,masters
match: match,matches
material: material,materials
maternity: maternity
mathematical: mathematical
mathematician: mathematicians
matter: matter,mattered
mauve: mauve
maximum: maximum
mayor: mayor
meal: meal
meaning: meaning
measure: measuring
meat: meat
mechanical: mechanical
mechanism: mechanism
meddle: meddle
medical: medical
medicine: medicine
meditation: meditations
medium: medium
meek: meek
meet: meet,meeting,met
meeting: meeting
megatherium: megatherium
melodious: melodious
melting: melting
memory: memory
mental: mental
merchantability: merchantability
mercury: mercury
mere: mere,merest
merge: merged
merriment: merriment
metal: metal
metallic: metallic
metalwork: metalwork
method: method,methods
metropolitan: metropolitan
mexican: mexican
michael: michael
middle: middle
midst: midst
midway: midway
mild: mild
mile: mile,miles
militant: militant
military: military
milky: milky
mind: mind,minds
minded: minded
mineral: minerals
mineralogy: mineralogy
mingle: mingled
miniature: miniature,miniatures
minute: minute,minutes
miraculous: miraculous
miscellaneous: miscellaneous
misconception: misconception
miserable: miserable
misery: misery
mission: mission
mississippi: mississippi
mist: mist
mistake: mistake
mistaken: mistaken
mistaking: mistaking
misty: misty
mite: mite
moan: moaning,moans
mockery: mockery
mode: modes
model: model,models
moderate: moderate
modest: modest
modification: modification
modify: modified
moist: moist
molecule: molecule
moment: moment
momentary: momentary
money: money
monkey: monkey
monomania: monomania
monster: monster,monsters
monstrous: monstrous
month: month
monument: monument
moon: moon
moonlight: moonlight
moonlit: moonlit
moonrise: moonrise
moral: moral
moralise: moralised
morning: morning
mortal: mortal
moss: moss
mother: mother
motion: motion
motionless: motionless
motive: motives
mount: mount
mountaineering: mountaineering
mouth: mouth,mouths
movement: movement,movements
multiply: multiply
multitude: multitude,multitudes
mummy: mummies
murder: murder
murmur: murmur,murmured,murmuring
muse: musing
museum: museum
mute: mute
mutton: mutton
mutual: mutual
mysterious: mysterious
mystery: mysteries,mystery
mystic: mystic
nail: nail
naked: naked
nap: napping
narrative: narrative
narrow: narrow
narrowly: narrowly
nation: nations
natural: natural
naturally: naturally
nature: nature
nausea: nausea
nauseatingly: nauseatingly
nearer: nearer
nebuchadnezzar: nebuchadnezzar
necessity: necessities,necessity
neck: neck
neglect: neglected
negligence: negligence
negro: negro
neighbourhood: neighbourhood
nemesis: nemesis
nerve: nerved,nerves
nervously: nervously
nervousness: nervousness
nettle: nettles
network: network
newsletter: newsletter
nickel: nickel
nigh: nigh
night: night,nights
nightmare: nightmare
nights: nights
nil: nil
ninepin: ninepins
nineteenth: nineteenth
nip: nipping
nitrate: nitrates
nocturnal: nocturnal
nod: nod,nodded,nodding
noise: noise,noises
noiseless: noiseless
noiselessly: noiselessly
nonproprietary: nonproprietary
noon: noon
north: north
northward: northward
nose: nose
note: note,notes
nothingness: nothingness
notice: notice,noticed,noticing
notify: notifies
notion: notion
noun: noun
novelty: novelty
nursery: nursery
obelisk: obelisk
object: object,objects
objection: objections
oblique: oblique
obscene: obscene
obscure: obscure
obscurity: obscurity
observation: observation
observe: observe,observed,observing
obsolete: obsolete
obstacle: obstacle
obvious: obvious
occasionally: occasionally
occidental: occidental
occupation: occupations
occupy: occupied
occur: occur,occurred
occurrence: occurrence
ocean: ocean
octagonal: octagonal
october: october
odd: odd,oddest
oddly: oddly
oddness: oddness
odour: odour
offer: offers
office: office
official: official
offspring: offspring
oil: oil,oiled
oily: oily
online: online
onset: onset
onward: onward
oolitic: oolitic
operation: operations
opinion: opinion
opportunity: opportunities,opportunity
opposition: opposition
oppress: oppressed
oppression: oppression
oppressive: oppressive
optics: optics
orange: orange
ordinary: ordinary
organisation: organisation
organise: organised
organism: organism
organize: organized
oriental: oriental
original: original
originally: originally
originator: originator
ornamental: ornamental
ornamented: ornamented
outbreak: outbreaks
outcome: outcome
outdated: outdated
outflank: outflanked
outlet: outlet
outline: outline,outlines
overcome: overcame,overcome,overcoming
overcrowded: overcrowded
overflow: overflow,overflowing
overhead: overhead
overlook: overlook,overlooked
overnight: overnight
overpower: overpowered
overset: overset
overtake: overtaking
overturn: overturned
overwhelming: overwhelming
overwhelmingly: overwhelmingly
overwork: overwork
overworld: overworld
owe: owed
owl: owl
owner: owner
pace: pace
padding: padding
pagoda: pagoda
pain: pain
painful: painful
painfully: painfully
painting: painting
pair: pair
palace: palace,palaces
pale: pale
pall: pall
pallid: pallid
pallor: pallor
palp: palps
palpitate: palpitating
palpitation: palpitation
pane: pane
panel: panels
panic: panic
panting: panting
paper: paper,papers
paperwork: paperwork
paradise: paradise
paradox: paradox
paraffin: paraffin
paragraph: paragraph,paragraphs
parallel: parallel
paralyse: paralyse
parapet: parapet,parapets
parcels: parcels
parent: parent,parents
parental: parental
partake: partake
partially: partially
party: party
pass: pass,passed,passing
passage: passage
passing: passing
passion: passion
passionate: passionate
patent: patents
path: path
pathway: pathway
patience: patience
patient: patient
patter: pattering
pattering: pattering
pattern: pattern
pause: pause,paused
paw: paws
pay: paid,pay,paying
payment: payments
peace: peace
peach: peach
peak: peaked,peaks
pebble: pebble
peculiar: peculiar
peculiarity: peculiarities
pedestal: pedestal
peel: peel
peer: peered,peering
pen: pen
penetrate: penetrating
pensive: pensive
peptone: peptone
perceive: perceive,perceived
perfect: perfect,perfected
perfection: perfection
perfectly: perfectly
perforce: perforce
perform: perform,performed,performing
performance: performances
periodic: periodic
perish: perished
permanency: permanency
permanent: permanent
permission: permission
permit: permitted
perpetual: perpetual
perplexity: perplexity
persist: persisted
persistent: persistent
persistently: persistently
person: people,person
perspective: perspective
persuade: persuaded,persuading
persuasion: persuasion
petal: petals
petulance: petulance
phantasm: phantasm
phase: phases
philosophical: philosophical
photograph: photographs
phrase: phrase
physical: physical
physically: physically
pick: pick,picked
picturesque: picturesque
piece: piece,pieces
pile: pile,piled
pillar: pillar,pillars
pillow: pillowed
pink: pink
pinkish: pinkish
pinnacle: pinnacles
pipe: pipe
pistol: pistol,pistols
pit: pit
pitch: pitch
piteous: piteous
pitiless: pitiless
pity: pitied,pity
plain: plain
plainly: plainly
plaintively: plaintively
plan: plan
plane: plane,planes
planet: planet,planets
plant: plants
plate: plate,plates
plato: plato
plausibility: plausibility
plausible: plausible
play: play,played,playing
playful: playful
plaything: plaything
pleasant: pleasant
pleasure: pleasure
plenty: plenty
plesiosaurus: plesiosaurus
plight: plight
plough: plough
pluck: plucking
plunge: plunged
pocket: pocket,pockets
poignant: poignant
poisonous: poisonous
pole: pole
polished: polished
polynesian: polynesian
poor: poor
popular: popular
population: population
porcelain: porcelain
pork: pork
portal: portal,portals
portion: portions
portrait: portrait
position: position
possess: possessed
possession: possession
possibility: possibilities,possibility
post: posted
postal: postal
posterity: posterity
potentiality: potentialities
potter: potter
pour: poured
powder: powder
powdery: powdery
power: power,powers
powerful: powerful
practicable: practicable
practical: practical
practically: practically
precessional: precessional
precious: precious
precipitous: precipitous
precision: precision
precocious: precocious
preface: preface
prejudice: prejudice
premium: premium
preoccupation: preoccupation
preoccupy: preoccupied
preparation: preparations
prepare: prepare,prepared
presence: presence
presentation: presentation
presently: presently
preservation: preservation
preserve: preserve,preserved
press: press,pressed,pressing
presume: presume
preternaturally: preternaturally
prettiness: prettiness
pretty: prettier,pretty
prevent: prevent,prevented
preventive: preventive
previous: previous
prey: preyed
price: price
prime: prime
principle: principles
print: print,printed
proceed: proceed,proceeded,proceeding
proceeding: proceeding
process: process,processes
processing: processing
procure: procure
prodigious: prodigious
produce: produce,produced
production: production
professor: professor
profile: profile
profit: profits
profound: profound
profoundly: profoundly
progress: progress
prohibition: prohibition
project: project,projected,projecting,projects
projection: projection
prolonged: prolonged
prominently: prominently
promise: promise,promised
promote: promoting
promotion: promotion
prompt: prompt
pronoun: pronouns
proofread: proofread
proper: proper
properly: properly
property: property
prophecy: prophecy
proportion: proportions
proportionately: proportionately
proposition: propositions
proprietary: proprietary
protect: protect,protected
protection: protection
prove: prove,proved
provide: provide,providing
provincial: provincial
provision: provision,provisions
psychologist: psychologist
psychology: psychology
public: public
publisher: publisher
puff: puffs
puffing: puffing
pull: pull,pulled
pulsate: pulsated
pump: pump,pumping
punishment: punishment
punitive: punitive
pupil: pupils
purple: purple
purpose: purpose,purposed,purposes
purposeless: purposeless
pursue: pursue,pursued,pursuing
pursuit: pursuit
push: push,pushed,pushing
putrefaction: putrefaction
puzzle: puzzle,puzzled,puzzles,puzzling
puzzled: puzzled
quack: quack
quaintly: quaintly
quality: quality
qualm: qualm
quarter: quarter,quarters
quartz: quartz
queer: queer
question: question,questions
questioning: questionings
quick: quick
quiet: quiet
quietly: quietly
quiver: quivering
race: race,raced
radiance: radiance
rag: rags
ragged: ragged
rail: rail
railway: railway,railways
rain: rain
raise: raised
ram: ram
ramification: ramifications
range: range
rap: rapped
rapidly: rapidly
rare: rare
rarefied: rarefied
rarely: rarely
raspberry: raspberry
rat: rats
rate: rate
rave: raved,raving
rayless: rayless
reach: reach,reached,reaching
reacquaint: reacquainted
reaction: reaction
read: read,reading
readable: readable
readjust: readjust
readjustment: readjustments
real: real
realisation: realisation
realise: realise,realised,realising
reality: realities,reality
rearrange: rearranged
reason: reason
reasonable: reasonable
reasoning: reasoning
reassure: reassure,reassured
rebellious: rebellious
rebound: rebounding
recall: recall,recalling
recede: recede,receded
receipt: receipt
receive: receive,received,receiving
reckon: reckoned
recognise: recognise,recognised
recognition: recognition
recondite: recondite
record: record,recorded,records
recover: recover,recovered
recovery: recovery
red: red
reddish: reddish
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
reed: reeds
reef: reef
reel: reel,reeling
reference: reference,references
refined: refined
refinement: refinement
reflect: reflected,reflecting
reflection: reflection
refrain: refrain,refrained
refresh: refreshed
refreshing: refreshing
refuge: refuge
refund: refund
refuse: refused
regain: regained
regard: regarded
register: registered
regularity: regularity
regulate: regulating
reinforce: reinforced
rejoin: rejoined
relationship: relationship
release: release
relief: relief
relieve: relieve,relieved
relight: relight
reluctantly: reluctantly
remain: remain,remained,remaining,remains
remake: remade
remark: remark,remarked,remarks
remarkable: remarkable
remarkably: remarkably
remedy: remedies
remember: remember,remembered
remind: remind,reminded,reminds
reminiscence: reminiscence
remnant: remnant
remote: remote
removal: removal
remove: remove,removed
rename: renamed
rendering: rendering
renew: renewed
renewal: renewal
rent: rent
repeat: repeated,repeats
replace: replace,replaced
replacement: replacement
replenish: replenishing
report: reported,reports
represent: represent,represents
representation: representations
reptilian: reptilian
repugnance: repugnance
reputation: reputations
request: request
require: require,required
requirement: requirements
rescue: rescue
resemblance: resemblance
reserve: reserve
resolute: resolute
resolve: resolved
resort: resorted
respect: respect
rest: rest,rested,resting,rests
restaurant: restaurants
resting: resting
restless: restless
restlessness: restlessness
restore: restore
restrain: restrained
restraint: restraint
restriction: restrictions
result: result
resume: resumed
retain: retained
retard: retards
retina: retina
retort: retorted
retreat: retreat,retreated,retreating
return: return,returned,returning,returns
revenue: revenue
reverse: reverse,reversed,reverses,reversing
revert: reverted
revive: revive,revived
revolution: revolution,revolutions
rhododendron: rhododendron,rhododendrons
rich: rich,richer
richardson: richardson
richly: richly
richmond: richmond
richness: richness
riddle: riddles
ridicule: ridicule
rifle: rifles
rigorous: rigorous
rill: rill
rimmed: rimmed
rip: ripped
ripe: ripe
ripple: ripple
rise: rise,rising,rose
risk: risk,risks
river: river
roar: roar
robe: robe,robes
rock: rock,rocks
rocket: rocket
rod: rod
roll: rolled,rolling
roof: roof
root: roots
rot: rotted,rotting
rotundity: rotundity
roughly: roughly
royalty: royalties,royalty
rub: rubbed,rubbing
ruddy: ruddy
rude: rude
rudimentary: rudimentary
ruin: ruin,ruined,ruins
ruinous: ruinous
rule: rules
rush: rush,rushed
rust: rust
rusting: rusting
rustle: rustle
rustling: rustling
sable: sable
saddle: saddle
safe: safe,safer
safety: safety
saline: saline
salt: salt
saltpetre: saltpetre
sandal: sandals
sandbank: sandbank
sanitary: sanitary
sanitation: sanitation
satisfaction: satisfaction
satisfied: satisfied
satisfy: satisfy
saurian: saurians
savage: savage,savages
save: save,saved
scaffolding: scaffolding
scale: scale
scan: scanned
scar: scars
scarce: scarce
scarcely: scarcely
scarlet: scarlet
scatter: scattered
scene: scene
scepticism: scepticism
scheme: scheme,schemes
scholar: scholars
school: school
schoolmaster: schoolmaster
science: science
scientific: scientific
scientist: scientist
scintillate: scintillating
sconce: sconces
scorch: scorched
score: score
scorn: scorn
scramble: scramble,scrambled
scrap: scrap
scrape: scrape
scratch: scratched
scream: scream,screamed,screaming
screw: screws
scrub: scrub
sea: sea,seas
seal: sealed
search: search,searched
season: season
seat: seat,seated
secret: secret
secure: secure,secured
security: security
seedless: seedless
seek: seeking
seize: seized
select: selecting
selective: selective
selfishness: selfishness
semblance: semblance
send: send,sending,sends
sensation: sensation,sensations
sense: sense
sensitive: sensitive
sensitiveness: sensitiveness
sentence: sentence,sentences
sentiment: sentiment
sepia: sepia
sepulture: sepulture
serenity: serenity
series: series
servant: servant,servants
serve: served
service: service
set: set,sets,setting
setting: setting
settle: settled
seventeen: seventeen
sex: sexes
sha: sha
shade: shaded
shadow: shadow,shadows
shadowy: shadowy
shaft: shaft,shafted,shafts
shake: shake,shaken,shaking,shook
shakily: shakily
shallow: shallow
shape: shape,shaped,shapes
share: share,shared,sharing
sharer: sharer
sharp: sharp
sharpen: sharpened
shattered: shattered
sheep: sheep
sheer: sheer
sheet: sheet,sheets
shelf: shelves
shelter: shelter,sheltered,shelters
shift: shifted
shill: shilling
shin: shin
shine: shining,shone
shirk: shirk,shirks
shiver: shiver,shivered
shoal: shoal
shock: shock
shoe: shoes
shoot: shoot
shop: shop,shops
short: short
shoulder: shoulder,shoulders
shout: shouted,shouting
shower: shower,showering
shred: shreds
shrinking: shrinking
shrivel: shrivelled
shroud: shrouded
shrub: shrubs
shrubby: shrubby
shudder: shudder,shuddered
shuffling: shuffling
shut: shut
shy: shy
sick: sick
sickening: sickening
sickly: sickly
sickness: sickness
sided: sided
sideways: sideways
siege: siege
sigh: sigh
sight: sight
sightless: sightless
sign: sign,signing,signs
signal: signal
silence: silence
silent: silent
silently: silently
silhouette: silhouette
silhouetted: silhouetted
silky: silky
silver: silver
silvery: silvery
simon: simon
simple: simple,simplest
simplicity: simplicity
simply: simply
sing: sing
single: single
singular: singular
singularly: singularly
sinister: sinister
sir: sir
sirius: sirius
sit: sat,sit,sitting
situate: situated
situation: situation
sixth: sixth
size: size
skeleton: skeleton
skin: skin
skirt: skirt
skull: skull
sky: sky
skylight: skylight
slab: slabs
slacken: slackened
slake: slake
slam: slam
slant: slanting
slay: slain
sleep: sleep,sleeping,slept
sleepiness: sleepiness
sleeping: sleeping
sleepy: sleepy
sleeve: sleeves
sleight: sleight
slender: slender
slide: slid,sliding
slight: slight,slightest
slightness: slightness
slime: slime
slip: slipped,slipping,slips
slipper: slippers
slit: slit
slope: slope,sloped,slopes,sloping
sloth: sloth
slow: slow,slowed,slower,slowest,slowing
slowly: slowly
slowness: slowness
slumbering: slumbering
slumbrous: slumbrous
smash: smash,smashed
smear: smeared,smears
smell: smell,smelt
smile: smile,smiled,smiles,smiling
smoke: smoke,smoked,smoking
smoking: smoking
smoky: smoky
smote: smote
smother: smothered
smoulder: smoulder
snail: snail
snap: snapped
snatch: snatched
sniff: sniffed
snow: snow
sob: sobbing
sober: sober
social: social
society: society
sock: socks
soft: soft
softness: softness
soil: soil,soiled
sole: sole
solemnly: solemnly
solicit: solicit
solicitation: solicitation
solid: solid
solitary: solitary
solstice: solstice
solution: solution
solve: solve,solved
sombre: sombre
son: sons
sore: sore
sorely: sorely
sorrow: sorrow
sort: sort,sorts
soul: soul,souls
sound: sound,sounds
source: source
south: south
southward: southward
space: space
spark: spark
sparrow: sparrows
spasmodic: spasmodic
speak: speak,speaking,spoke,spoken
speaker: speaker
special: special
specialisation: specialisation
specialist: specialist
species: species
specimen: specimen,specimens
spectacle: spectacle
spectral: spectral
speculate: speculating
speculation: speculation,speculations
speech: speech
speed: speed
speedily: speedily
spellbound: spellbound
spend: spending,spent
sphinx: sphinx
spider: spider
spike: spikes
spill: spill
spin: spinning,spun
spinning: spinning
spirit: spirit
spite: spite
splendid: splendid
splendour: splendour
split: split
splitting: splitting
splutter: splutter
spoil: spoil
spoke: spoke
sport: sport
spot: spot,spots
spread: spread,spreading,spreads
spring: spring
squat: squat
stab: stab
staff: staff
stage: stage
stagger: staggered
stagnant: stagnant
stain: stained
staircase: staircase
stalk: stalked,stalks
stamp: stamped
stanch: stanching
stand: stand,standing,stands,stood
staple: staple
star: star,stars
stare: stare,stared,staring
starless: starless
starlight: starlight
starlike: starlike
start: start,started,starting
starting: starting
startle: startled,startling
startled: startled
starve: starve,starving
statement: statements
station: station
stationary: stationary
statue: statue
status: status
stave: staved
stay: stay,stayed,staying
steadfastly: steadfastly
steadily: steadily
steady: steady
steatite: steatite
steel: steel
stem: stems
step: step,stepped,stepping
stick: stick,sticks
stiff: stiff
stillness: stillness
sting: stinging,stung
stir: stir,stirred,stirring
stirring: stirring
stolid: stolid
stone: stone
stony: stony
stoop: stooped,stooping
store: store,stored
storm: storm
story: stories,story
stoutly: stoutly
straight: straight
strain: strain
strange: strange,stranger,strangest
strangely: strangely
strangeness: strangeness
stranger: stranger
stratification: stratification
streak: streak
stream: stream,streamed
streamer: streamer
streaming: streaming
strength: strength
strengthen: strengthened
stress: stress
stretch: stretch,stretched,stretching
strict: strict
strictly: strictly
stride: strides
strike: strike,striking,struck
string: strings
strive: strove
stroke: stroke
strong: strong
structure: structure
struggle: struggle,struggled,struggles
stud: studs
study: study
stuff: stuffed
stuffy: stuffy
stumble: stumble,stumbling
stump: stumps
stun: stunned
stupor: stupor
style: style
subject: subject
subjugation: subjugation
submit: submitted
subscribe: subscribe
subside: subsiding
substance: substance,substances
substantial: substantial
substantive: substantives
substitute: substitute
subterranean: subterranean
subtle: subtle
subtly: subtly
subway: subways
succeed: succeed,succeeded
succession: succession
succulent: succulent
suck: sucked
sudden: sudden
suddenly: suddenly
suffer: suffer,suffered,suffering
sufferance: sufferance
suffering: suffering
sufficient: sufficient
suffocate: suffocated
suggestion: suggestion,suggestions
suggestive: suggestive
suicide: suicide
suit: suit
sullen: sullen
sulphur: sulphur
summer: summer
summit: summit
sun: sun
sunlight: sunlight
sunlit: sunlit
sunrise: sunrise
sunset: sunset
sunshine: sunshine
support: support
suppose: suppose,supposed
supposition: supposition
suppress: suppressing
surely: surely
sureness: sureness
surface: surface
surmount: surmounted
surprise: surprise
surprised: surprised
surrender: surrender
surround: surrounded
survey: surveyed
survival: survival,survivals
survive: survive,survived
survivor: survivors
suspect: suspect,suspected
suspend: suspended
sustain: sustained
sustaining: sustaining
swam: swam
swamp: swamp
sway: swayed,swaying
swaying: swaying
sweat: sweat
sweep: sweeping,swept
sweeping: sweeping
sweet: sweet,sweeter
swell: swell,swollen
swiftly: swiftly
swim: swim
swimmer: swimmer
swing: swinging,swung
swinging: swinging
switchback: switchback
swoop: swoop
sword: sword
sympathetic: sympathetic
sympathy: sympathy
synonymous: synonymous
table: table,tables
tableful: tableful
tail: tail
tale: tale
talk: talk,talked
tall: tall
tamper: tampering
tangle: tangle
tangled: tangled
tap: tap
task: task
tattered: tattered
tatters: tatters
tax: tax,taxes
teach: taught
tear: tears,tore
technical: technical
telegraph: telegraph
telephone: telephone
temerity: temerity
temper: temper,tempered
temperate: temperate
temporary: temporary
temptation: temptations
tendency: tendencies,tendency
tenderness: tenderness
tension: tension
tentacle: tentacles
tentative: tentative
tenth: tenth
term: terms
terrace: terrace
terrestrial: terrestrial
terrible: terrible
terribly: terribly
terror: terror,terrors
testify: testified
tether: tethered
texture: texture
thames: thames
theorise: theorising
theory: theories,theory
therewith: therewith
thicken: thickened
thicket: thickets
thickness: thickness
thinking: thinking
thirst: thirst
thirsty: thirsty
thither: thither
thread: thread,threaded
threadbare: threadbare
threadlike: threadlike
threatening: threatening
threshold: threshold
thrice: thrice
throat: throat
throb: throb
throw: threw,throw
thrust: thrust
thud: thud,thudding
thunder: thunder
thunderclap: thunderclap
thunderstorm: thunderstorm
thursday: thursday
tickle: tickling
tidal: tidal
tie: tied
tight: tight
tightly: tightly
tile: tiled
time: time,times
timepiece: timepiece
tin: tin
tint: tint,tinted
tiny: tiny
tire: tire
tired: tired
tiring: tiring
title: title
tobacco: tobacco
toil: toil
toiler: toiler
tolerably: tolerably
tolerance: tolerance
tomb: tombs
tomorrow: tomorrow
tongue: tongue,tongues
tonight: tonight
tool: tools
tooth: teeth
topic: topic
torch: torch
torment: torment
touch: touch,touched,touching
tower: towered,towers
toy: toy
trace: trace,traced,traces
trademark: trademark
tradition: traditions
traffic: traffic
trail: trailed,trailing
train: train
trammel: trammels
tramp: tramp,tramps
tranquil: tranquil
transaction: transactions
transcribe: transcribe
transcription: transcription
transit: transit
transitory: transitory
translucent: translucent
transparent: transparent
transverse: transverse
transversely: transversely
trap: trap,trapped
travel: travel,travelled,travelling
traveller: traveller
traverse: traverse,traversed
treasure: treasures
treat: treat
treatment: treatment
tree: tree,trees
tremble: trembled,trembling
triassic: triassic
tribe: tribe
trick: trick,tricked,tricks
trickery: trickery
trickle: trickle
triumph: triumph,triumphed,triumphs
trophy: trophy
tropical: tropical
trouble: trouble,troubled,troubles
troublesome: troublesome
trouser: trouser
trousers: trousers
true: true
truncate: truncated
trust: trusting
truth: truth
tug: tug,tugged
tumult: tumult
tumulus: tumulus
tunic: tunic
tunnel: tunnel,tunnelled,tunnels
turf: turf,turfed
turfy: turfy
twig: twigs
twilight: twilight
twinkle: twinkle,twinkled,twinkling
twinkling: twinkling
twisted: twisted
type: type,types
ugly: ugly
ultimate: ultimate
ultimately: ultimately
unable: unable
unaccountable: unaccountable
unaided: unaided
unalterable: unalterable
unavoidable: unavoidable
unavoidably: unavoidably
unbroken: unbroken
uncanny: uncanny
uncertain: uncertain
uncertainly: uncertainly
uncivil: uncivil
uncomfortable: uncomfortable
uncut: uncut
undecorated: undecorated
underground: underground
understand: understand,understood
underworld: underworld
undulating: undulating
unemployed: unemployed
unendurable: unendurable
unenforceability: unenforceability
uneven: uneven
unexpected: unexpected
unfamiliar: unfamiliar
unfathomable: unfathomable
unfinished: unfinished
unfrozen: unfrozen
ungainly: ungainly
unglazed: unglazed
unheeding: unheeding
unhinge: unhinged
uniform: uniform
uniformly: uniformly
united: united
universal: universal
universally: universally
universe: universe
unknown: unknown
unlikelier: unlikelier
unlink: unlink
unmeaning: unmeaning
unmelted: unmelted
unmistakable: unmistakable
unnecessary: unnecessary
unpleasant: unpleasant
unpolished: unpolished
unprotected: unprotected
unreal: unreal
unreasonable: unreasonable
unsatisfying: unsatisfying
unscrew: unscrewed
unseen: unseen
unsolicited: unsolicited
unsolved: unsolved
unstable: unstable
unsuspected: unsuspected
unsympathetic: unsympathetic
untravelled: untravelled
update: updated
upper: upper
uprush: uprush
upset: upset
upstairs: upstairs
upward: upward
urchin: urchin
useless: useless
user: user
usual: usual
ut: ut
utilise: utilise,utilised
utopian: utopian
utopias: utopias
utter: utter
vacant: vacant
vague: vague,vaguest
vaguely: vaguely
vain: vain
valley: valley
valve: valves
vanilla: vanilla
vanish: vanish,vanished,vanishing
vapour: vapour
varied: varied
variegate: variegated
variety: variety
vase: vases
vast: vast
vastly: vastly
vegetable: vegetable
vegetarian: vegetarians
vegetation: vegetation
veil: veil
velocity: velocity
ventilate: ventilating
ventilation: ventilation
verb: verb,verbs
verbatim: verbatim
verdigris: verdigris
verification: verification
verify: verify
vermin: vermin
versatility: versatility
version: version
vertical: vertical
vertically: vertically
vessel: vessels
vestige: vestige,vestiges
vibrate: vibrated
view: view,viewed,viewing
vigil: vigil
vigour: vigour
vii: vii
viii: viii
villainy: villainy
violate: violates
violence: violence
violently: violently
virtue: virtue
virus: virus
visage: visage
visible: visible
visibly: visibly
vision: vision,visions
visit: visit
visitor: visitor
vista: vista
vitality: vitality
vivid: vivid
vividly: vividly
voice: voice,voices
void: void
volatile: volatile
volunteer: volunteer,volunteered,volunteers
voyage: voyage
wade: waded,wading
waist: waist
wait: wait,waiting
wake: woke
walk: walk,walked,walking,walks
walking: walking
wall: wall,walls
wan: wan
wander: wander,wandered,wandering
wane: wane,waned
war: war
warm: warm
warn: warn
warning: warning
warped: warped
warranty: warranties,warranty
wash: wash,washed
waste: waste,wasted,wasting
wasting: wasting
watch: watch,watched,watching
watchword: watchword
water: water
waterless: waterless
wave: waved,waves,waving
wax: wax
waxen: waxen
weak: weak,weaker
weakly: weakly
weakness: weakness
wealth: wealth
weapon: weapon,weapons
wear: wear,wore,worn
wearisome: wearisome
weary: weary
