aaron: aaron
hivite: hivite
ho: ho
hoar: hoar
hoary: hoary
hod: hod
hold: held,hold,holds
holden: holden
hole: hole,holes
holiness: holiness
hollow: hollow
holy: holy
homam: homam
homeborn: homeborn
homer: homer,homers
honey: honey
honeycomb: honeycomb
honor: honor
honour: honour,honoured
honourable: honourable
hoof: hoof
hook: hook,hooks
hope: hope
hor: hor
horn: horn,horns
hornet: hornet,hornets
horonite: horonite
horror: horror
horse: horse,horses
horseback: horseback
horseman: horseman,horsemen
hosea: hosea
host: host,hosts
hostage: hostages
hot: hot,hottest
hotly: hotly
hough: hough
house: house,houses
household: household,households
howl: howling
howsoever: howsoever
huge: huge
huldah: huldah
humble: humble,humbled
humbly: humbly
hundredfold: hundredfold
hundredth: hundredth
hunger: hunger
hungry: hungry
hunt: hunt
hunter: hunter
hunting: hunting
huppah: huppah
hurl: hurl,hurling
hurt: hurt,hurting
hurtful: hurtful
husband: husband,husbands
husbandman: husbandman,husbandmen
husbandry: husbandry
husk: husk
hyssop: hyssop
idle: idle
idol: idol,idols
idolatrous: idolatrous
idolatry: idolatry
ignorance: ignorance
ignorantly: ignorantly
image: image,images
imagination: imagination,imaginations
imagine: imagined
impose: impose
impoverished: impoverished
imprisonment: imprisonment
impute: impute
imputed: imputed
incense: incense
incline: incline,inclined
inclose: inclosed
increase: increase,increased
incurable: incurable
indignation: indignation
industrious: industrious
infant: infant
infirmity: infirmity
inflammation: inflammation
inform: inform
ingather: ingathering
inhabit: inhabit,inhabited
inhabitant: inhabitants
inherit: inherit,inherited
inheritance: inheritance,inheritances
iniquity: iniquities,iniquity
inn: inn
innocency: innocency
innocent: innocent
inquisition: inquisition
instruct: instruct,instructed
instructer: instructer
instrument: instrument,instruments
insurrection: insurrection
integrity: integrity
intend: intend
intent: intent
interpret: interpret,interpreted
interpretation: interpretation,interpretations
interpreter: interpreter
intreat: intreat,intreated
invade: invade,invaded
invasion: invasion
invent: invented
invite: invited
inwards: inwards
ira: ira
iron: iron
isaac: isaac
isaiah: isaiah
ishmael: ishmael
ishmaelite: ishmaelite
isle: isles
israel: israel
israelite: israelite
israelites: israelites
israelitish: israelitish
issachar: issachar
issue: issue,issued
itch: itch
ithiel: ithiel
ivory: ivory
jacob: jacob
james: james
japheth: japheth
jared: jared
jasper: jasper
javan: javan
javelin: javelin
jaw: jaw
jawbone: jawbone
jealous: jealous
jealousy: jealousies,jealousy
jebus: jebus
jebusi: jebusi
jebusite: jebusite
jehoshaphat: jehoshaphat
jehovah: jehovah
jehu: jehu
jeopard: jeoparded
jeopardy: jeopardy
jerahmeel: jerahmeel
jerahmeelites: jerahmeelites
jeremiah: jeremiah
jericho: jericho
jeroboam: jeroboam
jerusalem: jerusalem
jesse: jesse
jethro: jethro
jewel: jewels
jews: jews
jezebel: jezebel
jeziah: jeziah
jezreelite: jezreelite
job: job
joel: joel
john: john
joined: joined
joining: joinings
joint: joint,joints
jonah: jonah
jonathan: jonathan
joram: joram
jordan: jordan
joseph: joseph
joshua: joshua
josiah: josiah
journey: journey,journeyed,journeying,journeys
journeying: journeyings
joy: joy
joyful: joyful
joyfulness: joyfulness
jubile: jubile
judah: judah
jude: jude
judge: judge,judged,judges,judging
judges: judges
judgment: judgment,judgments
judith: judith
juniper: juniper
justice: justice
justify: justify,justifying
kedar: kedar
keeper: keeper,keepers
kernel: kernels
keros: keros
kettle: kettle
key: key
kick: kick,kicked
kid: kid,kids
kidney: kidneys
kill: kill,killed
killing: killing
kiln: kiln
kin: kin
kinah: kinah
kindle: kindle,kindled
kindly: kindly
kindness: kindness
kindred: kindred,kindreds
kine: kine
king: king,kings
kingdom: kingdom,kingdoms
kinsman: kinsman,kinsmen
kinswoman: kinswoman
kinswomen: kinswomen
kish: kish
kishon: kishon
kiss: kiss,kissed
kite: kite
knead: knead,kneaded
knee: knee,knees
kneel: kneel,kneeled,kneeling
knife: knife,knives
knit: knit
knop: knop,knops
knoweth: knoweth
knowledge: knowledge
korah: korah
korahite: korahite
kore: kore
laban: laban
labour: labour,laboured,labours
lace: lace
lack: lack,lacked,lacking
lad: lad,lads
ladder: ladder
lade: lade,laded
laden: laden
lading: lading
lady: ladies
lamb: lamb,lambs
lame: lame
lament: lament,lamented
lamentation: lamentation,lamentations
lamentations: lamentations
lamp: lamp,lamps
lancet: lancets
land: land,lands
landmark: landmark
language: language
lap: lap,lapped
lapwing: lapwing
largeness: largeness
lattice: lattice
laugh: laugh,laughed
laver: laver,lavers
law: law,laws
lawful: lawful
lawgiver: lawgiver
lay: laid,lay,laying
lead: lead,led
leader: leader,leaders
leadeth: leadeth
leaf: leaf,leaves
league: league
leah: leah
lean: lean,leaned
leap: leap,leaped,leaping
learn: learn,learned
leather: leather
leave: leave,left
leaven: leaven,leavened
leavened: leavened
lebanon: lebanon
ledge: ledges
leek: leeks
left: left,leftest
leg: legs
lehi: lehi
lend: lend,lent
lengthen: lengthen,lengthened
leper: leper,lepers
leprosy: leprosy
leprous: leprous
letter: letter,letters
levi: levi
levite: levite
leviticus: leviticus
levy: levy
lewdness: lewdness
liar: liars
liberally: liberally
liberty: liberty
lice: lice
lick: lick,licked
lid: lid
lie: lain,lie,lied,lies,lying
lien: lien
lier: liers
liest: liest
lieutenant: lieutenants
life: life,lives
lifetime: lifetime
lift: lift,lifted,lifting
light: light,lighted,lighter,lightest,lights
lighten: lighten
lightly: lightly
lightning: lightning,lightnings
ligure: ligure
likeness: likeness
lily: lilies,lily
linen: linen
linger: lingered
lintel: lintel
lion: lion,lions
lionlike: lionlike
lip: lip,lips
liquor: liquor,liquors
liv: livest
live: live,lived,living
lively: lively
liver: liver
liveth: liveth
living: living
lizard: lizard
lo: lo
loaf: loaf,loaves
loan: loan
loathsome: loathsome
lock: locked,locks
locust: locust,locusts
lod: lod
lodge: lodge,lodged
lodging: lodging
lodgings: lodgings
loft: loft
log: log
loin: loins
longing: longing
longsuffering: longsuffering
loop: loops
loose: loose,loosed
lord: lord,lords
lordly: lordly
lose: lose,lost
loss: loss
lost: lost
lot: lot,lots
lotan: lotan
loud: loud,louder
love: love,loved
lovely: lovely
lover: lover
lowing: lowing
lucre: lucre
lud: lud
luke: luke
lump: lump
lurk: lurking
lust: lust,lusted,lusting
lusty: lusty
machi: machi
mad: mad
madness: madness
magician: magicians
magistrate: magistrate,magistrates
magnifical: magnifical
magnify: magnified,magnify
magog: magog
maid: maid,maids
maiden: maiden,maidens
maidservant: maidservant,maidservants
mail: mail
maim: maimed
maintain: maintain
maintenance: maintenance
majesty: majesty
malachi: malachi
male: male,males
manasseh: manasseh
mandrake: mandrakes
manifold: manifold
mankind: mankind
manna: manna
manner: manner
manners: manners
manservant: manservant,menservants
manslayer: manslayer
mantle: mantle
mar: mar
mara: mara
marah: marah
marble: marble
march: marched
mark: mark,marked,marks
marriage: marriage,marriages
married: married
marry: married,marry,marrying
marvel: marvelled,marvels
marvellous: marvellous
marvellously: marvellously
mash: mash
mashal: mashal
mason: masons
massa: massa
master: master
mastery: mastery
matrix: matrix
matter: matter,matters
matthew: matthew
mattock: mattock,mattocks
maw: maw
mayest: mayest
meadow: meadow,meadows
meal: meal
mealtime: mealtime
measure: measure,measured,measures
meat: meat
meddle: meddle,meddling
meditate: meditate
meek: meek
meet: meet,met
meeting: meeting
melchizedek: melchizedek
melon: melons
melt: melt,melted
memorial: memorial
mend: mend
mention: mention,mentioned
merchandise: merchandise
merchant: merchant,merchants
merchantman: merchantmen
merciful: merciful
mercy: mercies,mercy
mered: mered
merry: merry
meshech: meshech
mesopotamia: mesopotamia
mess: mess,messes
message: message
messenger: messenger,messengers
mete: mete
meteyard: meteyard
methuselah: methuselah
micah: micah
michael: michael
midday: midday
middle: middle
midianite: midianite
midianitish: midianitish
midnight: midnight
midst: midst
midwife: midwife,midwives
mightier: mightier
mightily: mightily
mighty: mightier,mightiest,mighty
milch: milch
mildew: mildew
milk: milk
millstone: millstone
mind: mind,minds
minded: minded
mindful: mindful
mingle: mingled
minish: minish
minister: minister,ministered,ministering,ministers
ministry: ministry
minstrel: minstrel
miracle: miracle,miracles
mire: mire
miriam: miriam
mirth: mirth
mischief: mischief,mischiefs
misery: misery
mist: mist
mistress: mistress
misuse: misused
mitre: mitre
mixed: mixed
mixt: mixt
mizpah: mizpah
mizraim: mizraim
moabite: moabite
moabitess: moabitess
moabitish: moabitish
mock: mock,mocked,mocking
moist: moist
mole: mole
molten: molten
moment: moment
money: money
month: month,months
moon: moon,moons
mordecai: mordecai
morning: morning
morrow: morrow
morsel: morsel
mortally: mortally
mortar: mortar
mortgage: mortgaged
moses: moses
mother: mother
mouldy: mouldy
mount: mount
mountain: mountain,mountains
mourn: mourn,mourned,mourning
mourner: mourner
mourning: mourning
mouse: mice,mouse
mouth: mouth,mouths
mulberry: mulberry
mule: mule,mules
multiply: multiplied,multiply,multiplying
multitude: multitude
murderer: murderer,murderers
murmur: murmur,murmured
murrain: murrain
musical: musical
muster: mustered
muzzle: muzzle
myrrh: myrrh
myrtle: myrtle
naam: naam
naaman: naaman
nabal: nabal
naboth: naboth
nahor: nahor
nahum: nahum
nail: nail,nails
naked: naked
nakedness: nakedness
naomi: naomi
naphtali: naphtali
narrow: narrow,narrowed
nathan: nathan
nation: nation,nations
nativity: nativity
natural: natural
naught: naught
naughtiness: naughtiness
nave: naves
navy: navy
nazarite: nazarite
nearer: nearer
nebaioth: nebaioth
nebuchadnezzar: nebuchadnezzar
neck: neck,necks
necromancer: necromancer
needful: needful
needlework: needlework
needy: needy
negligent: negligent
nehemiah: nehemiah
neighbour: neighbour,neighbours
nephew: nephews
nest: nest
neth: nether
nether: nether
nethermost: nethermost
network: network,networks
newly: newly
nigh: nigh
night: night,nights
nimrod: nimrod
nimshi: nimshi
nineteen: nineteen
nineteenth: nineteenth
ninth: ninth
nisan: nisan
noah: noah
nob: nob
noble: noble,nobles
nod: nod
noise: noise
noised: noised
noon: noon
noonday: noonday
north: north
northward: northward
nose: nose
nostril: nostrils
notice: notice
nought: nought
nourish: nourish,nourished
nourisher: nourisher
numbering: numbering
nun: nun
nurse: nurse,nursed
nursing: nursing
nut: nuts
oak: oak
oath: oath
obadiah: obadiah
obedient: obedient
obeisance: obeisance
obey: obey,obeyed,obeying
oblation: oblation,oblations
observe: observe,observed
observer: observer,observers
obstinate: obstinate
occasion: occasion,occasioned,occasions
occupation: occupation
occupy: occupied
occurrent: occurrent
odd: odd
odious: odious
odour: odours
offence: offence
offend: offended
offender: offenders
offer: offer,offered,offering
offering: offering,offerings
office: office,offices
officer: officer,officers
oft: oft
og: og
oil: oil,oiled
ointment: ointment
olive: olive,olives
olivet: olivet
omar: omar
omer: omer,omers
onan: onan
onion: onions
ono: ono
onward: onward
onycha: onycha
onyx: onyx
openly: openly
ophir: ophir
opinion: opinions
oppress: oppress,oppressed
oppressed: oppressed
oppression: oppression
oracle: oracle
ordain: ordain,ordained
ordinance: ordinance,ordinances
organ: organ
ornament: ornaments
oshea: oshea
ossifrage: ossifrage
ouch: ouches
outgoing: outgoings
outlandish: outlandish
outlive: outlived
outmost: outmost
outstretched: outstretched
outward: outward
oven: oven,ovens
overcome: overcome
overdrive: overdrive
overflow: overflow
overfly: overflown
overlay: overlaid,overlay
overlaying: overlaying
overlive: overlived
overplus: overplus
overrun: overran
oversee: oversee
overseer: overseer,overseers
oversight: oversight
overspread: overspread
overtake: overtake,overtook
overthrow: overthrew,overthrow,overthrown
overturn: overturned
owl: owl
owner: owner
ox: ox
oxen: oxen
pace: paces
paddle: paddle
pain: pains
paint: painted
palace: palace,palaces
pallu: pallu
palluites: palluites
palm: palm,palms
pan: pan,pans
parable: parable
parcel: parcel
parched: parched
pardon: pardon,pardoned
pare: pare
parlour: parlour,parlours
partition: partition
partridge: partridge
party: parties
pass: pass,passed,passing
passage: passage,passages
passover: passover,passovers
pasture: pasture,pastures
path: path
pathrusim: pathrusim
patrimony: patrimony
pattern: pattern
pau: pau
paul: paul
paved: paved
pavement: pavement
pavilion: pavilions
paw: paw,paws
pay: paid,pay
peace: peace
peaceable: peaceable
peaceably: peaceably
peacock: peacocks
peculiar: peculiar
pedigree: pedigrees
pelican: pelican
pen: pen
peradventure: peradventure
perceive: perceive,perceived
perfect: perfect,perfected
perform: perform,performed,performing
perfume: perfume
perish: perish,perished
perpetual: perpetual
perpetually: perpetually
persecute: persecuted
persecutor: persecutors
persia: persia
persian: persian
person: people,person,persons
persuade: persuade,persuaded
pertain: pertain,pertained,pertaining
perverse: perverse
perversely: perversely
perverseness: perverseness
pervert: pervert
perverted: perverted
pestilence: pestilence
peter: peter
petition: petition
pharaoh: pharaoh
philemon: philemon
philippians: philippians
philistine: philistine
philistines: philistines
phut: phut
physician: physicians
picture: pictures
piece: piece,pieces
pierce: pierce,pierced
pigeon: pigeon,pigeons
pilgrimage: pilgrimage
pill: pilled
pillar: pillar,pillars
pillow: pillow,pillows
pin: pin,pins
pine: pine
pinon: pinon
pipe: pipe,piped,pipes
pisgah: pisgah
piss: piss
pit: pit,pits
pitch: pitch,pitched
pitcher: pitcher,pitchers
pity: pity
plague: plague,plagued,plagues
plain: plain,plains
plainly: plainly
plaister: plaister,plaistered
planet: planets
plank: planks
plant: plant,planted,plants
plat: plat
plate: plate,plates
play: play,played,playing
player: player
playing: playing
plea: plea
plead: plead,pleaded
pleasant: pleasant
pleased: pleased
pleasure: pleasure
pledge: pledge,pledges
plenteous: plenteous
plenteousness: plenteousness
plenty: plenty
plow: plow,plowed,plowing
pluck: pluck,plucked
plummet: plummet
poison: poison
pole: pole
poll: poll,polled,polls
pollute: pollute,polluted
polluted: polluted
pomegranate: pomegranate,pomegranates
pommel: pommels
pond: ponds
pool: pool,pools
poor: poor,poorer,poorest
poplar: poplar
populous: populous
porch: porch
port: port
porter: porter,porters
portion: portion,portions
possess: possess,possessed
possession: possession,possessions
possessor: possessor
post: post,posts
posterity: posterity
pot: pot,pots
pottage: pottage
potter: potters
pound: pound
pour: pour,poured
poverty: poverty
powder: powder
power: power
practise: practised
praise: praise,praised,praises,praising
pray: pray,prayed,praying
prayer: prayer
preach: preach
precept: precepts
precious: precious
preparation: preparation
prepare: prepare,prepared,preparing
prepared: prepared
prescribe: prescribing
presence: presence
presently: presently
preserve: preserve,preserved
press: pressed,presses
presume: presume,presumed
presumptuously: presumptuously
prevail: prevail,prevailed
prevent: prevented
prey: prey
price: price
prick: pricks
pride: pride
priest: priest,priests
priesthood: priesthood
prince: prince,princes
princess: princesses
principal: principal
print: print
prison: prison
prisoner: prisoners
privily: privily
privy: privy
proceed: proceed,proceeded
process: process
proclaim: proclaim,proclaimed
proclamation: proclamation
profane: profane,profaned,profaning
profess: profess
profit: profit
progenitor: progenitors
project: project
prolong: prolong,prolonged
promise: promise,promised
promote: promote,promoted
pronounce: pronounce,pronounced,pronouncing
proper: proper
prophecy: prophecy
prophesy: prophesied,prophesy,prophesying
prophet: prophet,prophets
prophetess: prophetess
proportion: proportion
prosper: prosper,prospered
prosperity: prosperity
prosperous: prosperous
prosperously: prosperously
prostitute: prostitute
protection: protection
protest: protest,protested
proudly: proudly
prove: prove,proved
provender: provender
proverb: proverb,proverbs
proverbs: proverbs
provide: provide
province: province,provinces
provision: provision
provocation: provocation,provocations
provoke: provoke,provoked,provoking
prudence: prudence
prudent: prudent
prune: prune
psalm: psalm,psalms
psalmist: psalmist
psalms: psalms
psaltery: psalteries,psaltery
pua: pua
publish: publish
pul: pul
pull: pull,pulled
pulpit: pulpit
pulse: pulse
punish: punish,punished
punishment: punishment
purchase: purchase,purchased
pure: pure
purge: purge,purged
purification: purification
purify: purified,purify,purifying
purifying: purifying
purple: purple
purpose: purpose,purposed,purposing
pursue: pursue,pursued,pursuing
pursuer: pursuers
purtenance: purtenance
push: push
pygarg: pygarg
quail: quails
quake: quaked
quarrel: quarrel
quarry: quarries
quarter: quarter,quarters
queen: queen
quench: quench,quenched
question: questioned,questions
quick: quick
quiet: quiet
quietly: quietly
quietness: quietness
quit: quit
quiver: quiver
rachel: rachel
rage: rage
rail: rail,railed
raiment: raiment
rain: rain,rained
raise: raise,raised
raisin: raisins
ram: ram,rams
rameses: rameses
range: ranges
rank: rank,ranks
ransom: ransom
rate: rate
raven: raven,ravens
ravin: ravin
raw: raw
razor: razor
reach: reach,reached,reaching
read: read
reading: reading
ready: ready
realm: realm
reap: reap,reaping
reaper: reapers
rear: rear,reared
reason: reason
rebekah: rebekah
rebel: rebel,rebelled,rebels
rebellion: rebellion
rebellious: rebellious
rebuke: rebuke,rebuked,rebuking
receive: receive,received,receiving
reckon: reckon,reckoned
reckoning: reckoning
recompence: recompence
recompense: recompense,recompensed,recompensing
reconcile: reconcile,reconciling
reconciliation: reconciliation
record: record,recorded,records
recorder: recorder
recover: recover,recovered
red: red
reddish: reddish
redeem: redeem,redeemed
redeeming: redeeming
redemption: redemption
reed: reed
refine: refined
reform: reformed
refrain: refrain,refrained
refresh: refresh,refreshed
refuge: refuge
refuse: refuse,refused
regard: regard,regarded
region: region
register: register
rehearse: rehearse,rehearsed
rehoboam: rehoboam
rehoboth: rehoboth
rei: rei
reign: reign,reigned,reigning
reject: rejected
rejoice: rejoice,rejoiced,rejoicing
rejoicing: rejoicing
release: release
relieve: relieve
rely: relied,rely
remain: remain,remained,remaining
remainder: remainder
remedy: remedy
remember: remember,remembered
remembrance: remembrance
remnant: remnant
remove: remove,removed,removing
rend: rend
render: render,rendered
renew: renew,renewed
renown: renown
renowned: renowned
rent: rent
repair: repair,repaired,repairing
repay: repay
repent: repent,repented
rephael: rephael
replenish: replenish
report: report,reported
reproach: reproach,reproached
reprove: reprove,reproved
request: request,requested
require: require,required
requite: requite,requited,requiting
rereward: rereward
rescue: rescue,rescued
resemble: resembled
residue: residue
resort: resort,resorted
respect: respect
respite: respite
rest: rest,rested,rests
resting: resting
restitution: restitution
restore: restore,restored
restorer: restorer
restrain: restrained
restraint: restraint
retain: retained
retire: retire,retired
return: return,returned
reuben: reuben
reubenites: reubenites
reuel: reuel
reveal: revealed
revelation: revelation
revenge: revenges
revenger: revenger,revengers
revenue: revenue
reverence: reverence
reverse: reverse
revile: revile
revive: revive,revived,reviving
revolt: revolt,revolted
reward: reward,rewarded,rewards
rib: rib,ribs
ribband: ribband
rich: rich
riches: riches
rid: rid
riddance: riddance
ridden: ridden
riddle: riddle
ride: ride,riding,rode
rider: rider,riders
rie: rie
righteous: righteous
righteously: righteously
righteousness: righteousness
rightly: rightly
rigour: rigour
ringstraked: ringstraked
rinse: rinsed
rip: rip,ripped
ripe: ripe
rise: rise,risen,rising,rose
rite: rites
river: river,rivers
road: road
roar: roar,roared
roast: roast
roasted: roasted
rob: rob,robbed
robe: robe,robes
rock: rock,rocks
rod: rod,rods
roe: roe,roes
roebuck: roebuck,roebucks
roll: roll,rolled,rolls
roman: romans
roof: roof
root: root,rooted,roots
rope: ropes
rot: rot
rough: rough
roughly: roughly
rouse: rouse
rover: rovers
row: row,rows
royal: royal
rubbish: rubbish
ruddy: ruddy
ruin: ruin
ruinous: ruinous
rule: rule,ruled,ruling
ruler: ruler,rulers
rumour: rumour
rump: rump
runneth: runneth
running: running
rush: rushed
ruth: ruth
sabbath: sabbath,sabbaths
sack: sack,sacks
sackcloth: sackcloth
sacrifice: sacrifice,sacrificed,sacrifices,sacrificing
sad: sad
saddle: saddle,saddled
sadly: sadly
safe: safe
safeguard: safeguard
safely: safely
safety: safety
saint: saint,saints
saith: saith
sake: sake,sakes
sale: sale
salem: salem
salma: salma
salmon: salmon
salt: salt
salute: salute,saluted
salvation: salvation
samaria: samaria
samaritan: samaritans
samson: samson
samuel: samuel
sanballat: sanballat
sanctify: sanctified,sanctify
sanctuary: sanctuaries,sanctuary
sand: sand
sapphire: sapphire
sarah: sarah
sardius: sardius
satan: satan
satisfaction: satisfaction
satisfied: satisfied
saul: saul
save: save,saved,saving
saviour: saviour,saviours
savour: savour,savours
savoury: savoury
scab: scab,scabbed
scaffold: scaffold
scale: scales
scall: scall
scapegoat: scapegoat
scarce: scarce
scarceness: scarceness
scarlet: scarlet
scatter: scatter,scattered
sceptre: sceptre
scholar: scholar
scorn: scorn
scorpion: scorpions
scour: scoured
scourge: scourged,scourges
scrabble: scrabbled
scrape: scrape,scraped
scribe: scribe,scribes
scrip: scrip
scurvy: scurvy
sea: sea,seas
seal: seal,sealed
search: search,searched,searching
searching: searchings
seas: seas
season: season,seasons
seat: seat,seated
seba: seba
secret: secret,secrets
secretly: secretly
secure: secure
sedition: sedition
seduce: seduced
seed: seed,seeds
seedtime: seedtime
seek: seek,sought
seer: seer,seers
seethe: seethe,seething
seize: seize
selah: selah
selfsame: selfsame
sell: sell,sold
seller: sellers
selvedge: selvedge
senaah: senaah
send: send,sending
sense: sense
sentence: sentence
separate: separate,separated
separation: separation
sepharvites: sepharvites
sepulchre: sepulchre
sered: sered
serpent: serpent,serpents
servant: servant,servants
serve: serve,served,serving
service: service
servile: servile
servitor: servitor
servitude: servitude
set: set
seth: seth
setting: settings
settle: settle,settled
settled: settled
sevenfold: sevenfold
seventeen: seventeen
seventeenth: seventeenth
seventh: seventh
sever: sever,severed
sew: sewed
shadow: shadow
shaft: shaft
shake: shake,shaken,shook
shalt: shalt
shama: shama
shame: shame,shamed
shamelessly: shamelessly
shamer: shamer
shamir: shamir
share: share
sharezer: sharezer
sharon: sharon
sharp: sharp
sharpen: sharpen
sharply: sharply
shaul: shaul
shave: shave,shaved
shaven: shaven
sheaf: sheaf,sheaves
sheal: sheal
shear: shear,shearing
shearer: shearers
sheath: sheath
shechem: shechem
shechemites: shechemites
sheep: sheep
sheepcote: sheepcote
sheepfold: sheepfolds
sheepmaster: sheepmaster
sheet: sheets
shekel: shekel,shekels
shelah: shelah
shem: shem
shema: shema
sheminith: sheminith
shen: shen
shepherd: shepherd,shepherds
sheth: sheth
sheva: sheva
shew: shew,shewed,shewing
shewbread: shewbread
shewed: shewed
shibboleth: shibboleth
shield: shield,shields
shiloh: shiloh
shimei: shimei
shine: shine,shined,shining,shone
ship: ships
shipman: shipmen
shittim: shittim
shock: shocks
shoe: shod,shoe,shoes
shoot: shoot,shooting,shot
shooter: shooters
shore: shore
short: short
shortly: shortly
shot: shot
shoulder: shoulder,shoulders
shouldest: shouldest
shout: shout,shouted,shouting
shouting: shouting
shovel: shovels
shower: showers
shred: shred
shrink: shrank
shrub: shrubs
shunammite: shunammite
shut: shut
shutting: shutting
sia: sia
sibboleth: sibboleth
sick: sick
sickle: sickle
sickness: sickness,sicknesses
siege: siege
sigh: sighed
sight: sight
sign: sign,signs
signet: signet,signets
silence: silence
silent: silent
silver: silver
simeon: simeon
similitude: similitude
simplicity: simplicity
sin: sin,sinned,sinning,sins
sincerely: sincerely
sincerity: sincerity
sinew: sinew
sinful: sinful
sing: sang,sing,singing
singer: singer,singers
singing: singing
singular: singular
sinite: sinite
sink: sank,sunk
sinner: sinners
sion: sion
sir: sir
sister: sister,sisters
sit: sat,sit,sitting
sitting: sitting
situate: situate
situation: situation
sixscore: sixscore
sixteen: sixteen
sixteenth: sixteenth
sixth: sixth
size: size
skilful: skilful
skill: skill
skin: skin,skins
skirt: skirt
skull: skull
sky: skies,sky
slack: slack
slander: slander,slandered
slang: slang
slaughter: slaughter
slay: slain,slay
slayer: slayer
slaying: slaying
sleep: sleep,sleeping,slept
slew: slew
slide: slide
slime: slime
sling: sling,slings
slinger: slingers
slip: slip,slipped
slothful: slothful
slow: slow
smell: smell,smelled
smite: smite,smiting,smitten,smote
smith: smith,smiths
smitten: smitten
smoke: smoke
smoking: smoking
smooth: smooth
smote: smote
snail: snail
snare: snare,snared,snares
sneeze: sneezed
snow: snow
snowy: snowy
snuffer: snuffers
socket: socket,sockets
sod: sod
sodden: sodden
sodom: sodom
sodomite: sodomite,sodomites
soever: soever
softly: softly
sojourn: sojourn,sojourned,sojourning
sojourner: sojourner,sojourners
sojourning: sojourning
soldier: soldiers
sole: sole,soles
solemn: solemn
solemnity: solemnity
solemnly: solemnly
solomon: solomon
son: son,sons
song: song,songs
soothsayer: soothsayer
sorcerer: sorcerers
sore: sore
sorely: sorely
sorrow: sorrow,sorrows
sorrowful: sorrowful
sort: sort,sorts
soul: soul,souls
sound: sound,sounded,sounding
south: south
southward: southward
sow: sow,sowed,sown
sowing: sowing
space: space
spake: spake
span: span
spare: spare,spared
speak: spake,speak,speaking,spoken
spear: spear,spears
special: special
specially: specially
speckled: speckled
speech: speech,speeches
speed: sped,speed
speedily: speedily
spend: spend,spent
spice: spice,spices
spicery: spicery
spill: spilled
spilt: spilt
spin: spin,spun
spirit: spirit,spirits
spit: spit
spittle: spittle
spoil: spoil,spoiled,spoils
spoiled: spoiled
spoiler: spoilers
spoke: spokes
spokesman: spokesman
spoon: spoon,spoons
sport: sport,sporting
spot: spot,spots,spotted
spotted: spotted
spread: spread,spreading
spring: spring,springing,springs,sprung
sprinkle: sprinkle,sprinkled
spue: spue,spued
spy: spied,spies,spy
square: square
stable: stable
stablish: stablish,stablished
stack: stacks
stacte: stacte
staff: staff
stair: stairs
stalk: stalk,stalks
stall: stalls
stamp: stamp,stamped
stand: stand,standing,stood
standard: standard,standards
standeth: standeth
standing: standing
stank: stank
star: star,stars
start: start
stature: stature
statute: statute,statutes
stave: staves
stay: stay,stayed,stays
stead: stead,steads
steady: steady
steal: steal,stealing,stole,stolen
stealth: stealth
stedfastly: stedfastly
steel: steel
step: step,steps
steward: steward,stewards
stick: stick,sticks,stuck
stiff: stiff
stiffen: stiffened
stink: stank,stink
stir: stir,stirred
stock: stock
stone: stone,stoned,stones,stoning
stool: stool,stools
stoop: stooped
store: store
storehouse: storehouses
stork: stork
story: stories,story
straight: straight
straightway: straightway
strait: strait
straitly: straitly
straitness: straitness
strake: strakes
strange: strange
strangely: strangely
stranger: stranger,strangers
straw: straw,strawed
stream: stream,streams
street: street,streets
strength: strength
strengthen: strengthen,strengthened
stretch: stretch,stretched
stricken: stricken
strife: strife
strike: strike,struck
strip: strip,stripped
stripe: stripe,stripes
stripling: stripling
stript: stript
strive: strive,strove
striving: strivings
stroke: stroke
strong: strong,stronger
strow: strowed
struggle: struggled
stubble: stubble
stubborn: stubborn
stubbornness: stubbornness
stuff: stuff
stumble: stumbled
stump: stump
subdue: subdue,subdued
submit: submit,submitted
substance: substance
subtilly: subtilly
subtilty: subtilty
suburb: suburbs
succeed: succeed,succeeded
success: success
succoth: succoth
succour: succour,succoured
suck: suck,sucking
suckling: suckling,sucklings
suddenly: suddenly
suffer: suffer,suffered
suffice: suffice,sufficed
sufficient: sufficient
suit: suit
sum: sum
summer: summer
sun: sun
sunrising: sunrising
superfluous: superfluous
supplant: supplanted
supplication: supplication,supplications
suppose: suppose
sur: sur
surely: surely
surety: surety
susi: susi
sustain: sustain,sustained
sustenance: sustenance
swallow: swallow,swallowed
swan: swan
sware: sware
swarm: swarm,swarms
swear: swear,sworn
swearing: swearing
sweat: sweat
sweep: swept
sweet: sweet,sweeter
sweetness: sweetness
swell: swell,swelled
swift: swift,swifter
swim: swim
swine: swine
sword: sword,swords
sycomore: sycomore
syria: syria
syrian: syrian,syrians
tabernacle: tabernacle,tabernacles
table: table,tables
tablet: tablets
tabor: tabor
tabret: tabret
tach: taches
tail: tail,tails
taketh: taketh
tale: tale
talebearer: talebearer
talent: talent,talents
talk: talk,talked,talking
tall: tall,taller
tanach: tanach
tare: tare
tarea: tarea
target: target,targets
tarry: tarried,tarry
tartan: tartan
task: task,tasks
taskmaster: taskmasters
taste: taste,tasted
tax: taxed
taxation: taxation
teach: taught,teach
teacher: teacher
teaching: teaching
tear: tear,tears,torn
telling: telling
tema: tema
teman: teman
temper: tempered
temple: temple,temples
tempt: tempt,tempted
temptation: temptations
tender: tender
tenderhearted: tenderhearted
