abandon: abandon,abandoned
limestone: limestone
limit: limited,limits
limitation: limitation
limited: limited
limitless: limitless
limp: limp,limping
lineage: lineage
linen: linen,linens
liner: liners
linger: linger,lingered,lingering
lingered: lingered
lingua: lingua
link: linked,linking,links
lip: lip,lips
liquid: liquid
lisa: lisa
list: list,lists
listen: listen,listened,listening
listener: listener,listeners
listening: listening
listless: listless
listlessly: listlessly
listlessness: listlessness
litany: litany
literary: literary
literature: literature
lithe: lithe
litter: litter
liturgy: liturgy
live: live,lived,lives,living
lively: lively
liverpool: liverpool
livid: livid
living: living
lo: lo
load: load
loafer: loafer,loafers
loan: loan,loans
loathe: loathe,loathed
loathing: loathing
loathsome: loathsome
lob: lob,lobs
local: local
locate: located
location: locations
lock: lock,locked
locker: locker
locking: locking
locust: locusts
loft: loft
logical: logical
logically: logically
loin: loins
loiter: loitered
london: london
loneliness: loneliness
lonely: lonely
longing: longing,longings
longstanding: longstanding
looping: looping
loose: loose,loosed
loosely: loosely
loosen: loosened
lopsided: lopsided
lord: lord
lore: lore
lorenzo: lorenzo
lorry: lorry
lose: lose,lost
loss: loss
lost: lost
lot: lot
loth: loth
lottie: lottie
loud: loud,louder
loudly: loudly
louis: louis
lounge: lounged
louse: louse
love: love,loved,loves,loving
loveless: loveless
loveliness: loveliness
lovely: lovely
lover: lover
loving: loving
lowly: lowliest,lowly
loyal: loyal
loyalty: loyalty
lucid: lucid
lucifer: lucifer
luck: luck
lucky: lucky
luigi: luigi
lukewarm: lukewarm
lull: lull,lulled,lulling
lumber: lumbering
luminary: luminary
luminous: luminous
luminously: luminously
lump: lumps
lumpish: lumpish
lumpy: lumpy
lunch: lunches
lung: lungs
lure: lure,lured
lurk: lurking
lust: lust,lusted
lustful: lustful
lustre: lustre
lustreless: lustreless
lutenist: lutenists
luxuriant: luxuriant
luxurious: luxurious
luxury: luxury
lying: lying
lynch: lynch
lynx: lynx
lyrical: lyrical
mabel: mabel
machine: machine
machinery: machinery
mad: mad
madam: madam
madden: maddening
maddening: maddening
madhouse: madhouse
madly: madly
madman: madman
madness: madness
maggy: maggy
magic: magic
magically: magically
magistrate: magistrate,magistrates
magus: magus
mahogany: mahogany
maid: maid,maids
maiden: maiden
mail: mail
maim: maimed
maimed: maimed
main: main
maintain: maintain,maintained,maintaining
majestic: majestic
majesty: majesty
major: major
majorem: majorem
maker: maker
malady: malady
malcolm: malcolm
male: male
malefactor: malefactors
malevolent: malevolent
malice: malice
malignant: malignant
malignity: malignity
mallow: mallow
malo: malo
mamma: mamma
manager: manager
mane: mane
mangled: mangled
manhood: manhood
maniac: maniac
manifold: manifold
mankind: mankind
manly: manly
manned: manned
manner: manner
manners: manners
mannikin: mannikin
mantelpiece: mantelpiece
mantle: mantle,mantled
manufacture: manufacturing
manufacturing: manufacturing
map: map
maple: maple
mar: marred
marble: marbles
march: march,marched
mare: mare
mariana: mariana
marine: marine
mark: mark,marked,marks
market: market
marketplace: marketplace
maroon: maroon
marquess: marquess
married: married
marrow: marrow
marry: married,marry
marseilles: marseilles
marshal: marshal,marshalled,marshals
marshalled: marshalled
martin: martin
martyr: martyr
marvellous: marvellous
marx: marx
mary: mary
masculine: masculine
mask: mask
masked: masked
mass: mass,massed,masses
mast: masts
master: master,masters
mat: mat
match: match,matches
mate: mate
material: material
mathematician: mathematicians
mathematics: mathematics
matric: matric
matriculation: matriculation
matted: matted
matter: matter,matters
matting: matting
maul: mauled
maundy: maundy
maurice: maurice
maximum: maximum
maze: maze
mea: mea
meal: meal,meals
meaning: meaning
meaningless: meaningless
measure: measure,measured
meat: meat
meddle: meddle
mediate: mediate
medical: medical
medicine: medicine
medieval: medieval
meditation: meditations
medium: medium
medley: medley
meek: meek
meekly: meekly
meet: meet,met
meeting: meeting
melancholy: melancholy
melody: melody
melt: melt
memorable: memorable
memory: memories,memory
menace: menace
mend: mending
mental: mental
mentality: mentality
mention: mention,mentioned
mercedes: mercedes
mercenary: mercenary
merchandise: merchandise
merchantability: merchantability
merciful: merciful
mercifulness: mercifulness
merciless: merciless
mercy: mercy
mere: mere
merge: merge,merged
merit: merits
merrily: merrily
merriment: merriment
merry: merry
merrymake: merrymaking
message: message,messages
messenger: messenger
met: met
metal: metal
metamorphoses: metamorphoses
metaphor: metaphors
mete: mete
method: method,methods
michael: michael
mick: mick
micky: micky
middle: middle
midnight: midnight
midst: midst
midstream: midstream
midwifery: midwifery
mighty: mighty
mike: mike
mild: mild
mildly: mildly
mile: mile,miles
milesian: milesian
milk: milk,milking
milkman: milkman
millionfold: millionfold
millionth: millionth
mills: mills
millstone: millstone
mince: mincing
mind: mind,minding,minds
mineral: mineral
mingle: mingled
minister: minister,ministers
minor: minor
minute: minute,minutes
mire: mire
mirror: mirror,mirrored
mirth: mirth
mirthless: mirthless
miser: miser
miserable: miserable
misery: miseries,misery
misfortune: misfortune,misfortunes
misrule: misrule
missa: missa
mission: mission
mississippi: mississippi
mist: mists
mistake: mistake,mistakes
mistress: mistress
mistrust: mistrust,mistrusted
mistrustfulness: mistrustfulness
mix: mix,mixed
moan: moan,moaned,moaning
mobile: mobile
mock: mock,mocked,mocking
mocker: mocker
mockery: mockery
mode: mode
model: model
modern: modern
modification: modification
modify: modified
moiety: moiety
moist: moist
moisture: moisture
mole: mole
mollify: mollifying
molten: molten
moment: moment,moments
momentary: momentary
mona: mona
monday: monday
money: money,moneys
monk: monk
monkey: monkey
monkeyish: monkeyish
monkish: monkish
monologue: monologue
monosyllable: monosyllable
monotonously: monotonously
monster: monster
monstrance: monstrance
monstrous: monstrous
monte: monte
month: month,months
monthly: monthly
monument: monuments
mood: mood
moodiness: moodiness
moody: moody
moon: moon
moonless: moonless
moonlit: moonlit
mooring: moorings
moral: moral
morality: morality
morally: morally
moran: moran
morgue: morgue
morning: morning,mornings
mortal: mortal
mortally: mortally
mortification: mortification,mortifications
mortified: mortified
mortify: mortify
mortifying: mortifying
moses: moses
moth: moth
mother: mother,mothers
mottled: mottled
motto: motto
mould: mould
moulder: mouldering
mound: mounds
mount: mount,mounted
mountain: mountain,mountains
mournful: mournful
mouse: mice
moustache: moustache,moustaches
mouth: mouth,mouths
mouthpiece: mouthpiece
movement: movement,movements
mozambique: mozambique
mud: mud
muddy: muddied,muddy
muff: muff
muffled: muffled
mulier: mulier
multiple: multiple
multiply: multiplied
multitude: multitude
mumble: mumbled
mummery: mummery
munch: munched
munster: munster
murder: murder,murders
murderer: murderer,murderers
murderous: murderous
murmur: murmur,murmured,murmuring,murmurs
murmuring: murmuring
murmurous: murmurous
murmurously: murmurously
muscatel: muscatel
muscle: muscle
muscular: muscular
muse: muse,mused
museum: museum
music: music
musical: musical
musing: musings
musingly: musingly
mute: mute
mutely: mutely
mutter: muttered
mutton: mutton
myriad: myriads
myrrh: myrrh
myrtle: myrtle
mysterious: mysterious
mysteriously: mysteriously
mystery: mysteries,mystery
mystic: mystic
mystical: mystical
myth: myth
nail: nail,nails
naked: naked
nakedness: nakedness
nameless: nameless
nape: nape
napoleon: napoleon
narration: narration
narrative: narrative
narrow: narrow
nasal: nasal
nash: nash
nasty: nasty
nation: nation,nations
national: national
nationalist: nationalist
nationality: nationality
natural: natural
nature: nature,natures
nauseous: nauseous
nave: nave
nazareth: nazareth
neapolitan: neapolitan
nearer: nearer
neat: neat
neatly: neatly
nebulous: nebulous
necessity: necessity
neck: neck
neckcloth: neckcloth
needful: needful
neediness: neediness
needle: needle
neglect: neglected
negligence: negligence
neighbour: neighbour,neighbouring
neighbourhood: neighbourhood
nelly: nelly
nephew: nephew
nerve: nerves
nervous: nervous
nervously: nervously
nest: nest
nettle: nettle
network: network
newcomer: newcomers
newly: newly
news: news
newsagent: newsagent
newsletter: newsletter
nice: nice,nicer
nicely: nicely
niche: niche
nickname: nicknamed,nicknames
night: night,nights
nightfall: nightfall
nightly: nightly
nightshade: nightshade
nightshirt: nightshirt
nile: nile
nimble: nimble
nimbly: nimbly
nob: nobs
nobility: nobility
noble: noble,noblest
nobleman: nobleman,noblemen
nod: nodded,nodding
noise: noise,noises
noiseless: noiseless
noiselessly: noiselessly
noisily: noisily
noisome: noisome
nomad: nomads
nominal: nominal
nonproprietary: nonproprietary
nonsense: nonsense
nook: nook
norfolk: norfolk
normal: normal
north: north
northern: northern
northward: northward
nose: nose,noses
nosed: nosed
nosegay: nosegay
nostril: nostrils
note: note,notes,noting
notebook: notebooks
nothingness: nothingness
notice: notice,notices
notify: notifies
notion: notion
noun: noun
november: november
novena: novena
novitiate: novitiate
noxious: noxious
nudge: nudged,nudges
nudging: nudging
nun: nun,nuns
nurse: nurse
nursemaid: nursemaids
nursery: nursery
oar: oar
oarsman: oarsman
oath: oath
obedience: obedience
obedient: obedient
obediently: obediently
obey: obey,obeyed,obeying
object: object,objected
oblige: obliged
oblong: oblong
obscene: obscene
obscure: obscure,obscured
observant: observant
observe: observed
obsolete: obsolete
obstinately: obstinately
obvious: obvious
occasion: occasion,occasions
occur: occur,occurred
ocean: ocean,oceans
oceanic: oceanic
october: october
odd: odd
odorous: odorous
odour: odour,odours
odourless: odourless
offal: offal
offence: offence
offend: offend,offended,offending,offends
offended: offended
offer: offer,offered,offering,offers
offering: offering
office: office,offices
officer: officers
official: official
offspring: offspring
oft: oft
ohm: ohms
oil: oil
oilcan: oilcan
oils: oils
olden: olden
oldish: oldish
olive: olive
omnipotent: omnipotent
omnipresent: omnipresent
onion: onions
online: online
onlooker: onlookers
onset: onset
onward: onward
onwards: onwards
ooze: oozed,oozing
openly: openly
operation: operation
opinion: opinion,opinions
opportunity: opportunities,opportunity
oppose: opposed
orator: orator
orb: orb
orchard: orchards
orchestra: orchestra
ordination: ordination
ordure: ordure
organize: organized
orgiastic: orgiastic
orgy: orgies
origin: origin
original: original
originator: originator
ornamental: ornamental
orthodox: orthodox
osier: osier
outburst: outburst,outbursts
outdated: outdated
outdoor: outdoor
outer: outer
outhouse: outhouse
outlaw: outlaw
outlet: outlet
outline: outlined
outrage: outrages
outraged: outraged
outright: outright
outshine: outshine
outstrip: outstrip
outward: outward
oval: oval
overblown: overblown
overcloud: overcloud
overcoat: overcoat,overcoats
overcoated: overcoated
overcome: overcome,overcomes
overflow: overflow
overgrown: overgrown
overhaul: overhauled
oversee: oversee
overt: overt
overtake: overtake
overtone: overtone
overturn: overturned
ovid: ovid
owe: owed
owner: owner
ox: ox
ozone: ozone
pace: pace,paced,paces
pack: pack
packet: packet
paddy: paddy
pain: pain,pains
pained: pained
painful: painful
painfully: painfully
painless: painless
painlessly: painlessly
paint: paint,painted,paints
pair: pair
palate: palate
pale: pale
paler: paler
palest: palest
pallid: pallid
pallor: pallor
palm: palm,palms
palma: palma
palsy: palsy
pancake: pancake,pancakes
pandy: pandied,pandies,pandy
pandybat: pandybat
pane: pane,panes
panting: panting
pantomime: pantomime
pants: pants
papa: papa
paper: paper,papers
paperwork: paperwork
parable: parable
paraclete: paraclete
parade: parading
paraffin: paraffin
paragraph: paragraph,paragraphs
paramour: paramour
parcel: parcels
parch: parching
parched: parched
pardon: pardon,pardoned
pare: pared,paring
parent: parent,parents
parenthesis: parenthesis
paris: paris
park: park
parley: parley,parleyed
parliament: parliament
parlour: parlour
parricide: parricide
parry: parried
particle: particle,particles
partly: partly
party: party
pascal: pascal
pass: pass,passed,passes,passing
passage: passage,passages
passion: passion,passions
passionless: passionless
passionlessly: passionlessly
password: password
paste: pasted
pastor: pastors
pat: patted
patchwork: patchwork
paten: paten
patent: patented
path: path
pathway: pathway
patience: patience
patient: patient
patiently: patiently
patrician: patricians
patrick: patrick
patron: patron,patrons
patter: pattering
paul: paul
pause: pause,paused,pauses
pavan: pavan
pavilion: pavilion
pawn: pawn,pawns
pax: pax
pay: paid,pay,paying,pays
payment: payments
pea: peas
peace: peace
peaceful: peaceful
peach: peach
peacock: peacock
peak: peak
peaked: peaked
peal: peal
pearl: pearled
peasant: peasant,peasants
peculiar: peculiar
pedagogue: pedagogue
pedalling: pedalling
pedantic: pedantic
pediment: pediment
peel: peel,peeled
peep: peeped,peeping
peer: peer,peered,peering
peevish: peevish
pembroke: pembroke
pen: pen,pens
penal: penal
penance: penance,penances
pence: pence
pencil: pencil,pencilled
penetrate: penetrate,penetrated,penetrating
penetration: penetration
penitent: penitent,penitents
penny: penny
pennyworth: pennyworth
people: peopled
pepper: pepper,peppered
perambulator: perambulator
perceive: perceive
perception: perception
perfect: perfect
perfection: perfections
perfections: perfections
perfectly: perfectly
perform: perform,performed,performing
performance: performances
perfume: perfume
perfumed: perfumed
peril: peril
perilous: perilous
period: period
periodic: periodic
perish: perished,perishing
permanent: permanent
permissible: permissible
permission: permission
permit: permitted
perpetrate: perpetrated
perpetual: perpetual
persist: persisted
person: people,person,persons
personal: personal
personality: personality
persuade: persuading
perturb: perturbed
pervading: pervading
pervert: pervert,perverted
pestilential: pestilential
peter: peter
petition: petition
phantasmal: phantasmal
phantasy: phantasy
phantom: phantom,phantoms
pharaohs: pharaohs
phase: phase,phases
phenomena: phenomena
phenomenon: phenomenon
philip: philip
philosopher: philosopher
philosophical: philosophical
philosophy: philosophy
phosphorescent: phosphorescent
photograph: photograph,photographs
phrase: phrase,phrases
phrasing: phrasing
physical: physical
physics: physics
physiologist: physiologist
piano: piano
pick: pick,picking
picture: picture,pictures
pidgin: pidgin
piece: piece,pieces
pierce: pierce,pierced,piercing
piercingly: piercingly
pierhead: pierhead
piety: pieties,piety
pig: pig,pigs
pigeon: pigeon
pile: piled
pilgrim: pilgrim
pillar: pillar,pillars
pillared: pillared
pillow: pillow
pin: pinned,pinning
pinch: pinched
pine: pining
pinhole: pinholes
pinion: pinioned
pink: pink
pint: pint
pious: pious
piously: piously
pip: pip
pipe: pipe,pipes
piss: piss
pit: pitting
pitch: pitch,pitched
pith: pith
pitiable: pitiable
pity: pity
placard: placard
placent: placent
plague: plague,plagues
plain: plain,plains
plainly: plainly
plan: plans
plane: plane,planing
plank: planks
plant: plant,planting,plants
platanus: platanus
plate: plate,plates
platform: platform
platinoid: platinoid
plato: plato
platt: platt
play: play,played,playing,plays
playbill: playbill
player: player,players
playful: playful
playground: playground,playgrounds
playroom: playroom,playrooms
plead: pleaded,pleading
pleasant: pleasant
pleasantly: pleasantly
pleasantry: pleasantry
pleased: pleased
pleasing: pleasing
pleasure: pleasure,pleasures
pledger: pledger
plenipotentiary: plenipotentiary
plentifully: plentifully
plenty: plenty
plop: plop
pluck: plucked
plum: plum
plump: plump
plunge: plunges,plunging
plural: plural
pock: pock
pocket: pocket,pockets
poem: poem,poems
poet: poet,poets
poetic: poetics
poetry: poetry
poignant: poignant
poise: poise,poised
poison: poison
poke: poke,poked,poking
poker: poker
pole: pole,poles
police: police
policeman: policeman
polished: polished
polite: polite
politely: politely
political: political
politician: politician
politics: politics
polling: polling
pollute: pollutes
pomp: pomp,pomps
pontiff: pontiff
pony: pony
pool: pool,pools
poor: poor,poorer
pope: pope
porcelain: porcelain
porch: porch
pore: pored,poring
porker: porkers
portal: portals
portent: portents
porter: porter,porters
portfolio: portfolio
portly: portly
portrait: portrait,portraits
portuguese: portuguese
position: position,positions
possess: possess,possessed,possesses
possession: possession
possibility: possibility
post: post,posted
pot: pot
potato: potatoes
potboy: potboy
pothead: pothead
potsherd: potsherds
pouch: pouch
pound: pound,pounds
pour: pour,poured,pouring,pours
poverty: poverty
powder: powdered
powdered: powdered
powdery: powdery
power: power,powers
powerful: powerful
powerless: powerless
powerlessness: powerlessness
practically: practically
practice: practice,practices
practise: practised,practising
prague: prague
praise: praise
praiser: praiser
prate: prating
prattle: prattled
pray: pray,prayed,praying,prays
prayer: prayer,prayers
preach: preach,preached
preacher: preacher
precede: preceding
precept: precepts
precision: precision
precursor: precursor
prefect: prefect,prefects
prefecture: prefecture
prefer: prefer,preferred
prelatic: prelatic
prelude: prelude
premonition: premonition
preparation: preparations
prepare: prepare,prepared,preparing
presence: presence
preserve: preserve,preserves
president: president
press: press,pressed,presses,pressing
pressed: pressed
pressure: pressure
presume: presumed
presumptuous: presumptuous
pretend: pretended,pretending
pretty: prettier,pretty
prevail: prevail
prevent: prevent,prevented
previous: previous
prey: prey,preys
price: price,priced
prick: pricked
pride: pride
priest: priest,priests
priestcraft: priestcraft
priested: priested
priesthood: priesthood
priestlike: priestlike
priestly: priestly
prince: prince,princes
principal: principal
principality: principalities
principle: principle
print: print,printed,prints
prism: prism
prison: prison,prisons
prisoner: prisoner,prisoners
private: private
prize: prize,prizes
probe: probed
proceed: proceed,proceeded,proceeding,proceeds
proceeds: proceeds
process: process,processes
processing: processing
procession: procession
processional: processional
prod: prodded,prodding
prodigal: prodigal
prodigious: prodigious
produce: produce,produced,produces
production: production
prof: prof
profane: profane
profaner: profaner
professional: professional
professor: professor
profit: profit,profiting,profits
profound: profound
profusely: profusely
programme: programme
progress: progress,progresses,progressing
progressive: progressive
prohibition: prohibition
project: project,projecting
prolong: prolonged,prolongs
prominent: prominent
prominently: prominently
promise: promise,promised,promises,promising
promote: promoting
promotion: promotion
prompting: promptings
prone: prone
prong: prong
pronounce: pronounce,pronounces
pronounced: pronounced
proof: proof
proofread: proofread
propagandist: propagandist
propagation: propagation
proper: proper
property: property
prophecy: prophecies,prophecy
propose: proposed,proposing
proprietary: proprietary
prose: prose
protagonist: protagonists
protect: protect,protected
protest: protest,protesting
protestant: protestant,protestants
protrude: protruded,protrudes
proudly: proudly
provide: provide,providing
provincial: provincial
provision: provision,provisions
provisional: provisional
provoke: provoke
prowess: prowess
prowl: prowled
prowling: prowling
prudence: prudence
prudent: prudent
pry: pry
psalm: psalms
psalms: psalms
psychology: psychology
public: public
puck: puck
pucker: puckered
pudding: pudding
puddle: puddles
pull: pull,pulled
pulp: pulp
pulpit: pulpit
pulsation: pulsation
pulse: pulses
punch: punch
punctual: punctual
punctuality: punctuality
pungent: pungent
punish: punish,punished
punishment: punishment
punitive: punitive
puppy: puppy
purchase: purchase
pure: pure,purest
purely: purely
purgatorial: purgatorial
purgatory: purgatory
purge: purged
purify: purified
purity: purity
purple: purple
purpose: purpose,purposes
purr: purred
purse: purse,pursed
pursue: pursuing
pursuit: pursuit
push: pushed,pushing
putrefaction: putrefaction
putrid: putrid
puzzle: puzzled
quadrangle: quadrangle
quadruple: quadrupling
quagmire: quagmire
quail: quail
quaint: quaint
quaintly: quaintly
quaking: quaking
quality: qualities,quality
quantity: quantity
quarantine: quarantines
quarrel: quarrel
quarrelsome: quarrelsome
quart: quarts
quarter: quarter
quartet: quartet
quasi: quasi
quay: quay,quays
queen: queen
queer: queer,queerest
quell: quelled
quench: quench,quenched,quenching
querulous: querulous
quest: quest
question: question,questions
questioner: questioner
quia: quia
quick: quick,quicker
quicken: quicken,quickened,quickening
quid: quid
quiet: quiet
quietly: quietly
quietude: quietude
quis: quis
quiver: quivered,quivering
quod: quod
quote: quote,quoting
rabbit: rabbits
rabbitskin: rabbitskin
rabble: rabble
race: race,raced,races,racing
racehorse: racehorses
rack: racks
racket: racket
radiance: radiance
radiant: radiant
radiantly: radiantly
radiate: radiating
rage: rage,raged,rages,raging
ragged: ragged
rail: rail
railing: railing
railway: railway
raiment: raiment
rain: rain
raindrop: raindrops
rainy: rainy
raise: raise,raised,raising
rake: rake
rancour: rancour
random: random
rangers: rangers
rank: rank
rapidly: rapidly
rapier: rapier
rapt: rapt
rapture: rapture
rare: rare,rarer
rascal: rascal
rat: rat,rats
rath: rath
rattle: rattle,rattled,rattling
ravage: ravaged
ravenous: ravenous
ravisher: ravishers
raw: raw
rawly: rawly
ray: ray,rays
reach: reach,reached,reaching
reactionary: reactionary
read: read,reading
readable: readable
reader: reader
reading: reading
ready: ready
real: real
realise: realise
reality: reality
rearisen: rearisen
reason: reason,reasoned
reasonable: reasonable
reasoning: reasoning
reassume: reassumed
rebellion: rebellion
rebellious: rebellious
rebind: rebound
rebuff: rebuffs
recall: recall,recalled,recalling
recede: recede,receded,receding
receipt: receipt,receipts
receive: receive,received,receiving
reception: reception
recipe: recipe
recite: recite
reckless: reckless
reckon: reckoning
reckoning: reckoning
recognise: recognise,recognised,recognising
record: record
recover: recovering
recreate: recreate
rector: rector
recur: recurred,recurring
recurrence: recurrence
red: red
redden: redden,reddened
reddish: reddish
redeem: redeem,redeemed
redeemer: redeemer
redemption: redemption
redistribute: redistribute,redistributing
redistributing: redistributing
redistribution: redistribution
reed: reed
reek: reeking
reeking: reeking
reel: reel
refectory: refectory
refer: refers
reference: references
refine: refine,refined,refines
reflect: reflect,reflected,reflecting
reflection: reflection,reflections
reflectively: reflectively
reflector: reflector
reflex: reflex
reform: reformed
refrain: refrain
refresh: refresh
refreshment: refreshment
refrigerate: refrigerating
refuge: refuge
refund: refund
refusal: refusal
refuse: refused
regard: regard,regarded
regiment: regiment
region: region
register: register,registered
regret: regret,regrets
regretfully: regretfully
regularly: regularly
regulate: regulating
rehearsal: rehearsals
reign: reigned,reigns
rein: reins
reinforce: reinforcing
rejection: rejection
relation: relation,relations
relationship: relationships
relative: relatives
release: release
relief: relief
religion: religion,religions
religious: religious
religiously: religiously
relish: relish
reluctance: reluctance
remain: remain,remained,remaining,remains
remark: remark,remarks
remedy: remedies
remember: remember,remembered,remembering,remembers
remembrance: remembrance
remind: remind,reminded
remit: remitted
remorse: remorse
remote: remote,remotest
remoteness: remoteness
removal: removal
remove: remove,removed
rename: renamed
rend: rend
render: render,rendered,rendering
renegade: renegade
reopen: reopened
repair: repaired
repeat: repeat,repeated,repeating
repel: repelled,repelling
repellent: repellent
repent: repent,repented
repentance: repentance
repentantly: repentantly
repercussion: repercussion
repetition: repetition
replace: replace,replacing
replacement: replacement
reply: replied,reply
report: reported,reports
reporter: reporter
repose: repose
representation: representation,representations
reproach: reproach,reproaches
reproachful: reproachful
reproduction: reproduction
reproof: reproof
reprovingly: reprovingly
reptile: reptile
repugnance: repugnance
reputation: reputation
request: request
require: require,required,requires
requirement: requirements
rescript: rescript
resemble: resembled
resent: resented
resentment: resentment
reshape: reshaping
resist: resist
resistance: resistance
resolute: resolute
resolution: resolutions
resounding: resounding
respect: respect,respecting
respectable: respectable
respectful: respectful
respite: respite
resplendent: resplendent
respond: respond,responded,responds
response: response,responses
responsibility: responsibility
responsive: responsive
rest: rest,rested,resting,rests
restless: restless
restlessly: restlessly
restlessness: restlessness
restore: restore
restrain: restrained
restriction: restrictions
result: result
resume: resumed
retain: retain,retaining
retire: retired
retreat: retreat
retrieve: retrieve
return: return,returned,returning,returns
reveal: reveal
revel: revelled
reveller: revellers
revengeful: revengeful
revenue: revenue
reverberation: reverberation
reverence: reverence
reverend: reverend
reverent: reverent
reverie: reverie,reveries
revibrate: revibrate
review: reviews
revile: revile,reviled
revival: revival
revolt: revolt,revolted,revolting
revolutionary: revolutionary
reward: reward
rhetoric: rhetoric
rheum: rheum
rhyme: rhyme
rhymester: rhymester
rhythm: rhythm,rhythms
rhythmic: rhythmic
rhythmical: rhythmical
rhythmically: rhythmically
rib: ribs
rice: rice
rich: rich,richer
richly: richly
rictus: rictus
rid: rid
riddle: riddle,riddles
ride: riding,rode
ridiculous: ridiculous
rifle: rifled
rift: rift
rightly: rightly
rigid: rigid
rigorous: rigorous
rim: rim,rims
rimmed: rimmed
riot: riot,riots
rip: ripped,ripping
ripe: ripe
rippingly: rippingly
rise: rise,risen,rising,rose
rising: risings
risk: risk
risotto: risotto
rite: rite
ritual: ritual
rival: rival,rivals
river: river
rivulet: rivulet
road: road,roads
roadway: roadway
roar: roar,roared,roaring
rob: rob,robbed
robber: robber
robbery: robberies
robe: robe,robed
robed: robed
roche: roche
rock: rock,rocking,rocks
rod: rod,rods
roderick: roderick
rogue: rogue
roguery: roguery
roll: roll,rolled,rolling
rolling: rolling
roman: roman,romans
romantic: romantic
rome: rome
romp: romped,romping
roof: roof,roofs
root: root,rooted,rooting
rope: rope,ropes
rosary: rosaries,rosary
rose: rose,roses
rosebush: rosebushes
roselike: roselike
rosin: rosin
rosy: rosy
rot: rot,rotted,rotting
rotunda: rotunda
rouge: rouged
rough: rough
roughly: roughly
rounders: rounders
roundheaded: roundheaded
rousseau: rousseau
rout: rout
route: routed,routing
rove: rove,roved
rowan: rowan
rowing: rowing
royal: royal
royalty: royalties,royalty
rub: rubbed,rubbing
rubbish: rubbish
ruddy: ruddy
rude: rude
rudely: rudely
rudeness: rudeness
rue: rue
ruffian: ruffian
ruffle: ruffled
rugged: rugged
ruin: ruin
rule: rule,rules
ruler: ruler
rumble: rumbling
rump: rump
runner: runner,runners
rush: rushed
russet: russet
rustling: rustling
sabbath: sabbath
sack: sack
sackcloth: sackcloth
sacrament: sacrament,sacraments
sacramental: sacramental
sacred: sacred
sacrifice: sacrifice,sacrificed,sacrificing
sacrificial: sacrificial
sacrilege: sacrilege
sacrilegious: sacrilegious
sacristan: sacristan
sacristy: sacristy
sad: sad,sadder
sadden: saddened
saddlebow: saddlebow
sadly: sadly
sadness: sadness
safe: safe
safely: safely
sag: sag
sailor: sailor
saint: saint,saints
saintliness: saintliness
saintly: saintly
sake: sake
salaam: salaamed
salt: salt
salubrious: salubrious
salutary: salutary
salute: salute,saluted
salvation: salvation
san: san
sanctify: sanctified,sanctifying
sanctity: sanctity
sanctuary: sanctuary
sand: sand,sanded,sands
sandhill: sandhill
sandy: sandy
sarcasm: sarcasm
sash: sash
satan: satan
satisfaction: satisfaction
satisfy: satisfies,satisfy
satisfying: satisfying
saturate: saturated
saturday: saturday
sauce: sauce
sauceboat: sauceboat
saucer: saucer
sausages: sausages
savage: savage,savages
save: save,saved,saving
saviour: saviour
savour: savour,savours
sawdust: sawdust
sawn: sawn
scald: scalded,scalding
scale: scale,scales
scalp: scalp
scamper: scampering
scandal: scandal
scandalise: scandalise
scandalous: scandalous
scant: scant
scarcely: scarcely
scarlet: scarlet
scatter: scatter,scattered
scene: scene,scenes
scenery: scenery
sceptical: sceptical
schemer: schemer,schemers
schism: schisms
scholastic: scholastic
school: school,schooled
schoolboy: schoolboy
schoolhouse: schoolhouse
schoolmaster: schoolmaster
schoolroom: schoolroom
science: science
scissors: scissors
scoff: scoff
scoop: scooped
scope: scope
score: score
scorn: scorn,scorned
scornful: scornful
scornfully: scornfully
scott: scott
scourge: scourged
scowl: scowl
scramble: scrambled
scrape: scraped,scraping
scrawl: scrawl,scrawled
scream: scream,screamed,screaming
screech: screech,screeching
screw: screwed
scribbler: scribbler
scrimmage: scrimmage
scroll: scroll
scrub: scrub,scrubbed
scruple: scruples
scrupulous: scrupulous
scrupulously: scrupulously
scud: scudding
scullery: scullery
scullion: scullion
scum: scum
scut: scut
scuttle: scuttling
sea: sea
seabird: seabird
seaborne: seaborne
seaport: seaport
search: search,searched,searching
seashore: seashore
season: season,seasons
seasoned: seasoned
seat: seat,seated,seats
seawall: seawall
seaward: seaward
seawater: seawater
seaweed: seaweed
secession: secessions
secondhand: secondhand
secrecy: secrecy
secret: secret,secrets
secretary: secretary
secretly: secretly
sectarianism: sectarianism
secular: secular
secure: secure
seduce: seduce,seduced
seed: seed,seeds
seek: seek,sought
seemingly: seemingly
seethe: seethed,seethes
seize: seize,seized,seizing
sell: sell,sold
seller: sellers
semblance: semblance
seminary: seminaries
senate: senate
send: send,sending
senior: senior
sensation: sensation
sense: sense
sensitive: sensitive
sensitiveness: sensitiveness
sentence: sentence,sentences
sentiment: sentiment
sentry: sentries,sentry
separable: separable
separate: separate,separated,separates
separation: separation
september: september
sepulchre: sepulchre
sequel: sequel
seraph: seraph
seraphic: seraphic
seraphim: seraphim
sere: sere
serene: serene
serf: serf
sergeant: sergeant
serpent: serpent
servant: servant,servants
serve: serve,served,serving
server: server
service: service
servile: servile
serving: serving
servingman: servingman
set: set,setting
settle: settled,settling
seventh: seventh
sever: severed
severe: severe
sewer: sewer
sex: sex,sexes
shabby: shabby
shade: shade
