aaron: aaron
cruelty: cruelties,cruelty
crumble: crumble
crush: crush,crushes
crystal: crystal
crystall: crystall
crystallin: crystallin
crystalline: crystalline
cube: cube
cubic: cubic
cubit: cubit
cuirass: cuirass
cull: cull,culling
culminate: culminate
cumber: cumber
cumbersome: cumbersome
cumbrance: cumbrance
cumbrous: cumbrous
cunning: cunning
cunningly: cunningly
cup: cup,cups
cupid: cupid
cups: cups
cur: curs
curb: curb
cure: cure
curiosity: curiosity
curious: curious
curl: curl,curls
currant: currant
current: current,currents
curs: curs
curse: curse,cursed,curses
cursed: cursed
curst: curst
curtain: curtain
custody: custody
custom: custom
cut: cut,cuts
cybele: cybele
cyclades: cyclades
cycle: cycle
cymbal: cymbals
cynosure: cynosure
cynthia: cynthia
cypress: cypress
cyrus: cyrus
cytherea: cytherea
da: da
daemon: daemons
daffadilly: daffadillies
dagon: dagon
daily: daily
dainty: dainties,daintiest,dainty
daisies: daisies
dal: dal
dale: dale,dales
dales: dales
dalliance: dalliance
dally: dally
dam: dam
damage: damage
damaged: damaged
damages: damages
damascus: damascus
dame: dame,dames
damn: damn
damnation: damnation
damned: damned
damoetas: damoetas
damp: damp,damps
damsel: damsel
damsels: damsels
dan: dan
dance: dance,dances,dancing
dancers: dancers
dancing: dancing
danger: danger,dangers
dangerous: dangerous
dangers: dangers
daniel: daniel
danite: danite
dank: dank
dante: dante
daphne: daphne
dapper: dapper
dappled: dappled
dar: dar
darby: darby
darien: darien
daring: daring
dark: dark,darker,darkest
darken: darken,darkens
darkish: darkish
darkle: darkling
darkness: darkness
darksome: darksome
darling: darling
dart: dart,darted,darting,darts
darts: darts
dash: dash
datum: data
daughter: daughter,daughters
daunt: daunt
dauntless: dauntless
david: david
dawn: dawn,dawning
day: day,days
days: days
dead: dead
deadly: deadlier,deadliest,deadly
deaf: deaf
deal: deal,dealing,deals,dealt
deare: deare
dearly: dearly
dearth: dearth
death: death,deaths
deathful: deathful
deathless: deathless
debase: debase
debate: debate,debates
debel: debel
debonair: debonair
debt: debt
decan: decan
decay: decay
deceased: deceased
deceit: deceit
deceitful: deceitful
deceivable: deceivable
deceive: deceive,deceiving
decency: decencies
decent: decent
deception: deception
decide: decide,decides
decision: decision
deck: deck
declare: declare,declares,declaring
decline: decline
decorate: decorate
decorum: decorum
decree: decree,decreed,decrees
decrepit: decrepit
dedication: dedication
deductible: deductible
dee: dee
deed: deed,deeds
deem: deem,deeming
deep: deep,deeper,deepest,deeps
deer: deer
defame: defaming
default: default
defeat: defeat,defeated,defeating,defeats
defect: defect,defects
defective: defective
defence: defence
defenceless: defenceless
defend: defend,defended,defends
defensible: defensible
defensive: defensive
defer: defer
defi: defi
defiance: defiance
deficience: deficience
deficient: deficient
defile: defile
defilement: defilement
deform: deform,deformed
deformity: deformities
defy: defies
degenerate: degenerate
degrade: degrade,degraded
degraded: degraded
degree: degree,degrees
deign: deign,deigns
deities: deities
deity: deities,deity
deject: deject
dejected: dejected
dejection: dejection
del: del
delay: delay,delays
delectable: delectable
delegate: delegates
deletion: deletions
delia: delia
deliberate: deliberate,deliberates
deliberation: deliberation
delicacy: delicacies,delicacy
delicious: delicious
deliciously: deliciously
deliciousness: deliciousness
delight: delight,delights
delighted: delighted
delightful: delightful
delightfully: delightfully
delineate: delineate
deliver: deliver,delivered
deliverance: deliverance
deliverer: deliverer,deliverers
delivery: delivery
dell: dell
delphian: delphian
delude: delude,deluded,deluding
deluge: deluge
delusion: delusion,delusions
delusive: delusive
delve: delved
demand: demand,demands
demeanour: demeanour
demi: demi
demodocus: demodocus
demogorgon: demogorgon
demoniac: demoniac
demonian: demonian
demur: demurring
demure: demure
demy: demy
den: den
denial: denial
denounce: denounce,denounces,denouncing
dens: dens
dense: dense
deny: denies,deny
depart: depart,departed,departing,departs
departure: departure
depend: depend,depending,depends
dependent: dependent
deplore: deplore
depopulation: depopulation
deport: deport
deposit: deposited
deprecation: deprecation
deprest: deprest
deprive: deprive,deprives
depth: depth
deride: derided,derides
derision: derision
deriv: deriv
derivative: derivative
derive: derive,derived
descant: descant
descend: descend,descended,descending,descends
descent: descent,descents
descry: descries,descry
desert: desert,deserted,deserts
deserted: deserted
desertion: desertion
deserve: deserve,deserves
deserved: deserved
deservedly: deservedly
deserving: deserving,deservings
design: design,designs
designing: designing
desirable: desirable
desire: desire,desired,desires,desiring
desiring: desiring
desirous: desirous
desist: desist
desisting: desisting
desolate: desolate
desolation: desolation
despair: despair
despairing: despairing
desperate: desperate
desperation: desperation
despicable: despicable
despise: despise
despoil: despoil
despotic: despotic
destin: destin
destiny: destiny
destitute: destitute
destroy: destroy,destroying,destroys
destroyer: destroyer
destroyers: destroyers
destruction: destruction
detach: detach
detain: detain,detains
detect: detect
deter: deterring
determine: determine,determining
detest: detest
detestable: detestable
detraction: detraction,detractions
detriment: detriment
deucalion: deucalion
deva: deva
device: device
devil: devil
devilish: devilish
devils: devils
devious: devious
devise: devise,devises,devising
devoid: devoid
devote: devote,devoted
devotion: devotion
devour: devour,devouring,devours
devouring: devouring
devout: devout
dew: dew,dews
dewy: dewy
dextrous: dextrous
dextrously: dextrously
di: di
diabolic: diabolic
diadem: diadem
dialect: dialect
diamante: diamante
diamond: diamond,diamonds
dian: dian
diana: diana
diapason: diapason
dice: dice
dictate: dictate,dictates
dictator: dictator
didst: didst
die: die,died,dies,dying
diet: diet,dieted
difference: difference,differences
differentiation: differentiation
differing: differing
difficult: difficult
difficulty: difficulty
diffidence: diffidence
diffident: diffident
diffuse: diffuse
dig: dig
digest: digest
digestion: digestion
dight: dight
dignity: dignities,dignity
digraph: digraphs
digression: digressions
dilate: dilated
diligence: diligence
diligent: diligent
dim: dim
dimension: dimension,dimensions
diminish: diminish
diminution: diminution
dimly: dimly
dimple: dimple
dimpled: dimpled
din: din
dingle: dingle
dinner: dinner
dint: dint
dip: dips
dipsas: dipsas
dipt: dipt
dir: dir
dire: dire
direct: direct,directed,directs
directed: directed
direction: directions
director: director
dirt: dirt
dis: dis
disadvantage: disadvantage
disagree: disagree
disally: disally
disappear: disappear
disapprove: disapprove,disapproves
disarm: disarm
disastrous: disastrous
disband: disband
disburden: disburden
discern: discern,discerning,discerns
discharge: discharge
disciple: disciples
discipline: discipline
disclaim: disclaim
disclaimer: disclaimer,disclaimers
disclose: disclose
discomfit: discomfit
disconsolate: disconsolate
discontented: discontented
discontinue: discontinue
discontinuous: discontinuous
discord: discord
discourse: discourse
discover: discover,discovered,discovering,discovers
discreet: discreet
discreetest: discreetest
discretion: discretion
discursive: discursive
disdain: disdain,disdaining
disdainful: disdainful
disdainfully: disdainfully
disease: disease,diseases
diseases: diseases
disfigurement: disfigurement
disfiguring: disfiguring
disgorge: disgorge,disgorging
disguise: disguise,disguises
dish: dish,dishes
dishonest: dishonest
dishonor: dishonor
dishonorable: dishonorable
dishonour: dishonour
dishonourable: dishonourable
dishonourer: dishonourer
disinherit: disinherit,disinherited
disinthrall: disinthrall
disk: disk
dislike: dislike
dislodge: dislodge,dislodging
disloyal: disloyal
dismal: dismal
dismay: dismay
dismiss: dismiss,dismissing
dismission: dismission
dismount: dismounted
disobedience: disobedience
disobedient: disobedient
disobey: disobeying
disorder: disorder
disordinate: disordinate
disparage: disparage
dispart: disparted
disparted: disparted
dispatch: dispatch
dispatchful: dispatchful
dispel: dispel,dispels
dispence: dispence
dispensation: dispensation
dispense: dispense,dispenses
dispenses: dispenses
disperse: disperse
displace: displace
display: display,displayed,displaying,displays
displease: displease
displeasure: displeasure
displode: displode
disport: disport,disporting
disposal: disposal
dispose: dispose
disposer: disposer
disposition: disposition
dispossess: dispossess
dispraise: dispraise
disproportion: disproportion,disproportions
disputant: disputant
dispute: dispute,disputes
disquiet: disquiet
disrelish: disrelish
dissect: dissect
dissemble: dissemble
dissembler: dissembler
dissension: dissension
dissent: dissent
dissever: dissevering
dissimulation: dissimulation
dissipation: dissipation
dissolute: dissolute
dissolution: dissolution
dissolve: dissolve,dissolves
dissonance: dissonance
dissonant: dissonant
dissuade: dissuade
distance: distance,distances
distant: distant
distaste: distaste
distemper: distemper
distend: distended,distends
distill: distill
distinct: distinct
distinction: distinction
distinctly: distinctly
distinguish: distinguish
distinguishable: distinguishable
distort: distorted
distr: distrest
distract: distract,distracted
distress: distress
distribute: distribute,distributed,distributing
distribution: distribution
distributor: distributor
distrust: distrust
distrustfully: distrustfully
disturb: disturb
disturbance: disturbance,disturbances
dittied: dittied
ditty: ditties
diurnal: diurnal
divan: divan
diver: divers
divert: diverted
divide: divide,divided,divides,dividing
divided: divided
dividual: dividual
divine: divine
divinely: divinely
divinest: divinest
divisible: divisible
division: division
divoto: divoto
divulge: divulge,divulges
dizzy: dizzy
doctor: doctor,doctors
doctrine: doctrine
dodona: dodona
doe: doe
doer: doer
doff: doff
dog: dog,dogs
doings: doings
dolce: dolce
dolcemente: dolcemente
dole: dole
doleful: doleful
dolorous: dolorous
dolphins: dolphins
domain: domain
domestic: domestic
domination: dominations
dominic: dominic
dominion: dominion
dominions: dominions
donal: donal
donate: donate
donation: donation,donations
donna: donna
donne: donne
donor: donors
doom: doom
door: door,doors
dorado: dorado
dorian: dorian
doric: doric
dost: dost
dotage: dotage
doth: doth
double: double
doubt: doubt,doubted,doubting,doubts
doubtfully: doubtfully
doubting: doubting
doubtless: doubtless
dove: dove
dowager: dowager
downfall: downfall
download: downloading
downward: downward
draff: draff
draft: draft
drag: drag,dragging
dragon: dragon
drain: drain
drama: drama
dramatic: dramatic
draught: draught,draughts
draw: draw,drawing,drawn,draws,drew
drawn: drawn
dread: dread,dreaded,dreading
dreaded: dreaded
dreadful: dreadful
dreadless: dreadless
dream: dream,dreaming,dreams
drear: drear
dreary: dreary
dregs: dregs
drench: drench,drenches
dress: dress,dresses
dressing: dressing
drest: drest
drew: drew
drie: drie
drift: drift
drink: drank,drink,drinks
drive: drive,driven,drives,driving,drove
dromedaries: dromedaries
drone: drone
droop: droop,drooping
drooping: drooping
drop: drop,dropping,drops
dropsies: dropsies
dropt: dropt
dross: dross
drossiest: drossiest
drouth: drouth
drown: drown
drownd: drownd
drudge: drudge
drudging: drudging
drug: drugs
druids: druids
drums: drums
drunk: drunk
dry: dry
dryad: dryad
dryades: dryades
dubious: dubious
duck: duck
duel: duel
dulcet: dulcet
dulcimer: dulcimer
dull: dull
duly: duly
dum: dum
dumb: dumb
dun: dun
dung: dung
dungeon: dungeon
duole: duole
durable: durable
durance: durance
duro: duro
durst: durst
dusk: dusk
dusky: dusky
dust: dust
duteous: duteous
duty: duty
dwarf: dwarfs
dwell: dwell,dwelling,dwells,dwelt
dwelling: dwelling,dwellings
dwelt: dwelt
dy: dy
dye: dye
eager: eager
eagerly: eagerly
eagle: eagle
eagles: eagles
ear: ear,ears
earl: earl
earle: earle
earls: earls
earn: earn,earns
earnest: earnest
earnestly: earnestly
earth: earth,earths
earthly: earthly
earths: earths
earthy: earthy
ease: ease,easing
easily: easily
east: east
eastern: eastern
eastward: eastward
easy: easier,easiest,easy
eat: eat,eaten,eating,eats
eaves: eaves
ebb: ebbing
ebbing: ebbing
ebon: ebon
eccentric: eccentric
eccentricity: eccentricities
echo: echo,echoes,echoing
echoes: echoes
eclipse: eclipse,eclipses
ecliptic: ecliptic
eden: eden
edge: edge
edict: edict,edicts
edifice: edifice
edit: edited
edition: edition,editions
editor: editor
edomite: edomite
education: education
educational: educational
edward: edward
edwards: edwards
effectual: effectual
effeminacy: effeminacy
effeminate: effeminate
efficacious: efficacious
effluence: effluence
effort: effort,efforts
effulgence: effulgence
effusion: effusion
egg: egg
eglantine: eglantine
egress: egress
egypt: egypt
egyptian: egyptian
eheu: eheu
eighth: eighth
eject: eject,ejected
el: el,els
elaborate: elaborate
eld: eld,eldest
elder: elder
elect: elect,elected
election: election
electra: electra
electronic: electronic
electronically: electronically
elegant: elegant
element: element,elements
elemental: elemental
elements: elements
elephant: elephant,elephants
elevate: elevate,elevates
eleventh: eleventh
elf: elves
elijah: elijah
elixir: elixir
ellops: ellops
elm: elm
elms: elms
elocution: elocution
elohim: elohim
eloquence: eloquence
eloquent: eloquent
elude: elude
elves: elves
elysian: elysian
elysium: elysium
email: email
embassies: embassies
embers: embers
emblaze: emblaze
emblazon: emblazon
emblem: emblem
embost: embost
embow: embowed
embrace: embrace,embraces
embroidery: embroidery
embryo: embryo
embryon: embryon
emendation: emendation
emergent: emergent
eminence: eminence
eminent: eminent
eminently: eminently
emmet: emmet
emperors: emperors
emphasis: emphasis
emphasize: emphasize,emphasized
emphatic: emphatic
empire: empire,empires
empiric: empiric
employ: employ
employee: employee,employees
employment: employment
empress: empress
emprise: emprise
emptiness: emptiness
empyreal: empyreal
empyrean: empyrean
emulate: emulate
emulation: emulation
emulous: emulous
enamel: enamel
enamour: enamour
encamp: encamp
encamping: encamping
enchanted: enchanted
enchanter: enchanter
enchanting: enchanting
enchantment: enchantments
enclose: enclose,enclosing
enclosure: enclosure
encode: encoding
encompass: encompass
encounter: encounter,encounters
encrease: encrease
encroaching: encroaching
encroachment: encroachment
endanger: endanger,endangering
endear: endear
endearing: endearing
endeavour: endeavour,endeavouring
endless: endless
endow: endow
endowment: endowments
endue: endue
endurance: endurance
endure: endure,endures
enemy: enemies,enemy
enerve: enerve
enflame: enflame,enflaming
enfold: enfolded
enforce: enforce
engage: engage
engin: engin
engine: engine,engines
england: england
english: english
engrave: engrave
engraven: engraven
engraving: engravings
enjoy: enjoy,enjoying
enjoyment: enjoyment,enjoyments
enlarge: enlarges
enlighten: enlighten
enlightened: enlightened
enmity: enmity
ennobled: ennobled
enormous: enormous
enquire: enquire
enrage: enrage
enraged: enraged
enrich: enrich
enrol: enrol
enroll: enroll
ens: ens
enshrine: enshrine
ensign: ensign,ensigns
enslave: enslave
ensnare: ensnare
ensue: ensue
ensure: ensuring
enter: enter,entered,enters
enterprise: enterprise,enterprises
enterprize: enterprize
entertain: entertain,entertained,entertains
entertainment: entertainment
enthrall: enthrall
enthralment: enthralment
enthrone: enthroned
entice: entice
enticement: enticement
enticing: enticing
entire: entire
entitle: entitle
entity: entity
entomb: entomb
entr: entr
entrails: entrails
entrance: entrance
entrap: entrap
entreat: entreat
entrust: entrusted
entwine: entwining
enure: enure
envenom: envenom
envermeil: envermeil
envied: envied
envier: envier
envious: envious
environ: environ,environs
envy: envies,envy,envying
enwrap: enwrap
ep: ep
ephraim: ephraim
epicurean: epicurean
epicycle: epicycle
epilepsies: epilepsies
epistle: epistle
epitaph: epitaph
equal: equal,equals
equality: equality
equally: equally
equinoctial: equinoctial
equipage: equipage
equipment: equipment
equity: equity
equivalent: equivalent
ere: ere
erebus: erebus
erect: erect,erected
erelong: erelong
eremite: eremite
erewhile: erewhile
ern: ern
err: err,erring
errand: errand,errands
errata: errata
erratum: errata
erring: erring
erroneous: erroneous
error: error,errors
erst: erst
eruption: eruption
esau: esau
escape: escape
espouse: espoused
essence: essence
essences: essences
essential: essential
est: est
establish: establish
estate: estate
esteem: esteem
estotiland: estotiland
estrange: estrange
eternal: eternal
eterne: eterne
eternity: eternity
eternize: eternize
ethereal: ethereal
ethereous: ethereous
ethiop: ethiop
ethiopian: ethiopian
ethiops: ethiops
etrurian: etrurian
euboic: euboic
euclid: euclid
euphrates: euphrates
euphrosyne: euphrosyne
euripides: euripides
europe: europe
eurus: eurus
eurydice: eurydice
evade: evade,evaded
evangelize: evangelize
evasion: evasion,evasions
eve: eve
evening: evening
event: event,events
everlasting: everlasting
everlastingly: everlastingly
evidence: evidence
evident: evident
evil: evil,evils
evince: evince
ewe: ewe,ewes
exact: exact,exacts
exactest: exactest
exalt: exalt,exalted
exaltation: exaltation
exalter: exalter
examination: examination
exasperate: exasperate
exceed: exceed,exceeded,exceeding
excel: excel,excelling,excels
excellence: excellence
excellency: excellency
excellent: excellent
exception: exception
excess: excess
excessive: excessive
excite: excite,excites
exclude: exclude,excluded
exclusion: exclusion
exclusive: exclusive
excursion: excursion
excuse: excuse
execrable: execrable
execrably: execrably
execration: execration
execute: execute,executes
execution: execution
executive: executive
exempt: exempt,exempts
exemption: exemption
exercise: exercise
exhalation: exhalation,exhalations
exhalations: exhalations
exhale: exhale
exhaling: exhaling
exhaust: exhausted
exhausted: exhausted
exhibit: exhibited,exhibits
exhort: exhorted,exhorting,exhorts
exile: exile
exist: exists
exorbitant: exorbitant
expand: expanded
expanse: expanse
expatiate: expatiate
expect: expect,expected,expecting
expectance: expectance
expectation: expectation
expected: expected
expedite: expedite
expedition: expedition
expel: expel,expelling
expend: expend
expense: expense,expenses
experience: experience
experiment: experiment
expert: expert
expiate: expiate
expiation: expiations
expire: expire
explain: explain,explains
explanation: explanation
explicit: explicit
explode: exploded,exploding
exploit: exploit,exploits
explore: explore,explores
expo: expos
export: exporting
expos: expos
expose: expose,exposes
express: express,expressing
expression: expression
expressly: expressly
expulsion: expulsion
extend: extend,extended,extends
extended: extended
extent: extent
extenuate: extenuate,extenuating
exterior: exterior
external: external
extinct: extinct
extinguish: extinguish
extol: extol,extolling
extoll: extoll
extort: extort,extorts
extract: extracted,extracting
extraordinary: extraordinary
extravagant: extravagant
extreme: extreme,extremes
extremity: extremity
exulcerate: exulcerate
ey: ey
eye: eye,eyes
eyeless: eyeless
eyesight: eyesight
eyn: eyn
eyries: eyries
ezekiel: ezekiel
fa: fa
fable: fable,fables,fabling
fables: fables
fabric: fabric
fabulous: fabulous
faced: faced
facility: facility
facsimile: facsimile,facsimiled,facsimiles
faction: faction
factious: factious
faculty: faculties
fade: fade,faded,fading
faerie: faerie
faery: faery
fail: fail,failing,fails
fain: fain
faint: faint,fainted,fainting
fair: fair,fairer,fairest
fairbanks: fairbanks
faire: faire
fairer: fairer
fairest: fairest
fairies: fairies
fairy: fairy
faith: faith
faithful: faithful
faithfulness: faithfulness
faithless: faithless
fall: fall,fallen,falling,falls,fell
fallacious: fallacious
fallacy: fallacy
fallible: fallible
fallows: fallows
falls: falls
false: false
falsity: falsities
fam: fam
fame: fame
familiar: familiar
family: families,family
famine: famine
famish: famish
famous: famous
fan: fan,fanning,fans
fanatic: fanatic
fancied: fancied
fancy: fancies,fancy
fangled: fangled
fantasm: fantasm
fantasy: fantasies
fare: fare,fares,faring
farewell: farewell
faro: faro
farth: farthest
farthest: farthest
fashion: fashion
fashioned: fashioned
fast: fast
fasten: fasten
fasting: fasting
fat: fat
fatal: fatal
fate: fate
father: father,fathers
fatherless: fatherless
fatherly: fatherly
fault: fault,faults
faun: fauns
faunus: faunus
favella: favella
favonius: favonius
favor: favor,favors
favorite: favorite
favour: favour,favouring,favours
favourable: favourable
favourite: favourite
fawn: fawn,fawning
fawning: fawning
fay: fays
fear: fear,fearing,fears
fearful: fearful
fearless: fearless
feast: feast,feasted,feasts
feastful: feastful
feat: feat,feats
feather: feather,feathers
feathery: feathery
feature: feature,features
fed: fed
federal: federal
fee: fee,fees
feeble: feeble
feed: fed,feed,feeds
feeder: feeder
feel: feel,feeling,feels
feeling: feeling
feign: feign,feigning
felicity: felicity
fell: fell
fellon: fellon
fellow: fellow,fellows
fellowship: fellowship,fellowships
female: female
feminine: feminine
fen: fen,fens
fence: fence
fenceless: fenceless
fend: fend
fens: fens
ferment: ferment,fermented
ferry: ferry
fertil: fertil
fertility: fertility
fervent: fervent
fervently: fervently
fervid: fervid
fester: fester
festival: festival,festivals
festivals: festivals
fet: fet
fetch: fetch
fetter: fetter,fetters
fetters: fetters
fez: fez
fickle: fickle
fie: fie
field: field,fields
fields: fields
fiend: fiend
fiends: fiends
fierce: fierce,fiercer,fiercest
fiercely: fiercely
fierceness: fierceness
fiery: fiery
fight: fight,fighting,fought
figure: figure,figures
file: file,files
files: files
filial: filial
filth: filth
fin: fin
final: final
finally: finally
financial: financial
fine: fine,finest
finger: finger,fingers
fingers: fingers
finis: finis
finish: finish
finisher: finisher
finite: finite
finns: finns
finny: finny
fir: fir
firm: firm,firmer,firmest
firmament: firmament
firmly: firmly
firmness: firmness
firstlings: firstlings
fish: fish
fishermen: fishermen
fist: fist
fit: fit,fits,fitted,fitter,fittest,fitting
fitly: fitly
fitness: fitness
fixed: fixed
fixt: fixt
flag: flag
flam: flam
flame: flame,flames,flaming
flames: flames
flank: flank
flare: flaring
flash: flashing
flashy: flashy
flat: flat,flatter
flatly: flatly
flattering: flattering
flattery: flatteries,flattery
flaunt: flaunting
flavor: flavor
flaw: flaw,flaws
fledge: fledge
flee: fled
fleece: fleece
fleecy: fleecy
fleet: fleet
fleeting: fleeting
flesh: flesh
fleshly: fleshliest,fleshly
flight: flight,flighted,flights
fling: fling,flings,flung
float: float,floating
floats: floats
flock: flock,flocking,flocks
flocks: flocks
flood: flood,floods
flora: flora
florence: florence
florid: florid
flote: flote
flour: flour,flouring,flours
flourish: flourish
flourishing: flourishing
flours: flours
flout: flouts
flow: flow,flowing,flows
flower: flower,flowers
flowers: flowers
fluid: fluid
flush: flushing
flute: flute,flutes
fly: flew,flies,flown,fly,flying
flying: flying
foam: foam,foaming
foe: foe,foes
foes: foes
fog: fog
foil: foil
fold: fold,folded,folds
folio: folio
follow: follow
follower: followers
folly: folly
foment: foment,fomented
fomentation: fomentation
fond: fond
fondly: fondly
food: food
fool: fool,fools
foolish: foolish
foot: feet,foot,footing
footed: footed
footing: footing
footnote: footnotes
footstep: footstep,footsteps
forage: forage
forbear: forbear
forbearance: forbearance
forbid: forbid,forbidden,forbidding,forbids
forbiddance: forbiddance
forbidden: forbidden
forbidder: forbidder
forbore: forbore
forborn: forborn
force: force,forces,forcing
forcer: forcers
forcible: forcible
ford: ford
fore: fore
forecast: forecast
forefather: forefathers
forehead: forehead
foreknow: foreknew
foreknowing: foreknowing
foreknowledge: foreknowledge
foreland: foreland
forelock: forelock
forerun: forerun
forerunner: forerunners
forerunning: forerunning
foresee: foresaw,foreseeing,foreseen
foresight: foresight
forest: forest,forests
forestall: forestall
foretell: foretell,foretells,foretold
forewarn: forewarn
forewarning: forewarning
forfeit: forfeit
forfeiture: forfeiture
forge: forge
forgery: forgery
forget: forget,forgets,forgot
forgetful: forgetful
forgetfulness: forgetfulness
forgive: forgive
forgiveness: forgiveness
forgo: forgo,forgoes
fork: forked
forlorn: forlorn
form: form,forming,forms
format: format,formats
forme: forme,formes
formidable: formidable
formless: formless
forms: forms
forsake: forsake,forsaken,forsakes,forsook
forsook: forsook
fort: fort
forte: forte
forthwith: forthwith
fortitude: fortitude
fortunate: fortunate
fortune: fortune,fortunes
foss: foss
foughten: foughten
foul: foul
foundation: foundation,foundations
founder: founder
fount: fount
fountain: fountain,fountains
fountainless: fountainless
fountains: fountains
fourfold: fourfold
fourteen: fourteen
fourth: fourth
fowl: fowl,fowls
fowls: fowls
fragile: fragile
fragrance: fragrance
fragrant: fragrant
frail: frail
fraile: fraile
frailty: frailty
fram: fram
frame: frame,frames
france: france
franciscan: franciscan
frankly: frankly
fraternal: fraternal
fraud: fraud
fraudulent: fraudulent
fraught: fraught
fray: fray
freedom: freedom
freely: freely
freeze: freeze
freezing: freezing
french: french
frequence: frequence
frequent: frequent
frequented: frequented
frequenting: frequenting
frequently: frequently
fresh: fresh,freshest
freshet: freshet
fret: fret
fretted: fretted
friars: friars
friend: friend,friends
friendliest: friendliest
friendly: friendly
friends: friends
friendship: friendship
frier: friers
fright: fright,frighted
frighted: frighted
fringe: fringed
fringed: fringed
frisk: frisking
frith: frith
frivolous: frivolous
fro: fro
frock: frock
frogs: frogs
frontier: frontier
frore: frore
frost: frost
froth: froth
frown: frown,frowning,frowns
frozen: frozen
frugal: frugal
fruit: fruit,fruits
fruitful: fruitful
fruition: fruition
fruitless: fruitless
fruits: fruits
frustrate: frustrate
frustrated: frustrated
frutage: frutage
fuel: fuel
fugitive: fugitive,fugitives
fugue: fugue
fulfil: fulfil,fulfilling
fulfill: fulfill
fulgent: fulgent
fulgor: fulgor
fullfil: fullfil
fulness: fulness
fum: fum
fume: fume,fumes,fuming
function: functions
funeral: funeral
fur: fur
furies: furies
furious: furious
furlong: furlongs
furnace: furnace
furnish: furnish
furniture: furniture
furrow: furrow
fury: furies,fury
fusile: fusile
future: future
futuro: futuro
gabble: gabble
gabriel: gabriel
gadding: gadding
gades: gades
gain: gain,gained,gaining,gains
gaine: gaine
gainsay: gainsay
gainst: gainst
gale: gale,gales
galilean: galilean
galilee: galilee
galileo: galileo
game: game,games
games: games
gan: gan
gange: ganges
gangrene: gangrene
gaol: gaol
gap: gap
gape: gaping
garb: garb
garden: garden
gardens: gardens
garish: garish
garland: garland,garlands
garlands: garlands
garrison: garrison
garrulity: garrulity
gash: gash
gasp: gasp
gastly: gastly
gate: gate,gates
gates: gates
gather: gather,gathered,gathering,gathers
gaudy: gaudy
gaul: gaul
gauntlet: gauntlet
gay: gay,gayest
gaz: gaz
gaze: gaze,gazing
gear: gear
gehenna: gehenna
gem: gems
generall: generall
generals: generals
generate: generate,generated
generation: generation,generations
generous: generous
genesis: genesis
genial: genial
genius: genius
genoa: genoa
gentil: gentil
gentile: gentiles
gentiles: gentiles
gentle: gentle,gentlest
gentleman: gentleman
gentler: gentler
gently: gently
german: germans
gessamine: gessamine
gesture: gesture,gestures
ghost: ghost,ghosts
giant: giant
giants: giants
giantship: giantship
gibraltar: gibraltar
giddy: giddy
gideon: gideon
gift: gift,gifts
gifted: gifted
gigantic: gigantic
gilded: gilded
gilles: gilles
gird: gird,girded,girt
girt: girt
giver: giver,givers
glad: glad
glade: glade,glades
gladlier: gladlier
gladly: gladlier,gladly
gladness: gladness
glance: glance,glancing
glar: glar
glare: glare
glass: glass
glassie: glassie
glaucus: glaucus
gleam: gleam,gleaming
glebe: glebe
glide: glide,glides,gliding
glimmer: glimmering
glimpse: glimpses
glister: glister,glistering
glitter: glitter,glittering
globe: globe
globes: globes
globose: globose
globous: globous
gloom: gloom
gloomy: gloomiest,gloomy
gloria: gloria
glorious: glorious
gloriously: gloriously
glory: gloried,glories,glory,glorying
gloss: gloss
glow: glow,glowing
gloze: glozing
glut: glut,glutted
glutenous: glutenous
gluttonous: gluttonous
gluttony: gluttonies,gluttony
gnash: gnashing
gnaw: gnaw
goal: goal,goals
goat: goat,goats
goats: goats
goblin: goblin
god: god,gods
goddess: goddess,goddesses
godhead: godhead
godless: godless
godlike: godlike
gods: gods
gold: gold
golden: golden
golgotha: golgotha
gon: gon
gonfalons: gonfalons
goodliest: goodliest
goodly: goodliest,goodly
goodness: goodness
gor: gor
gordian: gordian
gordon: gordon
gore: gore
gorge: gorge
gorgeous: gorgeous
gorgon: gorgon
gorgonian: gorgonian
gorgons: gorgons
goshen: goshen
gourd: gourd
govern: govern,governs
government: government
gown: gown
grace: grace,graces
graceful: graceful
graces: graces
gracilis: gracilis
gracious: gracious
graciously: graciously
gradual: gradual
grain: grain
graine: graine
grand: grand
grandchild: grandchild
grandeur: grandeur
grandsire: grandsire
grange: granges
grant: grant,granted,granting,grants
grape: grape,grapes
grapple: grapple
grasp: grasp,grasped
grasping: grasping
grass: grass
grassie: grassie
grassy: grassy
grate: grate
grateful: grateful
gratefully: gratefully
gratia: gratia
gratitude: gratitude
gratulate: gratulate
gratulating: gratulating
gratulation: gratulation
grave: grave,graver,gravest
gravely: gravely
gravity: gravity
gray: gray
graze: graze,grazed
grazing: grazing
greatly: greatly
greatness: greatness
grecian: grecian
greece: greece
greedily: greedily
greedy: greedier,greedy
greek: greek,greeks
green: green
greet: greet
greeting: greeting
gregory: gregory
grey: grey
gride: griding
grief: grief,griefs
grieve: grieve
grieving: grieving
grievous: grievous
grim: grim
grind: grind,grinding,ground
gripe: gripe
gris: gris
grisly: grisly
groan: groan,groaning,groans
grooms: grooms
gross: gross,grosser
grosse: grosse
grot: grots
ground: ground,grounded
grounds: grounds
grove: grove,groves
groveling: groveling
groves: groves
